subNum	 version	 completed	 trialNo	 targPresent	 targSide	 easySide	 RT	 response	 accuracy
16	 T	 2	 49	 0	 x	 R	 2.311	 r	 1
16	 T	 2	 50	 1	 left	 R	 2.272	 r	 0
16	 T	 2	 51	 1	 right	 L	 1.411	 r	 0
16	 T	 2	 52	 1	 left	 L	 0.601	 l	 1
16	 T	 2	 53	 0	 x	 R	 2.712	 r	 1
16	 T	 2	 54	 0	 x	 R	 2.471	 r	 1
16	 T	 2	 55	 0	 x	 R	 2.801	 r	 1
16	 T	 2	 56	 0	 x	 L	 2.362	 l	 0
16	 T	 2	 57	 1	 right	 R	 0.582	 l	 1
16	 T	 2	 58	 0	 x	 L	 2.731	 l	 0
16	 T	 2	 59	 1	 right	 L	 2.351	 r	 0
16	 T	 2	 60	 0	 x	 L	 2.442	 l	 0
16	 T	 2	 61	 0	 x	 L	 2.481	 r	 1
16	 T	 2	 62	 0	 x	 L	 2.371	 r	 1
16	 T	 2	 63	 1	 left	 L	 0.721	 l	 1
16	 T	 2	 64	 0	 x	 L	 2.592	 r	 1
16	 T	 2	 65	 1	 right	 L	 2.581	 r	 0
16	 T	 2	 66	 1	 right	 L	 2.441	 l	 1
16	 T	 2	 67	 0	 x	 L	 2.621	 r	 1
16	 T	 2	 68	 0	 x	 L	 2.592	 r	 1
16	 T	 2	 69	 1	 left	 R	 2.631	 r	 0
16	 T	 2	 70	 0	 x	 R	 2.881	 r	 1
16	 T	 2	 71	 0	 x	 R	 2.622	 l	 0
16	 T	 2	 72	 0	 x	 R	 2.551	 r	 1
16	 T	 2	 73	 1	 right	 R	 2.481	 r	 0
16	 T	 2	 74	 1	 right	 R	 0.922	 l	 1
16	 T	 2	 75	 0	 x	 L	 2.371	 r	 1
16	 T	 2	 76	 1	 right	 R	 0.611	 l	 1
16	 T	 2	 77	 0	 x	 L	 2.502	 r	 1
16	 T	 2	 78	 0	 x	 R	 2.631	 r	 1
16	 T	 2	 79	 1	 right	 L	 2.631	 r	 0
16	 T	 2	 80	 1	 right	 R	 0.671	 l	 1
16	 T	 2	 81	 0	 x	 R	 2.472	 r	 1
16	 T	 2	 82	 0	 x	 L	 2.481	 l	 0
16	 T	 2	 83	 1	 left	 L	 0.801	 l	 1
16	 T	 2	 84	 0	 x	 R	 2.591	 l	 0
16	 T	 2	 85	 1	 left	 L	 0.792	 l	 1
16	 T	 2	 86	 1	 right	 L	 2.381	 r	 0
16	 T	 2	 87	 0	 x	 R	 2.571	 r	 1
16	 T	 2	 88	 0	 x	 R	 2.292	 r	 1
16	 T	 2	 89	 0	 x	 L	 2.372	 r	 1
16	 T	 2	 90	 0	 x	 L	 2.321	 r	 1
16	 T	 2	 91	 0	 x	 L	 2.561	 r	 1
16	 T	 2	 92	 1	 right	 R	 1.071	 l	 1
16	 T	 2	 93	 0	 x	 R	 2.352	 r	 1
16	 T	 2	 94	 1	 left	 L	 0.671	 l	 1
16	 T	 2	 95	 0	 x	 R	 2.431	 r	 1
16	 T	 2	 96	 1	 left	 L	 0.751	 l	 1
16	 U	 1	 1	 0	 x	 R	 5.782	 r	 1
16	 U	 1	 2	 0	 x	 L	 4.501	 r	 1
16	 U	 1	 3	 0	 x	 R	 6.352	 r	 1
16	 U	 1	 4	 0	 x	 L	 8.202	 r	 1
16	 U	 1	 5	 0	 x	 L	 9.031	 r	 1
16	 U	 1	 6	 1	 left	 L	 1.502	 l	 1
16	 U	 1	 7	 1	 right	 L	 8.381	 r	 0
16	 U	 1	 8	 0	 x	 R	 9.102	 r	 1
16	 U	 1	 9	 0	 x	 L	 8.422	 r	 1
16	 U	 1	 10	 1	 right	 L	 4.362	 l	 1
16	 U	 1	 11	 0	 x	 R	 9.902	 r	 1
16	 U	 1	 12	 1	 right	 R	 1.822	 l	 1
16	 U	 1	 13	 1	 left	 R	 7.431	 r	 0
16	 U	 1	 14	 1	 left	 L	 2.052	 l	 1
16	 U	 1	 15	 0	 x	 L	 9.622	 r	 1
16	 U	 1	 16	 1	 left	 R	 10.322	 r	 0
16	 U	 1	 17	 1	 right	 R	 1.211	 l	 1
16	 U	 1	 18	 1	 left	 L	 1.321	 l	 1
16	 U	 1	 19	 1	 right	 L	 12.962	 r	 0
16	 U	 1	 20	 1	 left	 L	 1.141	 l	 1
16	 U	 1	 21	 1	 right	 L	 15.353	 r	 0
16	 U	 1	 22	 1	 left	 L	 1.161	 l	 1
16	 U	 1	 23	 1	 left	 R	 20.622	 r	 0
16	 U	 1	 24	 1	 left	 R	 15.573	 r	 0
16	 U	 1	 25	 0	 x	 R	 15.422	 r	 1
16	 U	 1	 26	 1	 right	 R	 1.141	 l	 1
16	 U	 1	 27	 1	 left	 R	 18.453	 r	 0
16	 U	 1	 28	 0	 x	 L	 15.992	 r	 1
16	 U	 1	 29	 0	 x	 L	 6.532	 l	 0
16	 U	 1	 30	 0	 x	 L	 12.782	 r	 1
16	 U	 1	 31	 0	 x	 R	 8.972	 r	 1
16	 U	 1	 32	 0	 x	 L	 14.092	 r	 1
16	 U	 1	 33	 1	 right	 L	 13.342	 l	 1
16	 U	 1	 34	 1	 left	 R	 9.362	 l	 1
16	 U	 1	 35	 1	 right	 L	 7.781	 l	 1
16	 U	 1	 36	 0	 x	 R	 9.582	 r	 1
16	 U	 1	 37	 0	 x	 R	 8.342	 l	 0
16	 U	 1	 38	 1	 right	 L	 18.373	 r	 0
16	 U	 1	 39	 0	 x	 R	 20.642	 r	 1
16	 U	 1	 40	 1	 left	 L	 1.611	 l	 1
16	 U	 1	 41	 0	 x	 R	 25.883	 r	 1
16	 U	 1	 42	 1	 right	 L	 17.783	 r	 0
16	 U	 1	 43	 0	 x	 L	 15.002	 r	 1
16	 U	 1	 44	 1	 left	 R	 20.353	 r	 0
16	 U	 1	 45	 0	 x	 R	 16.603	 r	 1
16	 U	 1	 46	 0	 x	 R	 4.701	 l	 0
16	 U	 1	 47	 0	 x	 R	 20.793	 r	 1
16	 U	 1	 48	 0	 x	 R	 16.722	 r	 1
16	 U	 1	 49	 0	 x	 L	 17.883	 r	 1
16	 U	 1	 50	 0	 x	 L	 18.153	 r	 1
16	 U	 1	 51	 1	 left	 R	 6.022	 l	 1
16	 U	 1	 52	 0	 x	 R	 25.523	 r	 1
16	 U	 1	 53	 1	 left	 R	 11.812	 l	 1
16	 U	 1	 54	 0	 x	 R	 24.683	 r	 1
16	 U	 1	 55	 1	 left	 L	 1.481	 l	 1
16	 U	 1	 56	 0	 x	 L	 22.823	 r	 1
16	 U	 1	 57	 1	 right	 R	 1.051	 l	 1
16	 U	 1	 58	 0	 x	 L	 13.782	 r	 1
16	 U	 1	 59	 1	 left	 L	 0.912	 l	 1
16	 U	 1	 60	 0	 x	 L	 19.793	 r	 1
16	 U	 1	 61	 1	 right	 R	 1.102	 l	 1
16	 U	 1	 62	 0	 x	 L	 15.503	 r	 1
16	 U	 1	 63	 1	 right	 R	 0.962	 l	 1
16	 U	 1	 64	 1	 right	 L	 7.612	 l	 1
16	 U	 1	 65	 0	 x	 R	 9.312	 r	 1
16	 U	 1	 66	 1	 right	 R	 0.701	 l	 1
16	 U	 1	 67	 1	 left	 L	 0.692	 l	 1
16	 U	 1	 68	 0	 x	 R	 11.471	 r	 1
16	 U	 1	 69	 0	 x	 R	 10.632	 r	 1
16	 U	 1	 70	 1	 left	 L	 0.901	 l	 1
16	 U	 1	 71	 1	 right	 R	 0.911	 l	 1
16	 U	 1	 72	 1	 right	 R	 0.881	 l	 1
16	 U	 1	 73	 1	 left	 R	 15.442	 r	 0
16	 U	 1	 74	 0	 x	 R	 17.713	 r	 1
16	 U	 1	 75	 0	 x	 L	 15.542	 r	 1
16	 U	 1	 76	 0	 x	 L	 11.482	 r	 1
16	 U	 1	 77	 1	 right	 R	 0.831	 l	 1
16	 U	 1	 78	 0	 x	 R	 16.773	 r	 1
16	 U	 1	 79	 0	 x	 R	 15.982	 l	 0
16	 U	 1	 80	 1	 right	 L	 11.112	 r	 0
16	 U	 1	 81	 0	 x	 L	 14.441	 r	 1
16	 U	 1	 82	 0	 x	 L	 18.973	 r	 1
16	 U	 1	 83	 0	 x	 L	 18.723	 r	 1
16	 U	 1	 84	 1	 left	 L	 0.821	 l	 1
16	 U	 1	 85	 1	 left	 L	 0.821	 l	 1
16	 U	 1	 86	 1	 left	 R	 15.752	 r	 0
16	 U	 1	 87	 1	 right	 R	 0.692	 l	 1
16	 U	 1	 88	 1	 right	 R	 0.661	 l	 1
16	 U	 1	 89	 1	 left	 R	 14.802	 r	 0
16	 U	 1	 90	 0	 x	 L	 18.462	 r	 1
16	 U	 1	 91	 0	 x	 L	 13.672	 r	 1
16	 U	 1	 92	 1	 right	 L	 12.252	 r	 0
16	 U	 1	 93	 1	 right	 L	 19.663	 r	 0
16	 U	 1	 94	 0	 x	 L	 6.932	 l	 0
16	 U	 1	 95	 0	 x	 R	 15.113	 r	 1
16	 U	 1	 96	 0	 x	 R	 12.492	 r	 1
17	 T	 1	 1	 0	 x	 R	 4.991	 r	 1
17	 T	 1	 2	 1	 right	 L	 4.102	 r	 0
17	 T	 1	 3	 0	 x	 L	 4.271	 r	 1
17	 T	 1	 4	 0	 x	 L	 3.172	 l	 0
17	 T	 1	 5	 0	 x	 R	 4.421	 r	 1
17	 T	 1	 6	 1	 left	 R	 3.192	 r	 0
17	 T	 1	 7	 0	 x	 L	 3.311	 r	 1
17	 T	 1	 8	 0	 x	 R	 4.671	 r	 1
17	 T	 1	 9	 0	 x	 R	 3.681	 l	 0
17	 T	 1	 10	 1	 right	 L	 3.062	 l	 1
17	 T	 1	 11	 0	 x	 R	 2.841	 r	 1
17	 T	 1	 12	 0	 x	 R	 2.812	 l	 0
17	 T	 1	 13	 0	 x	 R	 3.081	 r	 1
17	 T	 1	 14	 1	 right	 R	 0.941	 r	 0
17	 T	 1	 15	 1	 left	 L	 1.531	 l	 1
17	 T	 1	 16	 0	 x	 L	 2.172	 l	 0
17	 T	 1	 17	 0	 x	 R	 3.211	 l	 0
17	 T	 1	 18	 0	 x	 R	 3.281	 r	 1
17	 T	 1	 19	 0	 x	 L	 3.062	 r	 1
17	 T	 1	 20	 1	 left	 R	 3.561	 r	 0
17	 T	 1	 21	 1	 right	 L	 3.182	 r	 0
17	 T	 1	 22	 0	 x	 R	 3.051	 r	 1
17	 T	 1	 23	 1	 left	 R	 3.051	 r	 0
17	 T	 1	 24	 0	 x	 L	 3.111	 r	 1
17	 T	 1	 25	 1	 left	 R	 3.171	 r	 0
17	 T	 1	 26	 1	 right	 L	 4.371	 r	 0
17	 T	 1	 27	 1	 right	 R	 1.772	 l	 1
17	 T	 1	 28	 1	 right	 L	 3.322	 r	 0
17	 T	 1	 29	 1	 left	 L	 2.991	 l	 1
17	 T	 1	 30	 1	 right	 R	 2.532	 l	 1
17	 T	 1	 31	 0	 x	 L	 3.181	 r	 1
17	 T	 1	 32	 1	 right	 R	 1.182	 l	 1
17	 T	 1	 33	 0	 x	 L	 4.652	 r	 1
17	 T	 1	 34	 0	 x	 L	 3.681	 r	 1
17	 T	 1	 35	 1	 right	 R	 1.002	 l	 1
17	 T	 1	 36	 1	 right	 R	 1.382	 l	 1
17	 T	 1	 37	 1	 left	 L	 0.581	 l	 1
17	 T	 1	 38	 0	 x	 L	 2.781	 r	 1
17	 T	 1	 39	 1	 left	 R	 3.442	 l	 1
17	 T	 1	 40	 0	 x	 L	 2.741	 r	 1
17	 T	 1	 41	 1	 right	 R	 0.921	 l	 1
17	 T	 1	 42	 0	 x	 L	 2.581	 r	 1
17	 T	 1	 43	 1	 left	 L	 0.852	 l	 1
17	 T	 1	 44	 1	 left	 R	 2.811	 l	 1
17	 T	 1	 45	 1	 right	 L	 3.521	 r	 0
17	 T	 1	 46	 0	 x	 L	 2.572	 r	 1
17	 T	 1	 47	 0	 x	 L	 2.932	 r	 1
17	 T	 1	 48	 0	 x	 R	 2.601	 r	 1
17	 T	 1	 49	 0	 x	 R	 2.612	 l	 0
17	 T	 1	 50	 1	 left	 R	 1.822	 l	 1
17	 T	 1	 51	 0	 x	 R	 2.711	 r	 1
17	 T	 1	 52	 1	 right	 L	 2.431	 r	 0
17	 T	 1	 53	 1	 left	 L	 0.651	 l	 1
17	 T	 1	 54	 1	 left	 L	 0.941	 l	 1
17	 T	 1	 55	 1	 left	 L	 0.781	 l	 1
17	 T	 1	 56	 1	 left	 R	 2.711	 r	 0
17	 T	 1	 57	 0	 x	 L	 2.802	 r	 1
17	 T	 1	 58	 0	 x	 L	 2.742	 r	 1
17	 T	 1	 59	 0	 x	 R	 2.481	 r	 1
17	 T	 1	 60	 1	 right	 L	 2.712	 r	 0
17	 T	 1	 61	 1	 right	 R	 0.771	 l	 1
17	 T	 1	 62	 1	 left	 L	 0.681	 l	 1
17	 T	 1	 63	 0	 x	 L	 3.281	 l	 0
17	 T	 1	 64	 1	 right	 R	 0.762	 l	 1
17	 T	 1	 65	 0	 x	 L	 3.952	 r	 1
17	 T	 1	 66	 1	 left	 L	 0.801	 l	 1
17	 T	 1	 67	 0	 x	 L	 2.821	 r	 1
17	 T	 1	 68	 1	 left	 L	 0.692	 l	 1
17	 T	 1	 69	 1	 left	 R	 2.882	 r	 0
17	 T	 1	 70	 0	 x	 R	 3.431	 r	 1
17	 T	 1	 71	 1	 left	 R	 2.532	 r	 0
17	 T	 1	 72	 1	 right	 L	 1.922	 l	 1
17	 T	 1	 73	 1	 left	 R	 3.481	 r	 0
17	 T	 1	 74	 1	 left	 R	 2.632	 r	 0
17	 T	 1	 75	 0	 x	 L	 2.342	 r	 1
17	 T	 1	 76	 1	 right	 L	 3.031	 r	 0
17	 T	 1	 77	 0	 x	 L	 2.631	 r	 1
17	 T	 1	 78	 1	 right	 R	 0.651	 l	 1
17	 T	 1	 79	 1	 left	 L	 0.691	 l	 1
17	 T	 1	 80	 0	 x	 R	 3.101	 r	 1
17	 T	 1	 81	 0	 x	 R	 2.621	 r	 1
17	 T	 1	 82	 0	 x	 R	 2.702	 r	 1
17	 T	 1	 83	 1	 right	 R	 0.961	 l	 1
17	 T	 1	 84	 0	 x	 R	 3.091	 r	 1
17	 T	 1	 85	 0	 x	 R	 2.732	 l	 0
17	 T	 1	 86	 0	 x	 R	 3.522	 r	 1
17	 T	 1	 87	 1	 right	 L	 2.691	 r	 0
17	 T	 1	 88	 1	 right	 R	 0.772	 l	 1
17	 T	 1	 89	 0	 x	 R	 2.762	 r	 1
17	 T	 1	 90	 0	 x	 R	 2.721	 r	 1
17	 T	 1	 91	 0	 x	 L	 2.571	 r	 1
17	 T	 1	 92	 1	 right	 L	 2.632	 r	 0
17	 T	 1	 93	 0	 x	 L	 2.782	 r	 1
17	 T	 1	 94	 0	 x	 L	 2.611	 r	 1
17	 T	 1	 95	 0	 x	 R	 2.591	 r	 1
17	 T	 1	 96	 1	 left	 L	 1.132	 l	 1
17	 U	 2	 1	 0	 x	 L	 5.161	 r	 1
17	 U	 2	 2	 0	 x	 L	 7.512	 r	 1
17	 U	 2	 3	 0	 x	 R	 3.802	 r	 1
17	 U	 2	 4	 0	 x	 L	 3.851	 r	 1
17	 U	 2	 5	 0	 x	 R	 5.812	 r	 1
17	 U	 2	 6	 1	 left	 R	 3.661	 r	 0
17	 U	 2	 7	 0	 x	 L	 0.351	 r	 1
17	 U	 2	 8	 1	 left	 R	 5.802	 l	 1
17	 U	 2	 9	 0	 x	 R	 6.821	 r	 1
17	 U	 2	 10	 1	 left	 L	 0.852	 l	 1
17	 U	 2	 11	 0	 x	 L	 4.572	 r	 1
17	 U	 2	 12	 1	 right	 L	 6.001	 r	 0
17	 U	 2	 13	 1	 left	 L	 1.042	 l	 1
17	 U	 2	 14	 0	 x	 R	 6.071	 r	 1
17	 U	 2	 15	 1	 left	 L	 0.772	 l	 1
17	 U	 2	 16	 0	 x	 R	 5.152	 r	 1
17	 U	 2	 17	 1	 left	 L	 0.801	 l	 1
17	 U	 2	 18	 1	 left	 L	 0.761	 l	 1
17	 U	 2	 19	 0	 x	 L	 4.282	 r	 1
17	 U	 2	 20	 1	 right	 L	 4.071	 r	 0
17	 U	 2	 21	 1	 right	 L	 5.092	 r	 0
17	 U	 2	 22	 0	 x	 R	 5.192	 r	 1
17	 U	 2	 23	 0	 x	 R	 5.332	 r	 1
17	 U	 2	 24	 0	 x	 R	 5.221	 r	 1
17	 U	 2	 25	 1	 left	 R	 5.101	 r	 0
17	 U	 2	 26	 1	 left	 R	 4.891	 r	 0
17	 U	 2	 27	 1	 left	 R	 6.782	 r	 0
17	 U	 2	 28	 0	 x	 L	 7.802	 r	 1
17	 U	 2	 29	 0	 x	 R	 4.981	 r	 1
17	 U	 2	 30	 0	 x	 L	 5.952	 r	 1
17	 U	 2	 31	 0	 x	 L	 10.882	 r	 1
17	 U	 2	 32	 1	 right	 L	 9.761	 r	 0
17	 U	 2	 33	 0	 x	 L	 6.751	 r	 1
17	 U	 2	 34	 1	 right	 R	 0.681	 r	 0
17	 U	 2	 35	 0	 x	 L	 3.532	 r	 1
17	 U	 2	 36	 0	 x	 L	 10.142	 r	 1
17	 U	 2	 37	 0	 x	 R	 6.962	 r	 1
17	 U	 2	 38	 1	 left	 R	 10.652	 r	 0
17	 U	 2	 39	 0	 x	 R	 11.052	 r	 1
17	 U	 2	 40	 1	 right	 L	 6.662	 r	 0
17	 U	 2	 41	 1	 right	 R	 0.941	 l	 1
17	 U	 2	 42	 0	 x	 L	 8.331	 r	 1
17	 U	 2	 43	 0	 x	 L	 9.462	 r	 1
17	 U	 2	 44	 0	 x	 R	 10.522	 r	 1
17	 U	 2	 45	 1	 right	 L	 7.862	 r	 0
17	 U	 2	 46	 1	 right	 L	 2.651	 l	 1
17	 U	 2	 47	 1	 right	 R	 0.931	 l	 1
17	 U	 2	 48	 1	 right	 R	 0.722	 l	 1
17	 U	 2	 49	 0	 x	 L	 9.621	 r	 1
17	 U	 2	 50	 1	 left	 R	 10.162	 r	 0
17	 U	 2	 51	 0	 x	 L	 7.392	 r	 1
17	 U	 2	 52	 1	 right	 L	 8.791	 r	 0
17	 U	 2	 53	 0	 x	 R	 10.272	 r	 1
17	 U	 2	 54	 0	 x	 L	 9.552	 r	 1
17	 U	 2	 55	 1	 left	 L	 0.891	 l	 1
17	 U	 2	 56	 0	 x	 R	 10.772	 r	 1
17	 U	 2	 57	 0	 x	 R	 9.792	 r	 1
17	 U	 2	 58	 1	 left	 L	 0.621	 l	 1
17	 U	 2	 59	 0	 x	 L	 11.482	 r	 1
17	 U	 2	 60	 1	 left	 R	 10.082	 r	 0
17	 U	 2	 61	 0	 x	 L	 8.762	 r	 1
17	 U	 2	 62	 1	 left	 R	 13.842	 r	 0
17	 U	 2	 63	 1	 right	 R	 0.671	 l	 1
17	 U	 2	 64	 1	 left	 L	 0.741	 l	 1
17	 U	 2	 65	 1	 left	 R	 4.962	 l	 1
17	 U	 2	 66	 0	 x	 R	 9.502	 r	 1
17	 U	 2	 67	 0	 x	 L	 7.322	 r	 1
17	 U	 2	 68	 0	 x	 L	 9.902	 r	 1
17	 U	 2	 69	 1	 right	 R	 0.911	 l	 1
17	 U	 2	 70	 1	 left	 L	 0.691	 l	 1
17	 U	 2	 71	 1	 right	 L	 3.842	 l	 1
17	 U	 2	 72	 1	 right	 R	 0.621	 l	 1
17	 U	 2	 73	 1	 right	 L	 5.122	 l	 1
17	 U	 2	 74	 1	 left	 L	 0.882	 l	 1
17	 U	 2	 75	 1	 right	 R	 0.771	 l	 1
17	 U	 2	 76	 0	 x	 R	 15.912	 r	 1
17	 U	 2	 77	 1	 right	 L	 2.221	 l	 1
17	 U	 2	 78	 1	 right	 R	 0.602	 l	 1
17	 U	 2	 79	 1	 left	 R	 3.851	 l	 1
17	 U	 2	 80	 1	 left	 L	 0.611	 l	 1
17	 U	 2	 81	 0	 x	 L	 8.322	 r	 1
17	 U	 2	 82	 1	 right	 R	 0.561	 l	 1
17	 U	 2	 83	 1	 right	 L	 1.211	 l	 1
17	 U	 2	 84	 0	 x	 R	 3.732	 r	 1
17	 U	 2	 85	 0	 x	 R	 4.151	 r	 1
17	 U	 2	 86	 0	 x	 L	 3.541	 r	 1
17	 U	 2	 87	 0	 x	 R	 6.502	 r	 1
17	 U	 2	 88	 1	 left	 L	 0.771	 l	 1
17	 U	 2	 89	 0	 x	 R	 3.362	 r	 1
17	 U	 2	 90	 1	 right	 R	 0.681	 l	 1
17	 U	 2	 91	 0	 x	 R	 5.291	 r	 1
17	 U	 2	 92	 1	 right	 R	 0.812	 l	 1
17	 U	 2	 93	 0	 x	 L	 2.781	 r	 1
17	 U	 2	 94	 0	 x	 R	 1.241	 r	 1
17	 U	 2	 95	 0	 x	 R	 1.201	 r	 1
17	 U	 2	 96	 1	 left	 R	 1.292	 r	 0
18	 T	 2	 1	 0	 x	 L	 3.231	 r	 1
18	 T	 2	 2	 0	 x	 R	 3.812	 r	 1
18	 T	 2	 3	 0	 x	 L	 3.221	 r	 1
18	 T	 2	 4	 0	 x	 L	 3.542	 r	 1
18	 T	 2	 5	 0	 x	 R	 3.432	 r	 1
18	 T	 2	 6	 1	 right	 R	 0.791	 l	 1
18	 T	 2	 7	 1	 right	 L	 2.831	 r	 0
18	 T	 2	 8	 1	 right	 R	 0.752	 l	 1
18	 T	 2	 9	 0	 x	 R	 3.061	 r	 1
18	 T	 2	 10	 1	 right	 L	 3.301	 r	 0
18	 T	 2	 11	 1	 left	 L	 0.651	 l	 1
18	 T	 2	 12	 0	 x	 R	 3.061	 r	 1
18	 T	 2	 13	 1	 left	 L	 0.661	 l	 1
18	 T	 2	 14	 0	 x	 R	 2.871	 r	 1
18	 T	 2	 15	 0	 x	 R	 2.852	 r	 1
18	 T	 2	 16	 0	 x	 L	 3.011	 r	 1
18	 T	 2	 17	 1	 right	 L	 2.871	 r	 0
18	 T	 2	 18	 1	 right	 R	 1.172	 l	 1
18	 T	 2	 19	 0	 x	 L	 2.762	 r	 1
18	 T	 2	 20	 0	 x	 R	 2.791	 r	 1
18	 T	 2	 21	 1	 right	 R	 0.791	 l	 1
18	 T	 2	 22	 0	 x	 L	 2.702	 r	 1
18	 T	 2	 23	 0	 x	 R	 2.731	 r	 1
18	 T	 2	 24	 0	 x	 L	 2.671	 r	 1
18	 T	 2	 25	 1	 left	 R	 3.072	 r	 0
18	 T	 2	 26	 0	 x	 R	 2.831	 r	 1
18	 T	 2	 27	 1	 right	 L	 2.701	 r	 0
18	 T	 2	 28	 0	 x	 R	 2.772	 r	 1
18	 T	 2	 29	 0	 x	 L	 2.862	 r	 1
18	 T	 2	 30	 0	 x	 R	 3.081	 r	 1
18	 T	 2	 31	 1	 right	 L	 3.362	 r	 0
18	 T	 2	 32	 1	 right	 L	 2.312	 l	 1
18	 T	 2	 33	 0	 x	 R	 2.761	 r	 1
18	 T	 2	 34	 0	 x	 L	 2.662	 r	 1
18	 T	 2	 35	 0	 x	 L	 3.352	 r	 1
18	 T	 2	 36	 1	 right	 R	 0.701	 l	 1
18	 T	 2	 37	 1	 left	 R	 0.991	 l	 1
18	 T	 2	 38	 0	 x	 L	 2.992	 r	 1
18	 T	 2	 39	 1	 right	 R	 0.781	 l	 1
18	 T	 2	 40	 1	 left	 L	 0.551	 l	 1
18	 T	 2	 41	 1	 left	 L	 0.751	 l	 1
18	 T	 2	 42	 1	 left	 R	 1.261	 l	 1
18	 T	 2	 43	 1	 left	 L	 0.531	 l	 1
18	 T	 2	 44	 0	 x	 L	 2.721	 r	 1
18	 T	 2	 45	 1	 left	 L	 0.481	 l	 1
18	 T	 2	 46	 1	 left	 R	 2.711	 r	 0
18	 T	 2	 47	 0	 x	 R	 2.902	 r	 1
18	 T	 2	 48	 1	 right	 L	 2.722	 r	 0
18	 T	 2	 49	 0	 x	 L	 2.711	 r	 1
18	 T	 2	 50	 0	 x	 L	 2.572	 r	 1
18	 T	 2	 51	 1	 left	 L	 0.772	 l	 1
18	 T	 2	 52	 0	 x	 L	 2.481	 r	 1
18	 T	 2	 53	 1	 right	 L	 1.751	 l	 1
18	 T	 2	 54	 1	 left	 R	 3.012	 r	 0
18	 T	 2	 55	 0	 x	 L	 2.592	 r	 1
18	 T	 2	 56	 0	 x	 L	 2.781	 r	 1
18	 T	 2	 57	 0	 x	 L	 2.781	 r	 1
18	 T	 2	 58	 0	 x	 L	 2.462	 r	 1
18	 T	 2	 59	 1	 right	 L	 3.691	 r	 0
18	 T	 2	 60	 1	 right	 R	 0.701	 l	 1
18	 T	 2	 61	 1	 right	 L	 2.712	 r	 0
18	 T	 2	 62	 0	 x	 R	 2.991	 r	 1
18	 T	 2	 63	 1	 left	 L	 0.832	 l	 1
18	 T	 2	 64	 1	 left	 R	 2.602	 r	 0
18	 T	 2	 65	 1	 right	 L	 2.741	 r	 0
18	 T	 2	 66	 1	 left	 R	 1.221	 l	 1
18	 T	 2	 67	 1	 left	 R	 1.152	 l	 1
18	 T	 2	 68	 0	 x	 R	 2.692	 r	 1
18	 T	 2	 69	 1	 right	 R	 0.801	 l	 1
18	 T	 2	 70	 1	 left	 L	 0.621	 l	 1
18	 T	 2	 71	 0	 x	 L	 2.581	 r	 1
18	 T	 2	 72	 0	 x	 R	 2.522	 r	 1
18	 T	 2	 73	 0	 x	 R	 2.701	 r	 1
18	 T	 2	 74	 0	 x	 R	 2.661	 r	 1
18	 T	 2	 75	 0	 x	 L	 2.472	 r	 1
18	 T	 2	 76	 1	 left	 R	 2.672	 r	 0
18	 T	 2	 77	 1	 left	 L	 0.711	 l	 1
18	 T	 2	 78	 0	 x	 R	 2.671	 r	 1
18	 T	 2	 79	 1	 left	 R	 1.991	 r	 0
18	 T	 2	 80	 0	 x	 R	 2.672	 r	 1
18	 T	 2	 81	 1	 right	 R	 0.671	 l	 1
18	 T	 2	 82	 1	 left	 L	 0.501	 l	 1
18	 T	 2	 83	 1	 right	 R	 0.471	 l	 1
18	 T	 2	 84	 0	 x	 R	 2.592	 r	 1
18	 T	 2	 85	 1	 right	 R	 0.731	 l	 1
18	 T	 2	 86	 0	 x	 R	 1.621	 r	 1
18	 T	 2	 87	 0	 x	 L	 2.571	 r	 1
18	 T	 2	 88	 1	 left	 R	 2.692	 r	 0
18	 T	 2	 89	 0	 x	 R	 2.541	 r	 1
18	 T	 2	 90	 1	 left	 R	 2.641	 r	 0
18	 T	 2	 91	 0	 x	 L	 2.552	 r	 1
18	 T	 2	 92	 0	 x	 L	 2.641	 r	 1
18	 T	 2	 93	 1	 right	 R	 0.941	 l	 1
18	 T	 2	 94	 1	 right	 L	 2.602	 r	 0
18	 T	 2	 95	 1	 left	 L	 0.652	 l	 1
18	 T	 2	 96	 0	 x	 R	 2.871	 r	 1
18	 U	 1	 1	 0	 x	 R	 9.032	 l	 0
18	 U	 1	 2	 1	 left	 L	 1.991	 l	 1
18	 U	 1	 3	 1	 left	 L	 0.811	 l	 1
18	 U	 1	 4	 1	 left	 R	 4.042	 l	 1
18	 U	 1	 5	 1	 left	 L	 1.021	 l	 1
18	 U	 1	 6	 1	 left	 L	 0.901	 l	 1
18	 U	 1	 7	 0	 x	 R	 9.042	 r	 1
18	 U	 1	 8	 0	 x	 R	 9.312	 r	 1
18	 U	 1	 9	 1	 right	 L	 9.162	 r	 0
18	 U	 1	 10	 1	 right	 L	 9.142	 r	 0
18	 U	 1	 11	 0	 x	 L	 13.932	 r	 1
18	 U	 1	 12	 1	 right	 L	 16.973	 r	 0
18	 U	 1	 13	 1	 right	 R	 2.081	 l	 1
18	 U	 1	 14	 1	 left	 L	 1.281	 l	 1
18	 U	 1	 15	 0	 x	 L	 19.613	 r	 1
18	 U	 1	 16	 1	 right	 L	 6.501	 l	 1
18	 U	 1	 17	 1	 left	 L	 0.951	 l	 1
18	 U	 1	 18	 0	 x	 R	 14.723	 r	 1
