observer,cd,targ_side,bk,t,rt,acc
d21,brief,heterogeneous,block 1,65,3.321,0
d21,brief,homogeneous,block 1,66,0.581,1
d21,brief,absent,block 1,67,3.552,1
d21,brief,homogeneous,block 1,68,0.651,1
d21,brief,absent,block 1,69,3.321,1
d21,brief,absent,block 1,70,3.501,1
d21,brief,heterogeneous,block 1,71,2.811,0
d21,brief,absent,block 1,72,3.402,1
d21,brief,absent,block 1,73,4.361,1
d21,brief,homogeneous,block 1,74,0.761,1
d21,brief,absent,block 1,75,3.702,0
d21,brief,homogeneous,block 1,76,0.901,1
d21,brief,homogeneous,block 1,77,0.621,1
d21,brief,homogeneous,block 1,78,0.621,1
d21,brief,absent,block 1,79,2.902,1
d21,brief,absent,block 1,80,2.851,1
d21,brief,heterogeneous,block 1,81,3.002,0
d21,brief,heterogeneous,block 1,82,3.121,0
d21,brief,heterogeneous,block 1,83,1.231,1
d21,brief,absent,block 1,84,4.102,0
d21,brief,absent,block 1,85,2.861,1
d21,brief,heterogeneous,block 1,86,3.701,0
d21,brief,heterogeneous,block 1,87,3.112,0
d21,brief,absent,block 1,88,2.931,1
d21,brief,heterogeneous,block 1,89,1.381,1
d21,brief,homogeneous,block 1,90,0.902,1
d21,brief,absent,block 1,91,3.892,1
d21,brief,absent,block 1,92,2.861,1
d21,brief,heterogeneous,block 1,93,3.422,1
d21,brief,homogeneous,block 1,94,1.131,1
d21,brief,homogeneous,block 1,95,1.101,1
d21,brief,absent,block 1,96,3.512,1
d21,long,absent,block 2,97,4.141,1
d21,long,homogeneous,block 2,98,2.012,1
d21,long,absent,block 2,99,4.571,1
d21,long,heterogeneous,block 2,100,1.452,1
d21,long,heterogeneous,block 2,101,4.292,0
d21,long,heterogeneous,block 2,102,8.552,0
d21,long,absent,block 2,103,8.782,1
d21,long,heterogeneous,block 2,104,3.051,1
d21,long,homogeneous,block 2,105,1.371,1
d21,long,homogeneous,block 2,106,1.322,1
d21,long,homogeneous,block 2,107,0.711,1
d21,long,homogeneous,block 2,108,2.051,1
d21,long,absent,block 2,109,7.562,1
d21,long,heterogeneous,block 2,110,4.752,1
d21,long,absent,block 2,111,14.403,1
d21,long,homogeneous,block 2,112,0.821,1
d21,long,absent,block 2,113,15.382,1
d21,long,heterogeneous,block 2,114,10.072,0
d21,long,absent,block 2,115,20.333,1
d21,long,heterogeneous,block 2,116,1.541,1
d21,long,absent,block 2,117,11.622,1
d21,long,heterogeneous,block 2,118,1.571,1
d21,long,homogeneous,block 2,119,1.071,1
d21,long,absent,block 2,120,17.833,1
d21,long,absent,block 2,121,5.861,1
d21,long,absent,block 2,122,10.302,1
d21,long,absent,block 2,123,11.232,1
d21,long,homogeneous,block 2,124,1.101,1
d21,long,absent,block 2,125,14.732,1
d21,long,heterogeneous,block 2,126,1.412,1
d21,long,heterogeneous,block 2,127,2.091,1
d21,long,homogeneous,block 2,128,1.051,1
d21,long,homogeneous,block 2,129,1.182,1
d21,long,homogeneous,block 2,130,0.661,1
d21,long,absent,block 2,131,6.711,1
d21,long,absent,block 2,132,11.323,1
d21,long,absent,block 2,133,9.902,1
d21,long,absent,block 2,134,10.672,1
d21,long,homogeneous,block 2,135,0.781,1
d21,long,heterogeneous,block 2,136,3.472,1
d21,long,heterogeneous,block 2,137,2.901,1
d21,long,homogeneous,block 2,138,0.762,1
d21,long,absent,block 2,139,8.932,1
d21,long,homogeneous,block 2,140,0.771,1
d21,long,absent,block 2,141,6.662,1
d21,long,homogeneous,block 2,142,0.641,1
d21,long,absent,block 2,143,8.682,1
d21,long,absent,block 2,144,9.171,1
d21,long,absent,block 2,145,13.083,1
d21,long,absent,block 2,146,13.022,1
d21,long,absent,block 2,147,8.482,1
d21,long,heterogeneous,block 2,148,1.372,1
d21,long,homogeneous,block 2,149,0.891,1
d21,long,absent,block 2,150,8.111,1
d21,long,absent,block 2,151,7.401,1
d21,long,heterogeneous,block 2,152,1.742,1
d21,long,absent,block 2,153,5.552,1
d21,long,heterogeneous,block 2,154,1.291,1
d21,long,absent,block 2,155,4.852,1
d21,long,heterogeneous,block 2,156,1.111,1
d21,long,heterogeneous,block 2,157,1.671,1
d21,long,heterogeneous,block 2,158,1.242,1
d21,long,absent,block 2,159,7.122,1
d21,long,homogeneous,block 2,160,0.671,1
d21,long,homogeneous,block 2,161,1.142,1
d21,long,absent,block 2,162,5.951,1
d21,long,absent,block 2,163,4.302,1
d21,long,heterogeneous,block 2,164,0.671,1
d21,long,absent,block 2,165,5.642,1
d21,long,homogeneous,block 2,166,1.061,1
d21,long,absent,block 2,167,4.881,1
d21,long,heterogeneous,block 2,168,1.771,1
d21,long,absent,block 2,169,6.042,1
d21,long,absent,block 2,170,5.601,1
d21,long,absent,block 2,171,14.073,0
d21,long,homogeneous,block 2,172,1.261,1
d21,long,absent,block 2,173,5.712,1
d21,long,absent,block 2,174,7.212,1
d21,long,heterogeneous,block 2,175,4.612,1
d21,long,homogeneous,block 2,176,0.881,1
d21,long,absent,block 2,177,6.272,1
d21,long,heterogeneous,block 2,178,2.721,1
d21,long,absent,block 2,179,5.241,1
d21,long,heterogeneous,block 2,180,2.112,1
d21,long,absent,block 2,181,8.621,1
d21,long,absent,block 2,182,5.842,1
d21,long,absent,block 2,183,7.452,1
d21,long,homogeneous,block 2,184,1.011,1
d21,long,absent,block 2,185,9.062,1
d21,long,absent,block 2,186,7.451,1
d21,long,absent,block 2,187,8.042,1
d21,long,homogeneous,block 2,188,0.741,1
d21,long,homogeneous,block 2,189,0.781,1
d21,long,absent,block 2,190,7.952,1
d21,long,absent,block 2,191,5.572,1
d21,long,heterogeneous,block 2,192,1.091,1
d22,brief,homogeneous,block 2,97,1.072,1
d22,brief,homogeneous,block 2,98,1.052,1
d22,brief,absent,block 2,99,1.311,1
d22,brief,absent,block 2,100,1.301,1
d22,brief,heterogeneous,block 2,101,1.641,0
d22,brief,absent,block 2,102,1.551,0
d22,brief,homogeneous,block 2,103,0.941,1
d22,brief,absent,block 2,104,2.951,1
d22,brief,absent,block 2,105,2.742,1
d22,brief,heterogeneous,block 2,106,1.531,1
d22,brief,absent,block 2,107,2.711,1
d22,brief,homogeneous,block 2,108,0.702,1
d22,brief,absent,block 2,109,2.591,1
d22,brief,absent,block 2,110,2.741,1
d22,brief,absent,block 2,111,2.882,1
d22,brief,absent,block 2,112,2.941,1
d22,brief,absent,block 2,113,3.091,1
d22,brief,homogeneous,block 2,114,0.801,1
d22,brief,heterogeneous,block 2,115,2.662,0
d22,brief,absent,block 2,116,2.461,1
d22,brief,heterogeneous,block 2,117,2.571,0
d22,brief,absent,block 2,118,2.642,0
d22,brief,absent,block 2,119,2.831,1
d22,brief,absent,block 2,120,2.911,0
d22,brief,absent,block 2,121,2.992,1
d22,brief,heterogeneous,block 2,122,2.771,0
d22,brief,homogeneous,block 2,123,0.821,1
d22,brief,absent,block 2,124,2.841,1
d22,brief,absent,block 2,125,3.072,1
d22,brief,heterogeneous,block 2,126,2.831,0
d22,brief,heterogeneous,block 2,127,3.962,0
d22,brief,homogeneous,block 2,128,0.801,1
d22,brief,absent,block 2,129,2.551,1
d22,brief,heterogeneous,block 2,130,2.471,1
d22,brief,homogeneous,block 2,131,0.842,1
d22,brief,heterogeneous,block 2,132,2.541,0
d22,brief,heterogeneous,block 2,133,2.561,0
d22,brief,absent,block 2,134,3.702,1
d22,brief,absent,block 2,135,2.541,1
d22,brief,homogeneous,block 2,136,0.631,1
d22,brief,absent,block 2,137,2.421,1
d22,brief,absent,block 2,138,2.461,1
d22,brief,heterogeneous,block 2,139,2.731,0
d22,brief,heterogeneous,block 2,140,2.631,0
d22,brief,homogeneous,block 2,141,0.741,1
d22,brief,heterogeneous,block 2,142,2.582,0
d22,brief,heterogeneous,block 2,143,2.561,0
d22,brief,absent,block 2,144,2.411,1
d22,brief,heterogeneous,block 2,145,2.691,0
d22,brief,absent,block 2,146,2.541,1
d22,brief,absent,block 2,147,2.491,1
d22,brief,heterogeneous,block 2,148,2.561,0
d22,brief,absent,block 2,149,2.502,1
d22,brief,absent,block 2,150,2.531,1
d22,brief,homogeneous,block 2,151,0.811,1
d22,brief,absent,block 2,152,2.551,1
d22,brief,absent,block 2,153,3.442,1
d22,brief,absent,block 2,154,2.571,1
d22,brief,absent,block 2,155,2.921,1
d22,brief,homogeneous,block 2,156,0.832,1
d22,brief,heterogeneous,block 2,157,2.771,0
d22,brief,homogeneous,block 2,158,0.751,1
d22,brief,absent,block 2,159,2.531,1
d22,brief,heterogeneous,block 2,160,2.672,0
d22,brief,absent,block 2,161,2.672,1
d22,brief,absent,block 2,162,3.131,0
d22,brief,homogeneous,block 2,163,0.822,1
d22,brief,homogeneous,block 2,164,0.662,1
d22,brief,homogeneous,block 2,165,0.721,1
d22,brief,absent,block 2,166,2.861,1
d22,brief,heterogeneous,block 2,167,2.531,1
d22,brief,absent,block 2,168,2.502,1
d22,brief,absent,block 2,169,2.661,1
d22,brief,homogeneous,block 2,170,0.671,1
d22,brief,homogeneous,block 2,171,0.581,1
d22,brief,absent,block 2,172,2.452,1
d22,brief,heterogeneous,block 2,173,2.581,0
d22,brief,homogeneous,block 2,174,0.751,1
d22,brief,homogeneous,block 2,175,0.711,1
d22,brief,absent,block 2,176,2.572,1
d22,brief,heterogeneous,block 2,177,3.201,0
d22,brief,absent,block 2,178,2.391,1
d22,brief,absent,block 2,179,2.462,1
d22,brief,homogeneous,block 2,180,0.752,1
d22,brief,absent,block 2,181,2.691,1
d22,brief,absent,block 2,182,2.621,1
d22,brief,heterogeneous,block 2,183,2.612,0
d22,brief,absent,block 2,184,2.481,1
d22,brief,heterogeneous,block 2,185,2.571,0
d22,brief,homogeneous,block 2,186,0.681,1
d22,brief,absent,block 2,187,2.632,0
d22,brief,homogeneous,block 2,188,0.631,1
d22,brief,homogeneous,block 2,189,0.581,1
d22,brief,absent,block 2,190,2.561,1
d22,brief,heterogeneous,block 2,191,2.031,0
d22,brief,absent,block 2,192,2.542,1
d22,long,heterogeneous,block 1,1,5.392,0
d22,long,absent,block 1,2,5.672,1
d22,long,absent,block 1,3,5.271,1
d22,long,heterogeneous,block 1,4,4.622,1
d22,long,absent,block 1,5,7.511,1
d22,long,absent,block 1,6,7.382,0
d22,long,absent,block 1,7,9.762,1
d22,long,homogeneous,block 1,8,0.901,1
d22,long,absent,block 1,9,7.432,1
d22,long,heterogeneous,block 1,10,8.141,0
d22,long,homogeneous,block 1,11,1.151,1
d22,long,heterogeneous,block 1,12,8.291,0
d22,long,heterogeneous,block 1,13,7.312,0
d22,long,homogeneous,block 1,14,0.921,1
d22,long,absent,block 1,15,7.202,0
d22,long,homogeneous,block 1,16,1.111,1
d22,long,heterogeneous,block 1,17,7.042,0
d22,long,heterogeneous,block 1,18,8.402,0
d22,long,absent,block 1,19,6.132,1
d22,long,absent,block 1,20,8.562,0
d22,long,homogeneous,block 1,21,0.911,1
d22,long,absent,block 1,22,10.632,0
d22,long,absent,block 1,23,7.782,0
d22,long,absent,block 1,24,6.081,1
d22,long,homogeneous,block 1,25,0.931,1
d22,long,absent,block 1,26,6.172,1
d22,long,absent,block 1,27,5.381,0
d22,long,homogeneous,block 1,28,0.762,1
d22,long,homogeneous,block 1,29,0.921,1
d22,long,absent,block 1,30,5.561,0
d22,long,absent,block 1,31,7.091,1
d22,long,heterogeneous,block 1,32,7.212,0
d22,long,absent,block 1,33,5.701,0
d22,long,absent,block 1,34,3.312,0
d22,long,absent,block 1,35,6.691,1
d22,long,homogeneous,block 1,36,1.252,1
d22,long,heterogeneous,block 1,37,7.141,0
d22,long,absent,block 1,38,16.883,1
d22,long,absent,block 1,39,9.011,1
d22,long,absent,block 1,40,9.512,1
d22,long,homogeneous,block 1,41,1.361,1
d22,long,absent,block 1,42,12.632,1
d22,long,absent,block 1,43,8.692,1
d22,long,homogeneous,block 1,44,0.871,1
d22,long,homogeneous,block 1,45,1.321,1
d22,long,absent,block 1,46,10.852,1
d22,long,heterogeneous,block 1,47,5.522,0
d22,long,homogeneous,block 1,48,0.981,1
d22,long,homogeneous,block 1,49,1.041,1
d22,long,absent,block 1,50,12.952,1
d22,long,absent,block 1,51,6.512,1
d22,long,absent,block 1,52,6.451,1
d22,long,absent,block 1,53,2.952,1
d22,long,homogeneous,block 1,54,0.851,1
d22,long,heterogeneous,block 1,55,6.591,0
d22,long,absent,block 1,56,5.392,1
d22,long,homogeneous,block 1,57,0.921,1
d22,long,absent,block 1,58,9.422,1
d22,long,homogeneous,block 1,59,0.841,1
d22,long,homogeneous,block 1,60,0.971,1
d22,long,absent,block 1,61,8.022,1
d22,long,homogeneous,block 1,62,0.851,1
d22,long,absent,block 1,63,9.832,1
d22,long,homogeneous,block 1,64,0.771,1
d22,long,absent,block 1,65,8.711,1
d22,long,heterogeneous,block 1,66,7.081,0
d22,long,absent,block 1,67,6.022,1
d22,long,heterogeneous,block 1,68,9.271,0
d22,long,absent,block 1,69,10.572,1
d22,long,heterogeneous,block 1,70,5.372,0
d22,long,heterogeneous,block 1,71,3.691,1
d22,long,heterogeneous,block 1,72,9.632,0
d22,long,absent,block 1,73,7.201,1
d22,long,absent,block 1,74,7.192,1
d22,long,homogeneous,block 1,75,1.101,1
d22,long,absent,block 1,76,5.972,1
d22,long,homogeneous,block 1,77,0.761,1
d22,long,absent,block 1,78,9.832,1
d22,long,absent,block 1,79,5.211,1
d22,long,heterogeneous,block 1,80,7.012,0
d22,long,heterogeneous,block 1,81,4.891,1
d22,long,heterogeneous,block 1,82,6.452,0
d22,long,heterogeneous,block 1,83,5.761,1
d22,long,heterogeneous,block 1,84,8.782,1
d22,long,heterogeneous,block 1,85,9.252,0
d22,long,absent,block 1,86,9.712,1
d22,long,absent,block 1,87,12.373,0
d22,long,homogeneous,block 1,88,1.212,1
d22,long,homogeneous,block 1,89,1.061,1
d22,long,heterogeneous,block 1,90,7.902,0
d22,long,absent,block 1,91,4.882,0
d22,long,absent,block 1,92,11.542,1
d22,long,absent,block 1,93,8.472,1
d22,long,absent,block 1,94,7.011,0
d22,long,absent,block 1,95,11.022,1
d22,long,heterogeneous,block 1,96,5.142,0
r1,reward,homogeneous,block 1,1,1.215,1
r1,reward,absent,block 1,2,1.27,1
r1,reward,homogeneous,block 1,3,0.92,0
r1,reward,absent,block 1,4,1.216,0
r1,reward,heterogeneous,block 1,5,1.881,1
r1,reward,absent,block 1,6,1.46,0
r1,reward,absent,block 1,7,1.819,1
r1,reward,homogeneous,block 1,8,1.022,1
r1,reward,heterogeneous,block 1,9,1.079,0
r1,reward,heterogeneous,block 1,10,1.483,1
r1,reward,absent,block 1,11,1.321,0
r1,reward,absent,block 1,12,1.632,0
r1,reward,homogeneous,block 1,13,0.774,1
r1,reward,homogeneous,block 1,14,0.944,1
r1,reward,absent,block 1,15,1.024,0
r1,reward,absent,block 1,16,1.103,1
r1,reward,homogeneous,block 1,17,0.899,1
r1,reward,homogeneous,block 1,18,0.732,1
r1,reward,homogeneous,block 1,19,0.65,1
r1,reward,heterogeneous,block 1,20,1.022,1
r1,reward,absent,block 1,21,1.181,1
r1,reward,absent,block 1,22,1.151,0
r1,reward,absent,block 1,23,1.223,1
r1,reward,absent,block 1,24,1.389,1
r1,reward,absent,block 1,25,1.21,0
r1,reward,heterogeneous,block 1,26,1.322,0
r1,reward,absent,block 1,27,1.442,1
r1,reward,absent,block 1,28,1.541,1
r1,reward,homogeneous,block 1,29,0.77,1
r1,reward,absent,block 1,30,1.121,1
r1,reward,absent,block 1,31,1.815,1
r1,reward,homogeneous,block 1,32,0.844,1
r1,reward,absent,block 1,33,1.183,1
r1,reward,absent,block 1,34,0.72,1
r1,reward,heterogeneous,block 1,35,0.744,0
r1,reward,absent,block 1,36,1.35,1
r1,reward,absent,block 1,37,1.081,1
r1,reward,heterogeneous,block 1,38,1.142,0
r1,reward,absent,block 1,39,1.5,0
r1,reward,homogeneous,block 1,40,0.895,1
r1,reward,heterogeneous,block 1,41,1.591,1
r1,reward,heterogeneous,block 1,42,1.183,1
r1,reward,absent,block 1,43,1.451,1
r1,reward,homogeneous,block 1,44,0.971,1
r1,reward,absent,block 1,45,1.15,1
r1,reward,heterogeneous,block 1,46,1.229,0
r1,reward,homogeneous,block 1,47,0.793,1
r1,reward,absent,block 1,48,1.422,1
r1,reward,absent,block 1,49,1.349,1
r1,reward,absent,block 1,50,1.122,1
r1,reward,heterogeneous,block 1,51,1.098,1
r1,reward,heterogeneous,block 1,52,1.165,0
r1,reward,homogeneous,block 1,53,0.854,1
r1,reward,absent,block 1,54,1.528,1
r1,reward,absent,block 1,55,1.152,1
r1,reward,heterogeneous,block 1,56,0.882,1
r1,reward,absent,block 1,57,1.561,0
r1,reward,absent,block 1,58,1.603,0
r1,reward,absent,block 1,59,1.314,1
r1,reward,absent,block 1,60,1.344,1
r1,reward,heterogeneous,block 1,61,1.092,0
r1,reward,homogeneous,block 1,62,0.818,1
r1,reward,absent,block 1,63,1.151,1
r1,reward,heterogeneous,block 1,64,1.603,1
r1,reward,absent,block 1,65,1.471,0
r1,reward,absent,block 1,66,1.27,1
r1,reward,homogeneous,block 1,67,1.193,1
r1,reward,absent,block 1,68,1.014,1
r1,reward,absent,block 1,69,0.774,1
r1,reward,heterogeneous,block 1,70,1.009,1
r1,reward,homogeneous,block 1,71,0.733,1
r1,reward,absent,block 1,72,0.832,1
r1,reward,heterogeneous,block 1,73,0.959,1
r1,reward,heterogeneous,block 1,74,1.032,0
r1,reward,absent,block 1,75,0.824,0
r1,reward,absent,block 1,76,1.372,1
r1,reward,absent,block 1,77,1.302,1
r1,reward,homogeneous,block 1,78,0.845,1
r1,reward,heterogeneous,block 1,79,0.94,0
r1,reward,heterogeneous,block 1,80,1.182,0
r1,reward,homogeneous,block 1,81,1.124,1
r1,reward,absent,block 1,82,0.725,1
r1,reward,homogeneous,block 1,83,0.655,1
r1,reward,homogeneous,block 1,84,0.772,1
r1,reward,heterogeneous,block 1,85,0.89,0
r1,reward,heterogeneous,block 1,86,0.941,0
r1,reward,absent,block 1,87,1.251,0
r1,reward,heterogeneous,block 1,88,1.201,0
r1,reward,homogeneous,block 1,89,1.793,1
r1,reward,absent,block 1,90,2.205,1
r1,reward,homogeneous,block 1,91,0.913,1
r1,reward,homogeneous,block 1,92,0.709,1
r1,reward,absent,block 1,93,1.34,1
r1,reward,heterogeneous,block 1,94,1.104,1
r1,reward,absent,block 1,95,1.223,1
r1,reward,absent,block 1,96,1.304,1
r2,flat,homogeneous,block 1,1,2.324,0
r2,flat,homogeneous,block 1,2,1.98,1
r2,flat,absent,block 1,3,10.746,1
r2,flat,heterogeneous,block 1,4,9.477,1
r2,flat,heterogeneous,block 1,5,7.016,1
r2,flat,absent,block 1,6,13.383,0
r2,flat,homogeneous,block 1,7,1.871,1
r2,flat,heterogeneous,block 1,8,16.508,0
r2,flat,absent,block 1,9,18.368,1
r2,flat,absent,block 1,10,19.315,1
r2,flat,homogeneous,block 1,11,1.485,1
r2,flat,heterogeneous,block 1,12,16.264,0
r2,flat,heterogeneous,block 1,13,12.697,1
r2,flat,heterogeneous,block 1,14,21.98,0
r2,flat,absent,block 1,15,27.831,1
r2,flat,homogeneous,block 1,16,1.441,1
r2,flat,absent,block 1,17,22.427,1
r2,flat,absent,block 1,18,18.689,1
r2,flat,absent,block 1,19,12.146,1
r2,flat,homogeneous,block 1,20,1.403,1
r2,flat,absent,block 1,21,9.598,1
r2,flat,absent,block 1,22,12.882,1
r2,flat,absent,block 1,23,18.28,1
r2,flat,absent,block 1,24,13.038,1
r2,flat,homogeneous,block 1,25,1.46,1
r2,flat,heterogeneous,block 1,26,9.443,1
r2,flat,homogeneous,block 1,27,1.259,1
r2,flat,heterogeneous,block 1,28,21.038,0
r2,flat,homogeneous,block 1,29,1.504,1
r2,flat,absent,block 1,30,15.269,1
r2,flat,absent,block 1,31,16.527,1
r2,flat,absent,block 1,32,13.807,1
r2,flat,absent,block 1,33,15.004,1
r2,flat,absent,block 1,34,10.167,1
r2,flat,heterogeneous,block 1,35,18.096,0
r2,flat,absent,block 1,36,13.676,1
r2,flat,homogeneous,block 1,37,1.641,1
r2,flat,homogeneous,block 1,38,1.299,1
r2,flat,heterogeneous,block 1,39,14.646,1
r2,flat,absent,block 1,40,5.303,1
r2,flat,absent,block 1,41,14.167,1
r2,flat,heterogeneous,block 1,42,9.865,0
r2,flat,absent,block 1,43,15.048,1
r2,flat,homogeneous,block 1,44,1.771,1
r2,flat,absent,block 1,45,13.525,1
r2,flat,absent,block 1,46,18.33,1
r2,flat,homogeneous,block 1,47,1.374,1
r2,flat,heterogeneous,block 1,48,19.157,0
r2,flat,homogeneous,block 1,49,1.611,1
r2,flat,absent,block 1,50,23.064,0
r2,flat,absent,block 1,51,14.739,1
r2,flat,heterogeneous,block 1,52,12.035,1
r2,flat,absent,block 1,53,16.956,1
r2,flat,absent,block 1,54,14.327,1
r2,flat,absent,block 1,55,15.167,1
r2,flat,absent,block 1,56,11.559,1
r2,flat,absent,block 1,57,13.459,1
r2,flat,homogeneous,block 1,58,1.411,1
r2,flat,heterogeneous,block 1,59,4.71,1
r2,flat,absent,block 1,60,14.435,1
r2,flat,heterogeneous,block 1,61,9.114,0
r2,flat,absent,block 1,62,17.814,1
r2,flat,heterogeneous,block 1,63,5.425,1
r2,flat,absent,block 1,64,21.86,1
r2,flat,absent,block 1,65,10.527,1
r2,flat,absent,block 1,66,11.396,1
r2,flat,absent,block 1,67,11.523,1
r2,flat,absent,block 1,68,10.681,1
r2,flat,homogeneous,block 1,69,1.072,1
r2,flat,heterogeneous,block 1,70,9.109,1
r2,flat,homogeneous,block 1,71,1.119,1
r2,flat,absent,block 1,72,8.832,1
r2,flat,absent,block 1,73,10.222,1
r2,flat,absent,block 1,74,10.716,1
r2,flat,absent,block 1,75,12.369,1
r2,flat,absent,block 1,76,10.664,1
r2,flat,homogeneous,block 1,77,1.114,1
r2,flat,heterogeneous,block 1,79,12.908,0
r2,flat,absent,block 1,80,15.337,1
r2,flat,heterogeneous,block 1,81,10.447,0
r2,flat,absent,block 1,82,11.698,1
r2,flat,absent,block 1,83,7.952,1
r2,flat,heterogeneous,block 1,84,13.309,0
r2,flat,absent,block 1,85,16.436,1
r2,flat,homogeneous,block 1,86,1.011,1
r2,flat,homogeneous,block 1,87,1.077,1
r2,flat,heterogeneous,block 1,88,11.3,1
r2,flat,homogeneous,block 1,89,0.971,1
r2,flat,heterogeneous,block 1,90,11.44,0
r2,flat,absent,block 1,91,11.466,1
r2,flat,homogeneous,block 1,92,0.904,1
r2,flat,homogeneous,block 1,93,0.947,1
r2,flat,heterogeneous,block 1,94,12.009,0
r2,flat,absent,block 1,95,12.662,1
r2,flat,heterogeneous,block 1,96,5.383,1
r3,flat,heterogeneous,block 1,1,15.196,1
r3,flat,absent,block 1,2,9.514,0
r3,flat,absent,block 1,3,4.305,0
r3,flat,homogeneous,block 1,4,2.874,1
r3,flat,absent,block 1,5,27.732,1
r3,flat,homogeneous,block 1,6,2.251,1
r3,flat,absent,block 1,7,28.347,1
r3,flat,heterogeneous,block 1,8,16.408,1
r3,flat,heterogeneous,block 1,9,12.896,1
r3,flat,heterogeneous,block 1,10,17.883,1
r3,flat,homogeneous,block 1,11,1.696,1
r3,flat,heterogeneous,block 1,12,10.051,1
r3,flat,absent,block 1,13,2.849,0
r3,flat,homogeneous,block 1,14,1.744,1
r3,flat,homogeneous,block 1,15,1.176,1
r3,flat,absent,block 1,16,12.126,0
r3,flat,heterogeneous,block 1,17,10.892,1
r3,flat,absent,block 1,18,18.063,1
r3,flat,absent,block 1,19,11.391,0
r3,flat,heterogeneous,block 1,20,22.553,1
r3,flat,absent,block 1,21,15.247,0
r3,flat,absent,block 1,22,25.001,1
r3,flat,absent,block 1,23,11.061,1
r3,flat,absent,block 1,24,11.669,0
r3,flat,absent,block 1,25,20.073,1
r3,flat,absent,block 1,26,15.432,1
r3,flat,heterogeneous,block 1,27,8.777,1
r3,flat,heterogeneous,block 1,28,3.05,1
r3,flat,absent,block 1,29,19.1,0
r3,flat,absent,block 1,30,9.376,1
r3,flat,homogeneous,block 1,31,2.093,1
r3,flat,absent,block 1,32,26.169,1
r3,flat,homogeneous,block 1,33,1.415,1
r3,flat,absent,block 1,34,8.323,1
r3,flat,homogeneous,block 1,35,1.225,1
r3,flat,absent,block 1,36,8.582,0
r3,flat,homogeneous,block 1,37,1.214,1
r3,flat,absent,block 1,38,8.145,1
r3,flat,absent,block 1,39,11.084,1
r3,flat,absent,block 1,40,11.806,1
r3,flat,heterogeneous,block 1,41,10.192,0
r3,flat,homogeneous,block 1,42,1.137,1
r3,flat,homogeneous,block 1,43,1.054,1
r3,flat,homogeneous,block 1,44,1.673,1
r3,flat,absent,block 1,45,18.736,1
r3,flat,heterogeneous,block 1,46,3.184,0
r3,flat,absent,block 1,47,11.963,0
r3,flat,heterogeneous,block 1,48,6.824,0
r3,flat,absent,block 1,49,24.834,1
r3,flat,heterogeneous,block 1,50,8.793,1
r3,flat,heterogeneous,block 1,51,17.243,0
r3,flat,homogeneous,block 1,52,1.06,1
r3,flat,absent,block 1,53,19.68,1
r3,flat,heterogeneous,block 1,54,16.038,0
r3,flat,absent,block 1,55,7.649,1
r3,flat,absent,block 1,56,13.595,1
r3,flat,homogeneous,block 1,57,1.073,1
r3,flat,homogeneous,block 1,58,1.261,1
r3,flat,absent,block 1,59,15.959,0
r3,flat,absent,block 1,60,3.597,0
r3,flat,homogeneous,block 1,61,0.978,1
r3,flat,absent,block 1,62,9.113,1
r3,flat,homogeneous,block 1,63,0.925,1
r3,flat,absent,block 1,64,10.105,1
r3,flat,homogeneous,block 1,65,0.985,1
r3,flat,absent,block 1,66,10.73,1
r3,flat,absent,block 1,67,13.152,1
r3,flat,heterogeneous,block 1,68,25.482,0
r3,flat,absent,block 1,69,19.272,1
r3,flat,homogeneous,block 1,70,1.071,1
r3,flat,heterogeneous,block 1,71,15.318,0
r3,flat,absent,block 1,72,20.217,1
r3,flat,absent,block 1,73,27.287,1
r3,flat,absent,block 1,74,19.291,1
r3,flat,absent,block 1,75,25.129,1
r3,flat,absent,block 1,76,10.289,1
r3,flat,absent,block 1,77,20.186,1
r3,flat,heterogeneous,block 1,78,16.278,0
r3,flat,homogeneous,block 1,79,1.392,1
r3,flat,heterogeneous,block 1,80,8.983,0
r3,flat,homogeneous,block 1,81,1.198,1
r3,flat,heterogeneous,block 1,82,19.552,0
r3,flat,homogeneous,block 1,83,1.11,1
r3,flat,heterogeneous,block 1,84,15.334,0
r3,flat,homogeneous,block 1,85,1.092,1
r3,flat,absent,block 1,86,31.522,1
r3,flat,absent,block 1,87,24.339,1
r3,flat,absent,block 1,88,12.778,1
r3,flat,heterogeneous,block 1,89,16.459,1
r3,flat,heterogeneous,block 1,90,16.578,0
r3,flat,absent,block 1,91,0.529,0
r3,flat,absent,block 1,92,23.959,1
r3,flat,absent,block 1,93,18.683,1
r3,flat,absent,block 1,94,26.139,1
r3,flat,homogeneous,block 1,95,1.385,1
r3,flat,heterogeneous,block 1,96,15.253,1
r4,reward,absent,block 1,1,1.177,0
r4,reward,absent,block 1,2,1.391,0
r4,reward,homogeneous,block 1,3,1.722,1
r4,reward,homogeneous,block 1,4,1.209,1
r4,reward,absent,block 1,5,1.688,1
r4,reward,absent,block 1,6,1.161,0
r4,reward,heterogeneous,block 1,7,2.232,1
r4,reward,heterogeneous,block 1,8,2.209,0
r4,reward,absent,block 1,9,1.134,0
r4,reward,absent,block 1,10,1.819,0
r4,reward,homogeneous,block 1,11,4.67,1
r4,reward,heterogeneous,block 1,12,2.207,1
r4,reward,absent,block 1,13,1.942,0
r4,reward,absent,block 1,14,3.034,0
r4,reward,absent,block 1,15,1.613,0
