observer,cd,targ_side,bk,t,rt,acc
r14,reward,homogeneous,block 2,113,0.747,1
r14,reward,absent,block 2,114,0.692,1
r14,reward,absent,block 2,115,0.658,1
r14,reward,homogeneous,block 2,116,0.767,1
r14,reward,absent,block 2,117,0.66,1
r14,reward,homogeneous,block 2,118,0.668,1
r14,reward,homogeneous,block 2,119,0.742,1
r14,reward,heterogeneous,block 2,120,0.634,0
r14,reward,heterogeneous,block 2,121,0.808,0
r14,reward,absent,block 2,122,0.729,1
r14,reward,heterogeneous,block 2,123,0.781,0
r14,reward,heterogeneous,block 2,124,0.602,0
r14,reward,absent,block 2,125,1.462,1
r14,reward,absent,block 2,126,0.758,1
r14,reward,absent,block 2,127,1.257,1
r14,reward,absent,block 2,128,0.626,1
r14,reward,absent,block 2,129,0.719,1
r14,reward,absent,block 2,130,0.594,1
r14,reward,absent,block 2,132,1.176,1
r14,reward,homogeneous,block 2,133,0.712,1
r14,reward,heterogeneous,block 2,134,0.584,0
r14,reward,heterogeneous,block 2,135,0.659,0
r14,reward,absent,block 2,136,1.112,1
r14,reward,homogeneous,block 2,137,0.768,1
r14,reward,absent,block 2,138,0.628,1
r14,reward,homogeneous,block 2,139,0.931,1
r14,reward,homogeneous,block 2,140,0.732,1
r14,reward,absent,block 2,141,1.158,1
r14,reward,homogeneous,block 2,142,0.639,1
r14,reward,heterogeneous,block 2,143,0.711,0
r14,reward,homogeneous,block 2,144,0.76,1
r14,reward,homogeneous,block 2,145,0.78,1
r14,reward,heterogeneous,block 2,146,1.092,0
r14,reward,absent,block 2,147,1.781,1
r14,reward,heterogeneous,block 2,148,0.651,0
r14,reward,homogeneous,block 2,149,0.664,1
r14,reward,absent,block 2,150,0.7,1
r14,reward,heterogeneous,block 2,151,0.618,0
r14,reward,absent,block 2,152,0.679,1
r14,reward,homogeneous,block 2,153,0.74,0
r14,reward,absent,block 2,154,1.701,1
r14,reward,absent,block 2,155,0.761,1
r14,reward,absent,block 2,156,0.631,1
r14,reward,homogeneous,block 2,157,0.639,1
r14,reward,homogeneous,block 2,158,0.762,1
r14,reward,homogeneous,block 2,159,0.651,1
r14,reward,absent,block 2,160,0.84,1
r14,reward,absent,block 2,161,0.861,1
r14,reward,heterogeneous,block 2,162,0.622,0
r14,reward,absent,block 2,163,0.709,1
r14,reward,absent,block 2,164,0.8,1
r14,reward,heterogeneous,block 2,165,0.741,0
r14,reward,homogeneous,block 2,166,0.691,1
r14,reward,heterogeneous,block 2,167,1.07,0
r14,reward,absent,block 2,168,0.83,1
r14,reward,absent,block 2,169,0.709,1
r14,reward,heterogeneous,block 2,170,0.631,0
r14,reward,heterogeneous,block 2,171,0.62,0
r14,reward,absent,block 2,172,1.54,1
r14,reward,heterogeneous,block 2,173,0.762,0
r14,reward,heterogeneous,block 2,174,1.309,0
r14,reward,absent,block 2,175,2.292,1
r14,reward,absent,block 2,176,2.512,1
r14,reward,homogeneous,block 2,177,0.961,1
r14,reward,homogeneous,block 2,178,1.41,1
r14,reward,absent,block 2,179,1.21,1
r14,reward,absent,block 2,180,0.662,1
r14,reward,homogeneous,block 2,181,0.737,1
r14,reward,heterogeneous,block 2,182,0.643,0
r14,reward,heterogeneous,block 2,183,1.063,0
r14,reward,homogeneous,block 2,184,0.648,1
r14,reward,absent,block 2,185,2.91,0
r14,reward,absent,block 2,186,0.768,1
r14,reward,absent,block 2,187,1.154,1
r14,reward,absent,block 2,188,0.739,1
r14,reward,homogeneous,block 2,189,0.762,1
r14,reward,absent,block 2,190,0.68,1
r14,reward,heterogeneous,block 2,191,0.651,0
r14,reward,absent,block 2,192,0.741,1
r15,flat,absent,block 2,97,7.069,1
r15,flat,absent,block 2,98,6.741,1
r15,flat,heterogeneous,block 2,99,5.051,1
r15,flat,absent,block 2,100,4.62,1
r15,flat,absent,block 2,101,4.954,1
r15,flat,homogeneous,block 2,102,0.987,1
r15,flat,heterogeneous,block 2,103,6.139,0
r15,flat,absent,block 2,104,8.011,1
r15,flat,absent,block 2,105,5.293,1
r15,flat,heterogeneous,block 2,106,6.415,0
r15,flat,absent,block 2,107,6.062,1
r15,flat,absent,block 2,108,4.914,1
r15,flat,absent,block 2,109,3.994,1
r15,flat,heterogeneous,block 2,110,3.393,1
r15,flat,absent,block 2,111,5.173,1
r15,flat,absent,block 2,112,6.175,1
r15,flat,absent,block 2,113,5.833,1
r15,flat,absent,block 2,114,5.89,1
r15,flat,absent,block 2,115,4.303,1
r15,flat,homogeneous,block 2,116,0.979,1
r15,flat,absent,block 2,117,4.641,1
r15,flat,heterogeneous,block 2,118,4.265,0
r15,flat,heterogeneous,block 2,119,5.595,0
r15,flat,heterogeneous,block 2,120,5.611,0
r15,flat,absent,block 2,121,6.603,1
r15,flat,homogeneous,block 2,122,0.766,1
r15,flat,homogeneous,block 2,123,0.781,1
r15,flat,homogeneous,block 2,124,0.646,1
r15,flat,heterogeneous,block 2,125,8.852,0
r15,flat,absent,block 2,126,7.319,1
r15,flat,absent,block 2,127,6.055,1
r15,flat,absent,block 2,128,4.311,1
r15,flat,heterogeneous,block 2,129,4.251,0
r15,flat,absent,block 2,130,3.618,1
r15,flat,absent,block 2,131,4.667,1
r15,flat,heterogeneous,block 2,132,4.913,1
r15,flat,homogeneous,block 2,133,0.969,1
r15,flat,homogeneous,block 2,134,0.809,1
r15,flat,absent,block 2,135,5.712,1
r15,flat,absent,block 2,136,2.591,1
r15,flat,absent,block 2,137,3.875,1
r15,flat,absent,block 2,138,3.264,1
r15,flat,heterogeneous,block 2,139,3.06,0
r15,flat,absent,block 2,140,5.528,1
r15,flat,absent,block 2,141,7.035,1
r15,flat,homogeneous,block 2,142,0.821,1
r15,flat,homogeneous,block 2,143,0.654,1
r15,flat,absent,block 2,144,4.311,1
r15,flat,homogeneous,block 2,145,0.96,1
r15,flat,absent,block 2,146,5.114,1
r15,flat,absent,block 2,147,3.725,1
r15,flat,absent,block 2,148,6.2,1
r15,flat,homogeneous,block 2,149,0.696,1
r15,flat,homogeneous,block 2,150,0.71,1
r15,flat,homogeneous,block 2,151,0.711,1
r15,flat,heterogeneous,block 2,152,4.664,0
r15,flat,absent,block 2,154,4.049,1
r15,flat,heterogeneous,block 2,155,2.69,0
r15,flat,homogeneous,block 2,156,0.901,1
r15,flat,absent,block 2,157,5.553,1
r15,flat,homogeneous,block 2,158,1.032,1
r15,flat,heterogeneous,block 2,159,4.684,0
r15,flat,heterogeneous,block 2,160,3.191,1
r15,flat,heterogeneous,block 2,161,5.852,0
r15,flat,homogeneous,block 2,162,0.717,1
r15,flat,heterogeneous,block 2,163,3.925,0
r15,flat,heterogeneous,block 2,164,3.702,0
r15,flat,absent,block 2,165,2.621,1
r15,flat,heterogeneous,block 2,166,4.666,0
r15,flat,heterogeneous,block 2,167,4.485,0
r15,flat,absent,block 2,168,6.841,1
r15,flat,homogeneous,block 2,169,1.027,1
r15,flat,homogeneous,block 2,170,0.923,1
r15,flat,homogeneous,block 2,171,0.729,1
r15,flat,heterogeneous,block 2,172,6.677,0
r15,flat,absent,block 2,173,8.405,1
r15,flat,homogeneous,block 2,174,0.882,1
r15,flat,homogeneous,block 2,175,1.021,1
r15,flat,homogeneous,block 2,176,0.817,1
r15,flat,absent,block 2,177,6.741,1
r15,flat,absent,block 2,178,5.253,0
r15,flat,absent,block 2,179,6.391,1
r15,flat,homogeneous,block 2,180,0.821,1
r15,flat,heterogeneous,block 2,181,5.821,0
r15,flat,absent,block 2,182,6.523,1
r15,flat,absent,block 2,183,5.294,1
r15,flat,absent,block 2,184,6.295,1
r15,flat,heterogeneous,block 2,185,6.436,0
r15,flat,absent,block 2,186,4.624,1
r15,flat,absent,block 2,187,6.585,1
r15,flat,absent,block 2,188,4.691,1
r15,flat,absent,block 2,189,3.853,1
r15,flat,homogeneous,block 2,190,0.929,1
r15,flat,heterogeneous,block 2,191,5.199,0
r15,flat,absent,block 2,192,5.628,1
r16,reward,absent,block 2,97,3.625,1
r16,reward,homogeneous,block 2,98,0.919,1
r16,reward,absent,block 2,99,2.032,1
r16,reward,homogeneous,block 2,100,1.048,1
r16,reward,absent,block 2,101,1.788,1
r16,reward,absent,block 2,102,1.643,1
r16,reward,heterogeneous,block 2,103,2.248,0
r16,reward,absent,block 2,104,2.634,1
r16,reward,homogeneous,block 2,105,1.082,1
r16,reward,heterogeneous,block 2,106,1.499,0
r16,reward,homogeneous,block 2,107,0.995,1
r16,reward,heterogeneous,block 2,108,1.76,0
r16,reward,homogeneous,block 2,109,0.959,1
r16,reward,absent,block 2,110,2.041,1
r16,reward,homogeneous,block 2,111,0.922,1
r16,reward,homogeneous,block 2,112,1.06,1
r16,reward,absent,block 2,113,2.272,1
r16,reward,absent,block 2,114,2.332,1
r16,reward,homogeneous,block 2,115,0.911,1
r16,reward,heterogeneous,block 2,116,2.241,0
r16,reward,homogeneous,block 2,117,0.961,1
r16,reward,absent,block 2,118,3.273,1
r16,reward,absent,block 2,119,2.341,1
r16,reward,absent,block 2,120,3.071,1
r16,reward,absent,block 2,121,2.351,1
r16,reward,absent,block 2,122,2.318,1
r16,reward,absent,block 2,123,2.304,1
r16,reward,absent,block 2,124,2.054,1
r16,reward,homogeneous,block 2,125,0.999,1
r16,reward,homogeneous,block 2,126,0.87,1
r16,reward,homogeneous,block 2,127,0.85,1
r16,reward,absent,block 2,128,1.602,1
r16,reward,absent,block 2,129,2.019,1
r16,reward,homogeneous,block 2,130,0.944,1
r16,reward,absent,block 2,131,2.122,1
r16,reward,absent,block 2,132,2.399,1
r16,reward,absent,block 2,133,1.668,1
r16,reward,heterogeneous,block 2,134,1.921,0
r16,reward,absent,block 2,135,2.944,1
r16,reward,absent,block 2,136,2.71,1
r16,reward,absent,block 2,137,2.271,1
r16,reward,absent,block 2,138,2.918,1
r16,reward,heterogeneous,block 2,139,2.648,0
r16,reward,homogeneous,block 2,140,1.037,1
r16,reward,absent,block 2,141,2.029,1
r16,reward,homogeneous,block 2,142,1.029,1
r16,reward,heterogeneous,block 2,143,1.642,1
r16,reward,heterogeneous,block 2,144,2.345,0
r16,reward,homogeneous,block 2,145,0.944,1
r16,reward,heterogeneous,block 2,146,3.303,0
r16,reward,absent,block 2,147,2.06,1
r16,reward,absent,block 2,148,2.184,0
r16,reward,absent,block 2,149,1.945,1
r16,reward,heterogeneous,block 2,150,3.068,0
r16,reward,absent,block 2,151,2.233,1
r16,reward,heterogeneous,block 2,152,3.2,1
r16,reward,heterogeneous,block 2,153,1.419,0
r16,reward,homogeneous,block 2,154,0.895,1
r16,reward,absent,block 2,155,1.778,1
r16,reward,absent,block 2,156,2.539,1
r16,reward,absent,block 2,157,2.766,1
r16,reward,heterogeneous,block 2,158,2.144,1
r16,reward,absent,block 2,159,2.305,1
r16,reward,heterogeneous,block 2,160,2.404,1
r16,reward,heterogeneous,block 2,161,2.706,0
r16,reward,heterogeneous,block 2,162,2.207,0
r16,reward,absent,block 2,163,1.844,1
r16,reward,absent,block 2,164,3.571,1
r16,reward,absent,block 2,165,3.794,1
r16,reward,heterogeneous,block 2,166,2.687,0
r16,reward,absent,block 2,167,3.431,1
r16,reward,heterogeneous,block 2,168,3.074,0
r16,reward,absent,block 2,169,3.195,1
r16,reward,homogeneous,block 2,170,0.981,1
r16,reward,homogeneous,block 2,171,0.841,1
r16,reward,homogeneous,block 2,172,0.753,1
r16,reward,absent,block 2,173,1.734,1
r16,reward,homogeneous,block 2,174,0.984,1
r16,reward,homogeneous,block 2,175,0.823,1
r16,reward,absent,block 2,176,2.136,1
r16,reward,absent,block 2,177,2.789,1
r16,reward,heterogeneous,block 2,178,3.137,0
r16,reward,heterogeneous,block 2,179,2.146,0
r16,reward,heterogeneous,block 2,180,2.237,0
r16,reward,absent,block 2,181,1.507,1
r16,reward,absent,block 2,182,1.952,1
r16,reward,absent,block 2,183,2.216,1
r16,reward,absent,block 2,184,3.07,1
r16,reward,absent,block 2,185,2.673,1
r16,reward,heterogeneous,block 2,186,3.067,0
r16,reward,heterogeneous,block 2,187,2.73,0
r16,reward,homogeneous,block 2,188,0.975,1
r16,reward,homogeneous,block 2,189,0.793,1
r16,reward,absent,block 2,190,2.601,1
r16,reward,absent,block 2,191,2.26,1
r16,reward,heterogeneous,block 2,192,2.985,0
r17,reward,absent,block 2,97,1.749,1
r17,reward,absent,block 2,98,1.789,1
r17,reward,heterogeneous,block 2,99,2.394,0
r17,reward,homogeneous,block 2,100,0.87,1
r17,reward,heterogeneous,block 2,101,1.896,0
r17,reward,heterogeneous,block 2,102,3.238,0
r17,reward,heterogeneous,block 2,103,1.998,1
r17,reward,homogeneous,block 2,104,1.191,1
r17,reward,absent,block 2,105,4.62,1
r17,reward,homogeneous,block 2,106,0.706,1
r17,reward,absent,block 2,107,1.58,0
r17,reward,homogeneous,block 2,108,0.8,1
r17,reward,heterogeneous,block 2,109,1.27,1
r17,reward,homogeneous,block 2,110,0.824,1
r17,reward,homogeneous,block 2,111,0.669,1
r17,reward,absent,block 2,112,0.971,0
r17,reward,heterogeneous,block 2,113,3.03,0
r17,reward,homogeneous,block 2,114,0.731,1
r17,reward,absent,block 2,115,1.349,0
r17,reward,homogeneous,block 2,116,0.669,0
r17,reward,heterogeneous,block 2,117,1.344,1
r17,reward,absent,block 2,118,1.178,0
r17,reward,absent,block 2,119,2.25,0
r17,reward,heterogeneous,block 2,120,1.019,1
r17,reward,homogeneous,block 2,121,0.868,1
r17,reward,heterogeneous,block 2,122,1.82,1
r17,reward,heterogeneous,block 2,123,3.049,0
r17,reward,absent,block 2,124,3.55,1
r17,reward,absent,block 2,125,3.922,1
r17,reward,absent,block 2,126,3.529,1
r17,reward,absent,block 2,127,2.955,1
r17,reward,heterogeneous,block 2,128,2.883,1
r17,reward,absent,block 2,129,4.527,1
r17,reward,absent,block 2,130,4.003,1
r17,reward,absent,block 2,131,4.238,1
r17,reward,absent,block 2,132,4.75,1
r17,reward,absent,block 2,133,1.149,1
r17,reward,absent,block 2,134,1.219,0
r17,reward,absent,block 2,135,3.54,1
r17,reward,absent,block 2,136,2.465,1
r17,reward,absent,block 2,137,2.895,1
r17,reward,absent,block 2,138,2.929,0
r17,reward,absent,block 2,139,2.676,1
r17,reward,heterogeneous,block 2,140,3.728,0
r17,reward,absent,block 2,141,1.641,0
r17,reward,absent,block 2,142,2.59,0
r17,reward,absent,block 2,143,1.298,0
r17,reward,homogeneous,block 2,144,0.811,1
r17,reward,absent,block 2,145,3.11,1
r17,reward,absent,block 2,146,1.642,0
r17,reward,absent,block 2,147,1.299,1
r17,reward,homogeneous,block 2,148,0.778,1
r17,reward,homogeneous,block 2,149,0.717,1
r17,reward,heterogeneous,block 2,150,3.179,0
r17,reward,absent,block 2,151,4.112,0
r17,reward,homogeneous,block 2,152,0.873,1
r17,reward,absent,block 2,153,0.784,0
r17,reward,homogeneous,block 2,154,0.651,1
r17,reward,homogeneous,block 2,155,0.81,1
r17,reward,homogeneous,block 2,156,0.682,1
r17,reward,homogeneous,block 2,157,0.799,1
r17,reward,heterogeneous,block 2,158,0.805,1
r17,reward,absent,block 2,159,2.359,1
r17,reward,absent,block 2,160,3.26,1
r17,reward,absent,block 2,161,2.024,1
r17,reward,absent,block 2,162,1.877,1
r17,reward,absent,block 2,163,1.719,0
r17,reward,absent,block 2,164,2.186,1
r17,reward,homogeneous,block 2,165,0.89,1
r17,reward,heterogeneous,block 2,166,2.406,0
r17,reward,absent,block 2,167,3.071,1
r17,reward,homogeneous,block 2,168,0.902,1
r17,reward,heterogeneous,block 2,169,1.869,0
r17,reward,heterogeneous,block 2,170,2.115,0
r17,reward,absent,block 2,171,1.684,0
r17,reward,absent,block 2,172,2.462,1
r17,reward,absent,block 2,173,3.201,1
r17,reward,heterogeneous,block 2,174,3.33,0
r17,reward,homogeneous,block 2,175,0.788,1
r17,reward,homogeneous,block 2,176,0.759,1
r17,reward,absent,block 2,177,4.375,1
r17,reward,heterogeneous,block 2,178,4.18,1
r17,reward,homogeneous,block 2,179,0.691,1
r17,reward,homogeneous,block 2,180,0.65,1
r17,reward,heterogeneous,block 2,181,4.444,0
r17,reward,absent,block 2,182,2.047,0
r17,reward,absent,block 2,183,3.543,1
r17,reward,absent,block 2,184,2.465,1
r17,reward,heterogeneous,block 2,185,2.682,0
r17,reward,heterogeneous,block 2,186,3.836,0
r17,reward,absent,block 2,187,6.058,1
r17,reward,homogeneous,block 2,188,0.744,1
r17,reward,absent,block 2,189,5.333,1
r17,reward,heterogeneous,block 2,190,2.383,1
r17,reward,absent,block 2,191,3.915,1
r17,reward,heterogeneous,block 2,192,3.922,0
r18,flat,absent,block 2,97,9.022,1
r18,flat,heterogeneous,block 2,98,4.574,1
r18,flat,heterogeneous,block 2,99,7.636,1
r18,flat,absent,block 2,100,15.027,1
r18,flat,absent,block 2,101,21.585,1
r18,flat,heterogeneous,block 2,102,8.884,1
r18,flat,heterogeneous,block 2,103,5.694,1
r18,flat,heterogeneous,block 2,104,3.393,1
r18,flat,homogeneous,block 2,105,0.899,1
r18,flat,absent,block 2,106,14.857,1
r18,flat,absent,block 2,107,20.078,1
r18,flat,absent,block 2,108,26.271,1
r18,flat,heterogeneous,block 2,109,8.824,1
r18,flat,homogeneous,block 2,110,0.924,1
r18,flat,absent,block 2,111,28.517,1
r18,flat,absent,block 2,112,41.746,1
r18,flat,absent,block 2,113,38.775,1
r18,flat,absent,block 2,114,0,0
r18,flat,homogeneous,block 2,115,0.973,1
r18,flat,absent,block 2,116,24.579,1
r18,flat,absent,block 2,117,32.467,1
r18,flat,absent,block 2,118,21.997,1
r18,flat,heterogeneous,block 2,119,26.433,0
r18,flat,homogeneous,block 2,120,1.023,1
r18,flat,absent,block 2,121,22.84,1
r18,flat,absent,block 2,122,19.625,1
r18,flat,absent,block 2,123,26.97,1
r18,flat,absent,block 2,124,17.768,1
r18,flat,heterogeneous,block 2,125,2.824,0
r18,flat,absent,block 2,126,13.403,1
r18,flat,absent,block 2,127,19.005,1
r18,flat,absent,block 2,128,14.485,1
r18,flat,absent,block 2,129,19.009,1
r18,flat,homogeneous,block 2,130,1.001,1
r18,flat,homogeneous,block 2,131,0.684,1
r18,flat,heterogeneous,block 2,132,16.052,0
r18,flat,heterogeneous,block 2,133,16.817,0
r18,flat,homogeneous,block 2,134,0.907,1
r18,flat,absent,block 2,135,21.088,1
r18,flat,heterogeneous,block 2,136,24.847,0
r18,flat,homogeneous,block 2,137,0.909,1
r18,flat,heterogeneous,block 2,138,12.614,1
r18,flat,absent,block 2,139,25.019,1
r18,flat,heterogeneous,block 2,140,4.951,1
r18,flat,absent,block 2,141,16.134,1
r18,flat,homogeneous,block 2,142,0.852,1
r18,flat,heterogeneous,block 2,143,8.631,1
r18,flat,homogeneous,block 2,144,0.723,1
r18,flat,absent,block 2,145,13.599,1
r18,flat,absent,block 2,146,12.884,1
r18,flat,homogeneous,block 2,147,0.959,1
r18,flat,homogeneous,block 2,148,0.751,1
r18,flat,homogeneous,block 2,149,0.721,1
r18,flat,heterogeneous,block 2,150,16.367,0
r18,flat,heterogeneous,block 2,151,16.089,0
r18,flat,homogeneous,block 2,152,0.809,1
r18,flat,absent,block 2,153,16.354,1
r18,flat,absent,block 2,154,17.433,1
r18,flat,heterogeneous,block 2,155,1.423,1
r18,flat,absent,block 2,156,16.587,1
r18,flat,absent,block 2,157,23.607,1
r18,flat,homogeneous,block 2,158,0.884,1
r18,flat,homogeneous,block 2,159,0.632,1
r18,flat,heterogeneous,block 2,160,1.085,1
r18,flat,heterogeneous,block 2,161,4.656,1
r18,flat,homogeneous,block 2,162,0.654,1
r18,flat,absent,block 2,163,17.422,1
r18,flat,absent,block 2,164,14.132,1
r18,flat,heterogeneous,block 2,165,3.129,1
r18,flat,homogeneous,block 2,166,0.77,1
r18,flat,absent,block 2,167,21.395,1
r18,flat,absent,block 2,168,20.936,1
r18,flat,absent,block 2,169,23.079,1
r18,flat,heterogeneous,block 2,170,14.623,1
r18,flat,homogeneous,block 2,171,0.612,1
r18,flat,homogeneous,block 2,172,0.542,1
r18,flat,absent,block 2,173,6.43,0
r18,flat,homogeneous,block 2,174,0.741,1
r18,flat,heterogeneous,block 2,175,16.065,0
r18,flat,homogeneous,block 2,176,0.911,1
r18,flat,heterogeneous,block 2,177,18.094,1
r18,flat,absent,block 2,178,18.979,1
r18,flat,absent,block 2,179,17.354,1
r18,flat,homogeneous,block 2,180,0.792,1
r18,flat,absent,block 2,181,17.377,1
r18,flat,absent,block 2,182,24.698,1
r18,flat,absent,block 2,183,9.877,0
r18,flat,absent,block 2,184,11.416,0
r18,flat,absent,block 2,186,11.767,1
r18,flat,absent,block 2,187,16.973,1
r18,flat,heterogeneous,block 2,188,7.873,1
r18,flat,absent,block 2,189,13.929,1
r18,flat,absent,block 2,190,6.624,1
r18,flat,homogeneous,block 2,191,0.913,1
r18,flat,absent,block 2,192,15.059,1
r20,flat,absent,block 2,97,5.824,1
r20,flat,homogeneous,block 2,98,0.753,1
r20,flat,heterogeneous,block 2,99,5.143,0
r20,flat,absent,block 2,100,7.084,1
r20,flat,absent,block 2,101,7.098,1
r20,flat,homogeneous,block 2,102,0.889,1
r20,flat,heterogeneous,block 2,103,10.152,1
r20,flat,homogeneous,block 2,104,0.729,1
r20,flat,homogeneous,block 2,105,0.726,1
r20,flat,absent,block 2,106,8.403,1
r20,flat,absent,block 2,107,7.604,1
r20,flat,homogeneous,block 2,108,0.825,1
r20,flat,absent,block 2,109,6.513,1
r20,flat,absent,block 2,110,6.175,1
r20,flat,absent,block 2,111,6.28,1
r20,flat,absent,block 2,112,7.562,1
r20,flat,absent,block 2,113,7.975,1
r20,flat,absent,block 2,114,5.189,1
r20,flat,heterogeneous,block 2,115,6.551,0
r20,flat,absent,block 2,116,8.897,1
r20,flat,absent,block 2,117,8.605,1
r20,flat,homogeneous,block 2,118,0.799,1
r20,flat,heterogeneous,block 2,119,12.128,0
r20,flat,absent,block 2,120,7.873,1
r20,flat,heterogeneous,block 2,121,7.155,0
r20,flat,heterogeneous,block 2,122,10.234,0
r20,flat,absent,block 2,123,8.555,1
r20,flat,heterogeneous,block 2,124,8.186,0
r20,flat,absent,block 2,125,10.286,1
r20,flat,heterogeneous,block 2,126,9.44,0
r20,flat,absent,block 2,127,10.737,1
r20,flat,homogeneous,block 2,128,0.983,0
r20,flat,absent,block 2,129,6.671,1
r20,flat,homogeneous,block 2,130,0.935,1
r20,flat,absent,block 2,131,5.844,1
r20,flat,absent,block 2,132,9.456,1
r20,flat,heterogeneous,block 2,133,4.901,0
r20,flat,heterogeneous,block 2,134,7.774,0
r20,flat,heterogeneous,block 2,135,8.803,0
r20,flat,absent,block 2,136,6.869,1
r20,flat,homogeneous,block 2,137,0.749,1
r20,flat,absent,block 2,138,7.304,1
r20,flat,homogeneous,block 2,139,0.668,1
r20,flat,absent,block 2,140,6.194,1
r20,flat,homogeneous,block 2,141,0.692,1
r20,flat,homogeneous,block 2,142,0.812,1
r20,flat,absent,block 2,143,4.363,1
r20,flat,absent,block 2,144,4.21,1
r20,flat,heterogeneous,block 2,145,6.025,1
r20,flat,heterogeneous,block 2,146,9.282,0
r20,flat,homogeneous,block 2,147,0.721,1
r20,flat,absent,block 2,148,4.036,1
r20,flat,absent,block 2,149,6.183,1
r20,flat,homogeneous,block 2,150,0.659,1
r20,flat,absent,block 2,151,5.455,1
r20,flat,absent,block 2,152,4.141,1
r20,flat,absent,block 2,153,5.021,1
r20,flat,absent,block 2,154,4.045,1
r20,flat,homogeneous,block 2,155,1.512,1
r20,flat,heterogeneous,block 2,156,4.722,0
r20,flat,heterogeneous,block 2,157,3.961,0
r20,flat,heterogeneous,block 2,158,5.662,0
r20,flat,heterogeneous,block 2,159,4.711,0
r20,flat,homogeneous,block 2,160,0.764,1
r20,flat,homogeneous,block 2,161,0.852,1
r20,flat,absent,block 2,162,7.551,1
r20,flat,homogeneous,block 2,163,0.617,1
r20,flat,heterogeneous,block 2,164,3.328,0
r20,flat,homogeneous,block 2,165,0.695,1
r20,flat,homogeneous,block 2,166,0.551,1
r20,flat,heterogeneous,block 2,167,6.862,0
r20,flat,heterogeneous,block 2,168,4.771,0
r20,flat,absent,block 2,169,4.982,1
r20,flat,absent,block 2,170,5.512,1
r20,flat,homogeneous,block 2,171,0.899,1
r20,flat,heterogeneous,block 2,172,6.171,0
r20,flat,absent,block 2,173,6.123,1
r20,flat,absent,block 2,174,6.154,1
r20,flat,absent,block 2,175,8.176,1
r20,flat,absent,block 2,176,6.835,1
r20,flat,homogeneous,block 2,177,0.913,1
r20,flat,absent,block 2,178,8.3,1
r20,flat,heterogeneous,block 2,179,7.524,0
r20,flat,absent,block 2,180,6.689,1
r20,flat,absent,block 2,181,7.37,1
r20,flat,absent,block 2,182,4.477,1
r20,flat,heterogeneous,block 2,183,5.225,0
r20,flat,absent,block 2,184,5.308,1
r20,flat,absent,block 2,185,6.775,1
r20,flat,heterogeneous,block 2,186,6.34,0
r20,flat,homogeneous,block 2,187,0.75,1
r20,flat,absent,block 2,188,7.023,1
r20,flat,homogeneous,block 2,189,0.643,1
r20,flat,absent,block 2,190,5.537,1
r20,flat,absent,block 2,191,6.762,1
r20,flat,absent,block 2,192,6.339,1
r21,reward,absent,block 2,97,2.226,1
r21,reward,absent,block 2,98,2.581,1
r21,reward,homogeneous,block 2,99,1.083,1
r21,reward,homogeneous,block 2,100,0.712,1
r21,reward,heterogeneous,block 2,101,2.562,0
r21,reward,absent,block 2,102,2.861,1
r21,reward,heterogeneous,block 2,103,3.12,0
r21,reward,absent,block 2,104,3.18,1
r21,reward,heterogeneous,block 2,105,2.764,0
r21,reward,heterogeneous,block 2,106,2.875,0
r21,reward,heterogeneous,block 2,107,2.624,0
r21,reward,homogeneous,block 2,108,0.924,1
r21,reward,homogeneous,block 2,109,0.659,1
r21,reward,absent,block 2,110,3.73,1
r21,reward,heterogeneous,block 2,111,2.75,1
r21,reward,heterogeneous,block 2,112,3.101,1
r21,reward,absent,block 2,113,3.954,1
r21,reward,homogeneous,block 2,114,0.899,1
r21,reward,absent,block 2,115,3.552,1
r21,reward,absent,block 2,116,3.132,1
r21,reward,absent,block 2,118,2.92,1
r21,reward,absent,block 2,119,3.649,1
r21,reward,absent,block 2,120,3.029,1
r21,reward,absent,block 2,121,4.821,1
r21,reward,absent,block 2,122,4.332,1
r21,reward,heterogeneous,block 2,123,3.729,1
r21,reward,heterogeneous,block 2,124,4.41,0
r21,reward,absent,block 2,125,5.153,1
r21,reward,heterogeneous,block 2,126,4.015,0
r21,reward,absent,block 2,127,3.363,1
r21,reward,homogeneous,block 2,128,1.108,1
r21,reward,absent,block 2,130,2.772,1
r21,reward,homogeneous,block 2,131,0.987,1
r21,reward,heterogeneous,block 2,132,3.798,0
r21,reward,absent,block 2,133,3.288,1
r21,reward,absent,block 2,134,2.863,1
r21,reward,absent,block 2,135,2.651,1
r21,reward,homogeneous,block 2,136,1.221,1
r21,reward,heterogeneous,block 2,137,3.42,1
r21,reward,absent,block 2,138,2.909,1
r21,reward,heterogeneous,block 2,139,3.92,1
r21,reward,homogeneous,block 2,140,0.98,1
r21,reward,heterogeneous,block 2,141,3.759,1
r21,reward,absent,block 2,142,5.255,1
r21,reward,absent,block 2,143,3.515,1
r21,reward,heterogeneous,block 2,144,3.782,0
r21,reward,absent,block 2,145,3.722,1
r21,reward,absent,block 2,146,4.23,1
r21,reward,heterogeneous,block 2,147,4.131,0
r21,reward,homogeneous,block 2,148,1.082,1
r21,reward,heterogeneous,block 2,149,4.143,0
r21,reward,absent,block 2,150,4.33,1
r21,reward,absent,block 2,151,3.623,1
r21,reward,absent,block 2,152,3.22,1
r21,reward,absent,block 2,153,3.213,1
r21,reward,absent,block 2,154,3.583,1
r21,reward,absent,block 2,155,3.932,1
