condition	 subNum	 trialNo	 fixNo	 xFix	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 2	 37	 3	 841	 489	 easy	 right	 1	 2.158
tex	 2	 37	 4	 510	 537	 easy	 right	 1	 2.158
tex	 2	 37	 5	 670	 518	 easy	 right	 1	 2.158
tex	 2	 37	 6	 485	 551	 easy	 right	 1	 2.158
tex	 2	 37	 7	 1068	 510	 easy	 right	 1	 2.158
tex	 2	 37	 8	 1193	 712	 easy	 right	 1	 2.158
tex	 2	 37	 9	 1251	 757	 easy	 right	 1	 2.158
tex	 2	 38	 1	 961	 544	 easy	 right	 1	 1.539
tex	 2	 38	 2	 986	 566	 easy	 right	 1	 1.539
tex	 2	 38	 3	 869	 539	 easy	 right	 1	 1.539
tex	 2	 38	 4	 712	 442	 easy	 right	 1	 1.539
tex	 2	 38	 5	 566	 467	 easy	 right	 1	 1.539
tex	 2	 38	 6	 1112	 529	 easy	 right	 1	 1.539
tex	 2	 38	 7	 1261	 716	 easy	 right	 1	 1.539
tex	 2	 38	 8	 598	 864	 easy	 right	 1	 1.539
tex	 2	 39	 1	 969	 567	 hard	 left	 1	 2.144
tex	 2	 39	 2	 789	 550	 hard	 left	 1	 2.144
tex	 2	 39	 3	 1135	 500	 hard	 left	 1	 2.144
tex	 2	 39	 4	 1041	 456	 hard	 left	 1	 2.144
tex	 2	 39	 5	 1044	 686	 hard	 left	 1	 2.144
tex	 2	 39	 6	 1061	 655	 hard	 left	 1	 2.144
tex	 2	 39	 7	 1272	 780	 hard	 left	 1	 2.144
tex	 2	 39	 8	 1128	 584	 hard	 left	 1	 2.144
tex	 2	 40	 1	 970	 577	 hard	 right	 1	 1.313
tex	 2	 40	 2	 794	 634	 hard	 right	 1	 1.313
tex	 2	 40	 3	 648	 578	 hard	 right	 1	 1.313
tex	 2	 40	 4	 515	 578	 hard	 right	 1	 1.313
tex	 2	 41	 1	 941	 575	 easy	 left	 1	 0.661
tex	 2	 41	 2	 682	 578	 easy	 left	 1	 0.661
tex	 2	 42	 1	 949	 567	 hard	 right	 1	 0.963
tex	 2	 42	 2	 847	 584	 hard	 right	 1	 0.963
tex	 2	 42	 3	 608	 588	 hard	 right	 1	 0.963
tex	 2	 42	 4	 974	 472	 hard	 right	 1	 0.963
tex	 2	 42	 5	 783	 413	 hard	 right	 1	 0.963
tex	 2	 42	 6	 766	 383	 hard	 right	 1	 0.963
tex	 2	 43	 1	 965	 564	 hard	 left	 1	 3.455
tex	 2	 43	 2	 781	 464	 hard	 left	 1	 3.455
tex	 2	 43	 3	 1009	 469	 hard	 left	 1	 3.455
tex	 2	 43	 4	 1245	 705	 hard	 left	 1	 3.455
tex	 2	 43	 5	 1384	 439	 hard	 left	 1	 3.455
tex	 2	 43	 6	 692	 363	 hard	 left	 1	 3.455
tex	 2	 43	 7	 495	 454	 hard	 left	 1	 3.455
tex	 2	 43	 8	 639	 737	 hard	 left	 1	 3.455
tex	 2	 43	 9	 969	 771	 hard	 left	 1	 3.455
tex	 2	 43	 10	 740	 672	 hard	 left	 1	 3.455
tex	 2	 43	 11	 1113	 842	 hard	 left	 1	 3.455
tex	 2	 43	 12	 1109	 825	 hard	 left	 1	 3.455
tex	 2	 43	 13	 1056	 795	 hard	 left	 1	 3.455
tex	 2	 44	 1	 969	 566	 hard	 right	 1	 1.700
tex	 2	 44	 2	 829	 610	 hard	 right	 1	 1.700
tex	 2	 44	 3	 521	 498	 hard	 right	 1	 1.700
tex	 2	 44	 4	 732	 654	 hard	 right	 1	 1.700
tex	 2	 44	 5	 1090	 619	 hard	 right	 1	 1.700
tex	 2	 44	 6	 1187	 506	 hard	 right	 1	 1.700
tex	 2	 45	 1	 952	 562	 easy	 left	 1	 0.978
tex	 2	 45	 2	 1023	 562	 easy	 left	 1	 0.978
tex	 2	 45	 3	 804	 542	 easy	 left	 1	 0.978
tex	 2	 45	 4	 1017	 524	 easy	 left	 1	 0.978
tex	 2	 45	 5	 1121	 489	 easy	 left	 1	 0.978
tex	 2	 46	 1	 950	 540	 easy	 right	 1	 0.573
tex	 2	 46	 2	 1030	 726	 easy	 right	 1	 0.573
tex	 2	 46	 3	 1063	 817	 easy	 right	 1	 0.573
tex	 2	 47	 1	 949	 555	 hard	 left	 0	 1.520
tex	 2	 47	 2	 1065	 629	 hard	 left	 0	 1.520
tex	 2	 47	 3	 589	 749	 hard	 left	 0	 1.520
tex	 2	 47	 4	 761	 746	 hard	 left	 0	 1.520
tex	 2	 47	 5	 650	 372	 hard	 left	 0	 1.520
tex	 2	 47	 6	 1145	 370	 hard	 left	 0	 1.520
tex	 2	 48	 1	 951	 546	 easy	 left	 1	 1.287
tex	 2	 48	 2	 1017	 523	 easy	 left	 1	 1.287
tex	 2	 48	 3	 976	 648	 easy	 left	 1	 1.287
tex	 2	 48	 4	 564	 401	 easy	 left	 1	 1.287
tex	 2	 48	 5	 1077	 421	 easy	 left	 1	 1.287
tex	 2	 49	 1	 976	 556	 easy	 left	 1	 1.041
tex	 2	 49	 2	 884	 661	 easy	 left	 1	 1.041
tex	 2	 49	 3	 1237	 580	 easy	 left	 1	 1.041
tex	 2	 49	 4	 1192	 564	 easy	 left	 1	 1.041
tex	 2	 49	 5	 693	 452	 easy	 left	 1	 1.041
tex	 2	 50	 1	 971	 554	 hard	 right	 1	 2.109
tex	 2	 50	 2	 869	 565	 hard	 right	 1	 2.109
tex	 2	 50	 3	 779	 476	 hard	 right	 1	 2.109
tex	 2	 50	 4	 827	 464	 hard	 right	 1	 2.109
tex	 2	 50	 5	 542	 452	 hard	 right	 1	 2.109
tex	 2	 50	 6	 640	 695	 hard	 right	 1	 2.109
tex	 2	 50	 7	 490	 283	 hard	 right	 1	 2.109
tex	 2	 50	 8	 507	 242	 hard	 right	 1	 2.109
tex	 2	 50	 9	 462	 458	 hard	 right	 1	 2.109
tex	 2	 50	 10	 501	 433	 hard	 right	 1	 2.109
tex	 2	 51	 1	 967	 570	 hard	 left	 1	 2.180
tex	 2	 51	 2	 945	 544	 hard	 left	 1	 2.180
tex	 2	 51	 3	 1038	 703	 hard	 left	 1	 2.180
tex	 2	 51	 4	 1074	 752	 hard	 left	 1	 2.180
tex	 2	 51	 5	 1011	 686	 hard	 left	 1	 2.180
tex	 2	 52	 1	 983	 574	 easy	 left	 1	 2.598
tex	 2	 52	 2	 963	 590	 easy	 left	 1	 2.598
tex	 2	 52	 3	 1000	 615	 easy	 left	 1	 2.598
tex	 2	 52	 4	 599	 537	 easy	 left	 1	 2.598
tex	 2	 52	 5	 971	 633	 easy	 left	 1	 2.598
tex	 2	 52	 6	 1103	 592	 easy	 left	 1	 2.598
tex	 2	 52	 7	 1251	 788	 easy	 left	 1	 2.598
tex	 2	 52	 8	 1098	 687	 easy	 left	 1	 2.598
tex	 2	 52	 9	 1035	 607	 easy	 left	 1	 2.598
tex	 2	 52	 10	 1020	 404	 easy	 left	 1	 2.598
tex	 2	 52	 11	 1089	 358	 easy	 left	 1	 2.598
tex	 2	 53	 1	 958	 563	 hard	 left	 1	 1.184
tex	 2	 53	 2	 991	 573	 hard	 left	 1	 1.184
tex	 2	 53	 3	 595	 641	 hard	 left	 1	 1.184
tex	 2	 53	 4	 741	 845	 hard	 left	 1	 1.184
tex	 2	 53	 5	 1060	 666	 hard	 left	 1	 1.184
tex	 2	 54	 1	 954	 556	 easy	 right	 1	 1.887
tex	 2	 54	 2	 980	 562	 easy	 right	 1	 1.887
tex	 2	 54	 3	 847	 555	 easy	 right	 1	 1.887
tex	 2	 54	 4	 868	 471	 easy	 right	 1	 1.887
tex	 2	 54	 5	 554	 427	 easy	 right	 1	 1.887
tex	 2	 54	 6	 526	 397	 easy	 right	 1	 1.887
tex	 2	 54	 7	 731	 634	 easy	 right	 1	 1.887
tex	 2	 54	 8	 1112	 803	 easy	 right	 1	 1.887
tex	 2	 54	 9	 988	 512	 easy	 right	 1	 1.887
tex	 2	 55	 1	 942	 563	 easy	 left	 1	 0.827
tex	 2	 55	 2	 922	 559	 easy	 left	 1	 0.827
tex	 2	 55	 3	 807	 697	 easy	 left	 1	 0.827
tex	 2	 55	 4	 708	 822	 easy	 left	 1	 0.827
tex	 2	 55	 5	 730	 846	 easy	 left	 1	 0.827
tex	 2	 56	 1	 950	 585	 easy	 right	 1	 2.747
tex	 2	 56	 2	 877	 780	 easy	 right	 1	 2.747
tex	 2	 56	 3	 876	 636	 easy	 right	 1	 2.747
tex	 2	 56	 4	 502	 503	 easy	 right	 1	 2.747
tex	 2	 56	 5	 886	 567	 easy	 right	 1	 2.747
tex	 2	 56	 6	 697	 565	 easy	 right	 1	 2.747
tex	 2	 56	 7	 1202	 748	 easy	 right	 1	 2.747
tex	 2	 56	 8	 1233	 528	 easy	 right	 1	 2.747
tex	 2	 56	 9	 1161	 497	 easy	 right	 1	 2.747
tex	 2	 56	 10	 1411	 527	 easy	 right	 1	 2.747
tex	 2	 56	 11	 1481	 529	 easy	 right	 1	 2.747
tex	 2	 56	 12	 1316	 747	 easy	 right	 1	 2.747
tex	 2	 56	 13	 814	 642	 easy	 right	 1	 2.747
tex	 2	 57	 1	 977	 596	 hard	 left	 1	 1.709
tex	 2	 57	 2	 1353	 858	 hard	 left	 1	 1.709
tex	 2	 57	 3	 1073	 488	 hard	 left	 1	 1.709
tex	 2	 57	 4	 653	 512	 hard	 left	 1	 1.709
tex	 2	 57	 5	 935	 548	 hard	 left	 1	 1.709
tex	 2	 58	 1	 962	 546	 hard	 right	 1	 1.487
tex	 2	 58	 2	 836	 515	 hard	 right	 1	 1.487
tex	 2	 58	 3	 627	 512	 hard	 right	 1	 1.487
tex	 2	 58	 4	 925	 624	 hard	 right	 1	 1.487
tex	 2	 58	 5	 975	 644	 hard	 right	 1	 1.487
tex	 2	 58	 6	 951	 649	 hard	 right	 1	 1.487
tex	 2	 58	 7	 1057	 789	 hard	 right	 1	 1.487
tex	 2	 59	 1	 960	 566	 easy	 left	 1	 0.625
tex	 2	 59	 2	 606	 725	 easy	 left	 1	 0.625
tex	 2	 59	 3	 541	 749	 easy	 left	 1	 0.625
tex	 2	 60	 1	 961	 584	 easy	 left	 1	 1.291
tex	 2	 60	 2	 729	 627	 easy	 left	 1	 1.291
tex	 2	 60	 3	 570	 741	 easy	 left	 1	 1.291
tex	 2	 60	 4	 1060	 743	 easy	 left	 1	 1.291
tex	 2	 60	 5	 1133	 482	 easy	 left	 1	 1.291
tex	 2	 61	 1	 975	 577	 hard	 left	 1	 3.339
tex	 2	 61	 2	 966	 571	 hard	 left	 1	 3.339
tex	 2	 61	 3	 1003	 579	 hard	 left	 1	 3.339
tex	 2	 61	 4	 604	 506	 hard	 left	 1	 3.339
tex	 2	 61	 5	 1207	 700	 hard	 left	 1	 3.339
tex	 2	 61	 6	 1399	 868	 hard	 left	 1	 3.339
tex	 2	 61	 7	 1310	 853	 hard	 left	 1	 3.339
tex	 2	 61	 8	 1217	 375	 hard	 left	 1	 3.339
tex	 2	 61	 9	 647	 250	 hard	 left	 1	 3.339
tex	 2	 61	 10	 924	 358	 hard	 left	 1	 3.339
tex	 2	 61	 11	 1076	 409	 hard	 left	 1	 3.339
tex	 2	 61	 12	 1028	 485	 hard	 left	 1	 3.339
tex	 2	 62	 1	 983	 569	 easy	 right	 1	 0.533
tex	 2	 62	 2	 949	 568	 easy	 right	 1	 0.533
tex	 2	 62	 3	 934	 585	 easy	 right	 1	 0.533
tex	 2	 62	 4	 1374	 468	 easy	 right	 1	 0.533
tex	 2	 62	 5	 1407	 465	 easy	 right	 1	 0.533
tex	 2	 63	 1	 947	 584	 easy	 right	 1	 0.536
tex	 2	 63	 2	 965	 568	 easy	 right	 1	 0.536
tex	 2	 63	 3	 1259	 665	 easy	 right	 1	 0.536
tex	 2	 63	 4	 1284	 671	 easy	 right	 1	 0.536
tex	 2	 64	 1	 985	 608	 easy	 right	 1	 0.492
tex	 2	 64	 2	 1289	 624	 easy	 right	 1	 0.492
tex	 2	 64	 3	 1307	 603	 easy	 right	 1	 0.492
tex	 2	 65	 1	 997	 560	 hard	 left	 1	 1.182
tex	 2	 65	 2	 1141	 597	 hard	 left	 1	 1.182
tex	 2	 65	 3	 762	 568	 hard	 left	 1	 1.182
tex	 2	 65	 4	 1069	 383	 hard	 left	 1	 1.182
tex	 2	 65	 5	 1017	 342	 hard	 left	 1	 1.182
tex	 2	 65	 6	 525	 389	 hard	 left	 1	 1.182
tex	 2	 66	 1	 958	 564	 hard	 right	 1	 1.151
tex	 2	 66	 2	 973	 555	 hard	 right	 1	 1.151
tex	 2	 66	 3	 841	 616	 hard	 right	 1	 1.151
tex	 2	 66	 4	 521	 573	 hard	 right	 1	 1.151
tex	 2	 66	 5	 522	 296	 hard	 right	 1	 1.151
tex	 2	 66	 6	 527	 254	 hard	 right	 1	 1.151
tex	 2	 67	 1	 959	 536	 easy	 right	 1	 2.238
tex	 2	 67	 2	 842	 477	 easy	 right	 1	 2.238
tex	 2	 67	 3	 581	 443	 easy	 right	 1	 2.238
tex	 2	 67	 4	 863	 669	 easy	 right	 1	 2.238
tex	 2	 67	 5	 588	 254	 easy	 right	 1	 2.238
tex	 2	 67	 6	 563	 231	 easy	 right	 1	 2.238
tex	 2	 67	 7	 557	 177	 easy	 right	 1	 2.238
tex	 2	 67	 8	 432	 360	 easy	 right	 1	 2.238
tex	 2	 67	 9	 1098	 775	 easy	 right	 1	 2.238
tex	 2	 67	 10	 1248	 918	 easy	 right	 1	 2.238
tex	 2	 68	 1	 972	 555	 hard	 right	 1	 0.830
tex	 2	 68	 2	 840	 552	 hard	 right	 1	 0.830
tex	 2	 68	 3	 736	 309	 hard	 right	 1	 0.830
tex	 2	 68	 4	 760	 293	 hard	 right	 1	 0.830
tex	 2	 69	 1	 943	 539	 easy	 left	 1	 2.470
tex	 2	 69	 2	 874	 433	 easy	 left	 1	 2.470
tex	 2	 69	 3	 1123	 774	 easy	 left	 1	 2.470
tex	 2	 69	 4	 1052	 749	 easy	 left	 1	 2.470
tex	 2	 69	 5	 1286	 734	 easy	 left	 1	 2.470
tex	 2	 69	 6	 1198	 765	 easy	 left	 1	 2.470
tex	 2	 69	 7	 1156	 484	 easy	 left	 1	 2.470
tex	 2	 69	 8	 1391	 630	 easy	 left	 1	 2.470
tex	 2	 69	 9	 708	 685	 easy	 left	 1	 2.470
tex	 2	 69	 10	 533	 738	 easy	 left	 1	 2.470
tex	 2	 70	 1	 967	 558	 easy	 right	 1	 0.736
tex	 2	 70	 2	 1186	 502	 easy	 right	 1	 0.736
tex	 2	 70	 3	 1393	 702	 easy	 right	 1	 0.736
tex	 2	 70	 4	 896	 591	 easy	 right	 1	 0.736
tex	 2	 70	 5	 817	 571	 easy	 right	 1	 0.736
tex	 2	 71	 1	 975	 553	 easy	 right	 1	 1.616
tex	 2	 71	 2	 957	 560	 easy	 right	 1	 1.616
tex	 2	 71	 3	 710	 582	 easy	 right	 1	 1.616
tex	 2	 71	 4	 515	 286	 easy	 right	 1	 1.616
tex	 2	 71	 5	 818	 226	 easy	 right	 1	 1.616
tex	 2	 71	 6	 677	 804	 easy	 right	 1	 1.616
tex	 2	 71	 7	 688	 746	 easy	 right	 1	 1.616
tex	 2	 71	 8	 1230	 840	 easy	 right	 1	 1.616
tex	 2	 72	 1	 966	 564	 easy	 left	 1	 2.225
tex	 2	 72	 2	 1062	 564	 easy	 left	 1	 2.225
tex	 2	 72	 3	 631	 828	 easy	 left	 1	 2.225
tex	 2	 72	 4	 1170	 579	 easy	 left	 1	 2.225
tex	 2	 72	 5	 1005	 300	 easy	 left	 1	 2.225
tex	 2	 72	 6	 1165	 529	 easy	 left	 1	 2.225
tex	 2	 72	 7	 1043	 690	 easy	 left	 1	 2.225
tex	 2	 73	 1	 951	 594	 easy	 right	 1	 0.529
tex	 2	 73	 2	 847	 621	 easy	 right	 1	 0.529
tex	 2	 73	 3	 1024	 829	 easy	 right	 1	 0.529
tex	 2	 74	 1	 973	 566	 easy	 left	 1	 1.949
tex	 2	 74	 2	 1045	 783	 easy	 left	 1	 1.949
tex	 2	 74	 3	 531	 426	 easy	 left	 1	 1.949
tex	 2	 74	 4	 984	 784	 easy	 left	 1	 1.949
tex	 2	 74	 5	 1009	 544	 easy	 left	 1	 1.949
tex	 2	 74	 6	 972	 515	 easy	 left	 1	 1.949
tex	 2	 74	 7	 620	 243	 easy	 left	 1	 1.949
tex	 2	 74	 8	 1003	 356	 easy	 left	 1	 1.949
tex	 2	 75	 1	 976	 566	 hard	 left	 1	 0.981
tex	 2	 75	 2	 1038	 594	 hard	 left	 1	 0.981
tex	 2	 75	 3	 1049	 420	 hard	 left	 1	 0.981
tex	 2	 75	 4	 1087	 402	 hard	 left	 1	 0.981
tex	 2	 76	 1	 920	 491	 easy	 left	 1	 4.674
tex	 2	 76	 2	 1015	 432	 easy	 left	 1	 4.674
tex	 2	 76	 3	 1025	 595	 easy	 left	 1	 4.674
tex	 2	 76	 4	 1086	 703	 easy	 left	 1	 4.674
tex	 2	 76	 5	 1077	 623	 easy	 left	 1	 4.674
tex	 2	 76	 6	 802	 559	 easy	 left	 1	 4.674
tex	 2	 76	 7	 641	 639	 easy	 left	 1	 4.674
tex	 2	 76	 8	 729	 564	 easy	 left	 1	 4.674
tex	 2	 76	 9	 1016	 390	 easy	 left	 1	 4.674
tex	 2	 76	 10	 896	 773	 easy	 left	 1	 4.674
tex	 2	 76	 11	 985	 818	 easy	 left	 1	 4.674
tex	 2	 76	 12	 1345	 686	 easy	 left	 1	 4.674
tex	 2	 76	 13	 1197	 666	 easy	 left	 1	 4.674
tex	 2	 77	 1	 945	 566	 hard	 left	 1	 0.598
tex	 2	 77	 2	 1043	 600	 hard	 left	 1	 0.598
tex	 2	 78	 1	 958	 562	 hard	 right	 1	 1.500
tex	 2	 78	 2	 815	 572	 hard	 right	 1	 1.500
tex	 2	 78	 3	 734	 514	 hard	 right	 1	 1.500
tex	 2	 78	 4	 1152	 639	 hard	 right	 1	 1.500
tex	 2	 78	 5	 980	 578	 hard	 right	 1	 1.500
tex	 2	 78	 6	 836	 544	 hard	 right	 1	 1.500
tex	 2	 79	 1	 956	 576	 easy	 left	 1	 0.648
tex	 2	 79	 2	 867	 500	 easy	 left	 1	 0.648
tex	 2	 79	 3	 845	 478	 easy	 left	 1	 0.648
tex	 2	 79	 4	 869	 484	 easy	 left	 1	 0.648
tex	 2	 80	 1	 946	 578	 hard	 right	 1	 1.556
tex	 2	 80	 2	 839	 527	 hard	 right	 1	 1.556
tex	 2	 80	 3	 583	 483	 hard	 right	 1	 1.556
tex	 2	 80	 4	 624	 279	 hard	 right	 1	 1.556
tex	 2	 80	 5	 730	 314	 hard	 right	 1	 1.556
tex	 2	 80	 6	 733	 290	 hard	 right	 1	 1.556
tex	 2	 81	 1	 957	 554	 hard	 right	 1	 4.708
tex	 2	 81	 2	 865	 425	 hard	 right	 1	 4.708
tex	 2	 81	 3	 630	 439	 hard	 right	 1	 4.708
tex	 2	 81	 4	 1009	 387	 hard	 right	 1	 4.708
tex	 2	 81	 5	 1164	 514	 hard	 right	 1	 4.708
tex	 2	 81	 6	 609	 321	 hard	 right	 1	 4.708
tex	 2	 81	 7	 575	 394	 hard	 right	 1	 4.708
tex	 2	 81	 8	 716	 482	 hard	 right	 1	 4.708
tex	 2	 81	 9	 753	 615	 hard	 right	 1	 4.708
tex	 2	 81	 10	 603	 570	 hard	 right	 1	 4.708
tex	 2	 81	 11	 708	 821	 hard	 right	 1	 4.708
tex	 2	 81	 12	 827	 832	 hard	 right	 1	 4.708
tex	 2	 81	 13	 764	 898	 hard	 right	 1	 4.708
tex	 2	 81	 14	 1008	 701	 hard	 right	 1	 4.708
tex	 2	 81	 15	 910	 624	 hard	 right	 1	 4.708
tex	 2	 82	 1	 940	 548	 easy	 right	 1	 0.664
tex	 2	 82	 2	 747	 473	 easy	 right	 1	 0.664
tex	 2	 82	 3	 1124	 315	 easy	 right	 1	 0.664
tex	 2	 82	 4	 1160	 290	 easy	 right	 1	 0.664
tex	 2	 83	 1	 966	 538	 easy	 right	 1	 2.948
tex	 2	 83	 2	 869	 466	 easy	 right	 1	 2.948
tex	 2	 83	 3	 754	 451	 easy	 right	 1	 2.948
tex	 2	 83	 4	 533	 642	 easy	 right	 1	 2.948
tex	 2	 83	 5	 611	 518	 easy	 right	 1	 2.948
tex	 2	 83	 6	 758	 425	 easy	 right	 1	 2.948
tex	 2	 83	 7	 662	 417	 easy	 right	 1	 2.948
tex	 2	 83	 8	 868	 391	 easy	 right	 1	 2.948
tex	 2	 83	 9	 1060	 376	 easy	 right	 1	 2.948
tex	 2	 83	 10	 1108	 723	 easy	 right	 1	 2.948
tex	 2	 83	 11	 899	 742	 easy	 right	 1	 2.948
tex	 2	 84	 1	 972	 521	 easy	 left	 1	 0.571
tex	 2	 84	 2	 917	 520	 easy	 left	 1	 0.571
tex	 2	 84	 3	 611	 746	 easy	 left	 1	 0.571
tex	 2	 84	 4	 575	 710	 easy	 left	 1	 0.571
tex	 2	 85	 1	 968	 566	 easy	 left	 1	 0.746
tex	 2	 85	 2	 780	 618	 easy	 left	 1	 0.746
tex	 2	 85	 3	 804	 278	 easy	 left	 1	 0.746
tex	 2	 85	 4	 772	 307	 easy	 left	 1	 0.746
tex	 2	 86	 1	 876	 419	 hard	 left	 1	 0.993
tex	 2	 86	 2	 872	 431	 hard	 left	 1	 0.993
tex	 2	 86	 3	 1290	 432	 hard	 left	 1	 0.993
tex	 2	 86	 4	 1386	 442	 hard	 left	 1	 0.993
tex	 2	 87	 1	 940	 504	 hard	 right	 1	 1.970
tex	 2	 87	 2	 794	 465	 hard	 right	 1	 1.970
tex	 2	 87	 3	 1283	 386	 hard	 right	 1	 1.970
tex	 2	 87	 4	 1123	 684	 hard	 right	 1	 1.970
tex	 2	 87	 5	 1132	 625	 hard	 right	 1	 1.970
tex	 2	 87	 6	 640	 637	 hard	 right	 1	 1.970
tex	 2	 87	 7	 549	 630	 hard	 right	 1	 1.970
tex	 2	 88	 1	 969	 556	 easy	 right	 1	 0.527
tex	 2	 88	 2	 1232	 591	 easy	 right	 1	 0.527
tex	 2	 88	 3	 1210	 580	 easy	 right	 1	 0.527
tex	 2	 89	 1	 963	 563	 hard	 right	 1	 0.861
tex	 2	 89	 2	 787	 514	 hard	 right	 1	 0.861
tex	 2	 89	 3	 774	 370	 hard	 right	 1	 0.861
tex	 2	 90	 1	 939	 531	 hard	 left	 1	 1.756
tex	 2	 90	 2	 1095	 518	 hard	 left	 1	 1.756
tex	 2	 90	 3	 1023	 456	 hard	 left	 1	 1.756
tex	 2	 90	 4	 1012	 382	 hard	 left	 1	 1.756
tex	 2	 90	 5	 1260	 570	 hard	 left	 1	 1.756
tex	 2	 90	 6	 588	 741	 hard	 left	 1	 1.756
tex	 2	 90	 7	 1315	 570	 hard	 left	 1	 1.756
tex	 2	 90	 8	 1346	 560	 hard	 left	 1	 1.756
tex	 2	 91	 1	 956	 559	 easy	 left	 0	 1.327
tex	 2	 91	 2	 577	 646	 easy	 left	 0	 1.327
tex	 2	 91	 3	 504	 700	 easy	 left	 0	 1.327
tex	 2	 91	 4	 536	 685	 easy	 left	 0	 1.327
tex	 2	 91	 5	 530	 695	 easy	 left	 0	 1.327
tex	 2	 91	 6	 534	 669	 easy	 left	 0	 1.327
tex	 2	 92	 1	 955	 598	 easy	 right	 1	 1.400
tex	 2	 92	 2	 665	 648	 easy	 right	 1	 1.400
tex	 2	 92	 3	 847	 424	 easy	 right	 1	 1.400
tex	 2	 92	 4	 1105	 328	 easy	 right	 1	 1.400
tex	 2	 92	 5	 1009	 693	 easy	 right	 1	 1.400
tex	 2	 92	 6	 1157	 704	 easy	 right	 1	 1.400
tex	 2	 93	 1	 944	 562	 hard	 left	 1	 0.893
tex	 2	 93	 2	 1097	 747	 hard	 left	 1	 0.893
tex	 2	 93	 3	 1139	 881	 hard	 left	 1	 0.893
tex	 2	 93	 4	 1154	 867	 hard	 left	 1	 0.893
tex	 2	 94	 1	 966	 557	 hard	 left	 1	 3.733
tex	 2	 94	 2	 949	 593	 hard	 left	 1	 3.733
tex	 2	 94	 3	 1021	 433	 hard	 left	 1	 3.733
tex	 2	 94	 4	 537	 610	 hard	 left	 1	 3.733
tex	 2	 94	 5	 1062	 489	 hard	 left	 1	 3.733
tex	 2	 94	 6	 1088	 674	 hard	 left	 1	 3.733
tex	 2	 94	 7	 1187	 879	 hard	 left	 1	 3.733
tex	 2	 94	 8	 1084	 855	 hard	 left	 1	 3.733
tex	 2	 94	 9	 967	 541	 hard	 left	 1	 3.733
tex	 2	 94	 10	 1014	 516	 hard	 left	 1	 3.733
tex	 2	 94	 11	 998	 409	 hard	 left	 1	 3.733
tex	 2	 94	 12	 1365	 665	 hard	 left	 1	 3.733
tex	 2	 94	 13	 846	 630	 hard	 left	 1	 3.733
tex	 2	 95	 1	 951	 572	 easy	 left	 0	 1.818
tex	 2	 95	 2	 533	 544	 easy	 left	 0	 1.818
tex	 2	 95	 3	 510	 528	 easy	 left	 0	 1.818
tex	 2	 95	 4	 526	 527	 easy	 left	 0	 1.818
tex	 2	 95	 5	 783	 487	 easy	 left	 0	 1.818
tex	 2	 95	 6	 565	 519	 easy	 left	 0	 1.818
tex	 2	 95	 7	 517	 532	 easy	 left	 0	 1.818
tex	 2	 95	 8	 544	 509	 easy	 left	 0	 1.818
tex	 2	 95	 9	 519	 520	 easy	 left	 0	 1.818
tex	 2	 96	 1	 962	 571	 hard	 left	 0	 1.932
tex	 2	 96	 2	 1089	 669	 hard	 left	 0	 1.932
tex	 2	 96	 3	 560	 792	 hard	 left	 0	 1.932
tex	 2	 96	 4	 486	 491	 hard	 left	 0	 1.932
tex	 2	 96	 5	 893	 324	 hard	 left	 0	 1.932
tex	 2	 96	 6	 1153	 354	 hard	 left	 0	 1.932
tex	 2	 96	 7	 1144	 594	 hard	 left	 0	 1.932
tex	 3	 1	 1	 948	 553	 easy	 left	 0	 5.000
tex	 3	 1	 2	 889	 737	 easy	 left	 0	 5.000
tex	 3	 1	 3	 690	 1395	 easy	 left	 0	 5.000
tex	 3	 1	 4	 870	 841	 easy	 left	 0	 5.000
tex	 3	 1	 5	 935	 527	 easy	 left	 0	 5.000
tex	 3	 1	 6	 1050	 1881	 easy	 left	 0	 5.000
tex	 3	 1	 7	 967	 524	 easy	 left	 0	 5.000
tex	 3	 1	 8	 927	 498	 easy	 left	 0	 5.000
tex	 3	 2	 1	 947	 544	 easy	 left	 0	 5.001
tex	 3	 2	 2	 880	 558	 easy	 left	 0	 5.001
tex	 3	 2	 3	 835	 618	 easy	 left	 0	 5.001
tex	 3	 2	 4	 1273	 651	 easy	 left	 0	 5.001
tex	 3	 2	 5	 993	 577	 easy	 left	 0	 5.001
tex	 3	 2	 6	 868	 531	 easy	 left	 0	 5.001
tex	 3	 2	 7	 827	 507	 easy	 left	 0	 5.001
tex	 3	 2	 8	 922	 512	 easy	 left	 0	 5.001
tex	 3	 2	 9	 956	 560	 easy	 left	 0	 5.001
tex	 3	 2	 10	 758	 654	 easy	 left	 0	 5.001
tex	 3	 2	 11	 1237	 647	 easy	 left	 0	 5.001
tex	 3	 2	 12	 1133	 537	 easy	 left	 0	 5.001
tex	 3	 2	 13	 830	 430	 easy	 left	 0	 5.001
tex	 3	 2	 14	 825	 413	 easy	 left	 0	 5.001
tex	 3	 2	 15	 976	 422	 easy	 left	 0	 5.001
tex	 3	 2	 16	 1012	 488	 easy	 left	 0	 5.001
tex	 3	 3	 1	 961	 545	 easy	 left	 0	 5.001
tex	 3	 3	 2	 793	 564	 easy	 left	 0	 5.001
tex	 3	 3	 3	 1182	 559	 easy	 left	 0	 5.001
tex	 3	 3	 4	 825	 554	 easy	 left	 0	 5.001
