condition	 subNum	 trialNo	 fixNo	 xFix	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 1	 1	 1	 958	 544	 easy	 left	 0	 5.001
tex	 1	 1	 2	 926	 530	 easy	 left	 0	 5.001
tex	 1	 1	 3	 1017	 594	 easy	 left	 0	 5.001
tex	 1	 1	 4	 697	 555	 easy	 left	 0	 5.001
tex	 1	 1	 5	 901	 630	 easy	 left	 0	 5.001
tex	 1	 1	 6	 771	 615	 easy	 left	 0	 5.001
tex	 1	 1	 7	 736	 602	 easy	 left	 0	 5.001
tex	 1	 1	 8	 982	 939	 easy	 left	 0	 5.001
tex	 1	 1	 9	 1373	 934	 easy	 left	 0	 5.001
tex	 1	 1	 10	 1382	 422	 easy	 left	 0	 5.001
tex	 1	 1	 11	 1247	 362	 easy	 left	 0	 5.001
tex	 1	 1	 12	 1169	 446	 easy	 left	 0	 5.001
tex	 1	 1	 13	 587	 204	 easy	 left	 0	 5.001
tex	 1	 1	 14	 772	 269	 easy	 left	 0	 5.001
tex	 1	 1	 15	 1332	 582	 easy	 left	 0	 5.001
tex	 1	 1	 16	 1238	 574	 easy	 left	 0	 5.001
tex	 1	 1	 17	 916	 597	 easy	 left	 0	 5.001
tex	 1	 2	 1	 955	 541	 easy	 left	 0	 5.001
tex	 1	 2	 2	 975	 572	 easy	 left	 0	 5.001
tex	 1	 2	 3	 766	 509	 easy	 left	 0	 5.001
tex	 1	 2	 4	 1231	 420	 easy	 left	 0	 5.001
tex	 1	 2	 5	 814	 416	 easy	 left	 0	 5.001
tex	 1	 2	 6	 660	 365	 easy	 left	 0	 5.001
tex	 1	 2	 7	 509	 265	 easy	 left	 0	 5.001
tex	 1	 2	 8	 629	 848	 easy	 left	 0	 5.001
tex	 1	 2	 9	 472	 866	 easy	 left	 0	 5.001
tex	 1	 2	 10	 1165	 857	 easy	 left	 0	 5.001
tex	 1	 2	 11	 1345	 936	 easy	 left	 0	 5.001
tex	 1	 2	 12	 865	 793	 easy	 left	 0	 5.001
tex	 1	 2	 13	 697	 705	 easy	 left	 0	 5.001
tex	 1	 2	 14	 780	 734	 easy	 left	 0	 5.001
tex	 1	 3	 1	 949	 523	 easy	 left	 0	 5.001
tex	 1	 3	 2	 964	 495	 easy	 left	 0	 5.001
tex	 1	 3	 3	 783	 386	 easy	 left	 0	 5.001
tex	 1	 3	 4	 1244	 327	 easy	 left	 0	 5.001
tex	 1	 3	 5	 1169	 379	 easy	 left	 0	 5.001
tex	 1	 3	 6	 1346	 338	 easy	 left	 0	 5.001
tex	 1	 3	 7	 1116	 371	 easy	 left	 0	 5.001
tex	 1	 3	 8	 560	 284	 easy	 left	 0	 5.001
tex	 1	 3	 9	 1195	 553	 easy	 left	 0	 5.001
tex	 1	 3	 10	 1246	 640	 easy	 left	 0	 5.001
tex	 1	 3	 11	 1176	 642	 easy	 left	 0	 5.001
tex	 1	 3	 12	 623	 690	 easy	 left	 0	 5.001
tex	 1	 3	 13	 529	 621	 easy	 left	 0	 5.001
tex	 1	 3	 14	 758	 889	 easy	 left	 0	 5.001
tex	 1	 3	 15	 853	 933	 easy	 left	 0	 5.001
tex	 1	 3	 16	 672	 726	 easy	 left	 0	 5.001
tex	 1	 3	 17	 1213	 893	 easy	 left	 0	 5.001
tex	 1	 4	 1	 944	 538	 easy	 left	 0	 5.001
tex	 1	 4	 2	 812	 430	 easy	 left	 0	 5.001
tex	 1	 4	 3	 796	 395	 easy	 left	 0	 5.001
tex	 1	 4	 4	 745	 303	 easy	 left	 0	 5.001
tex	 1	 4	 5	 1100	 469	 easy	 left	 0	 5.001
tex	 1	 4	 6	 931	 485	 easy	 left	 0	 5.001
tex	 1	 4	 7	 980	 548	 easy	 left	 0	 5.001
tex	 1	 4	 8	 805	 629	 easy	 left	 0	 5.001
tex	 1	 4	 9	 724	 681	 easy	 left	 0	 5.001
tex	 1	 4	 10	 1273	 820	 easy	 left	 0	 5.001
tex	 1	 4	 11	 1213	 859	 easy	 left	 0	 5.001
tex	 1	 4	 12	 1409	 941	 easy	 left	 0	 5.001
tex	 1	 4	 13	 1110	 914	 easy	 left	 0	 5.001
tex	 1	 4	 14	 859	 262	 easy	 left	 0	 5.001
tex	 1	 4	 15	 667	 264	 easy	 left	 0	 5.001
tex	 1	 4	 16	 563	 215	 easy	 left	 0	 5.001
tex	 1	 4	 17	 460	 487	 easy	 left	 0	 5.001
tex	 1	 4	 18	 1090	 469	 easy	 left	 0	 5.001
tex	 1	 4	 19	 1253	 335	 easy	 left	 0	 5.001
tex	 1	 5	 1	 942	 527	 easy	 left	 0	 5.001
tex	 1	 5	 2	 955	 510	 easy	 left	 0	 5.001
tex	 1	 5	 3	 833	 504	 easy	 left	 0	 5.001
tex	 1	 5	 4	 664	 516	 easy	 left	 0	 5.001
tex	 1	 5	 5	 500	 533	 easy	 left	 0	 5.001
tex	 1	 5	 6	 809	 658	 easy	 left	 0	 5.001
tex	 1	 5	 7	 892	 711	 easy	 left	 0	 5.001
tex	 1	 5	 8	 533	 892	 easy	 left	 0	 5.001
tex	 1	 5	 9	 576	 823	 easy	 left	 0	 5.001
tex	 1	 5	 10	 1272	 877	 easy	 left	 0	 5.001
tex	 1	 5	 11	 1307	 369	 easy	 left	 0	 5.001
tex	 1	 5	 12	 1173	 389	 easy	 left	 0	 5.001
tex	 1	 5	 13	 1055	 359	 easy	 left	 0	 5.001
tex	 1	 5	 14	 589	 254	 easy	 left	 0	 5.001
tex	 1	 5	 15	 483	 193	 easy	 left	 0	 5.001
tex	 1	 5	 16	 448	 170	 easy	 left	 0	 5.001
tex	 1	 5	 17	 1231	 811	 easy	 left	 0	 5.001
tex	 1	 6	 1	 952	 537	 easy	 left	 0	 5.001
tex	 1	 6	 2	 975	 526	 easy	 left	 0	 5.001
tex	 1	 6	 3	 1032	 479	 easy	 left	 0	 5.001
tex	 1	 6	 4	 1248	 390	 easy	 left	 0	 5.001
tex	 1	 6	 5	 1215	 385	 easy	 left	 0	 5.001
tex	 1	 6	 6	 1246	 397	 easy	 left	 0	 5.001
tex	 1	 6	 7	 1238	 289	 easy	 left	 0	 5.001
tex	 1	 6	 8	 536	 194	 easy	 left	 0	 5.001
tex	 1	 6	 9	 490	 371	 easy	 left	 0	 5.001
tex	 1	 6	 10	 460	 354	 easy	 left	 0	 5.001
tex	 1	 6	 11	 798	 428	 easy	 left	 0	 5.001
tex	 1	 6	 12	 716	 740	 easy	 left	 0	 5.001
tex	 1	 6	 13	 609	 906	 easy	 left	 0	 5.001
tex	 1	 6	 14	 559	 890	 easy	 left	 0	 5.001
tex	 1	 6	 15	 1229	 952	 easy	 left	 0	 5.001
tex	 1	 6	 16	 1380	 932	 easy	 left	 0	 5.001
tex	 1	 6	 17	 993	 927	 easy	 left	 0	 5.001
tex	 1	 6	 18	 1221	 584	 easy	 left	 0	 5.001
tex	 1	 6	 19	 1350	 613	 easy	 left	 0	 5.001
tex	 1	 6	 20	 1426	 366	 easy	 left	 0	 5.001
tex	 1	 7	 1	 928	 515	 easy	 left	 0	 5.001
tex	 1	 7	 2	 844	 519	 easy	 left	 0	 5.001
tex	 1	 7	 3	 716	 482	 easy	 left	 0	 5.001
tex	 1	 7	 4	 622	 435	 easy	 left	 0	 5.001
tex	 1	 7	 5	 572	 603	 easy	 left	 0	 5.001
tex	 1	 7	 6	 1316	 914	 easy	 left	 0	 5.001
tex	 1	 7	 7	 1202	 854	 easy	 left	 0	 5.001
tex	 1	 7	 8	 1230	 837	 easy	 left	 0	 5.001
tex	 1	 7	 9	 1004	 932	 easy	 left	 0	 5.001
tex	 1	 7	 10	 1339	 899	 easy	 left	 0	 5.001
tex	 1	 7	 11	 664	 917	 easy	 left	 0	 5.001
tex	 1	 7	 12	 503	 874	 easy	 left	 0	 5.001
tex	 1	 7	 13	 1281	 323	 easy	 left	 0	 5.001
tex	 1	 7	 14	 1189	 375	 easy	 left	 0	 5.001
tex	 1	 7	 15	 1042	 208	 easy	 left	 0	 5.001
tex	 1	 7	 16	 1156	 432	 easy	 left	 0	 5.001
tex	 1	 7	 17	 1163	 419	 easy	 left	 0	 5.001
tex	 1	 7	 18	 978	 449	 easy	 left	 0	 5.001
tex	 1	 8	 1	 954	 533	 easy	 left	 0	 5.001
tex	 1	 8	 2	 912	 517	 easy	 left	 0	 5.001
tex	 1	 8	 3	 671	 431	 easy	 left	 0	 5.001
tex	 1	 8	 4	 566	 459	 easy	 left	 0	 5.001
tex	 1	 8	 5	 652	 564	 easy	 left	 0	 5.001
tex	 1	 8	 6	 532	 637	 easy	 left	 0	 5.001
tex	 1	 8	 7	 486	 855	 easy	 left	 0	 5.001
tex	 1	 8	 8	 811	 912	 easy	 left	 0	 5.001
tex	 1	 8	 9	 1276	 915	 easy	 left	 0	 5.001
tex	 1	 8	 10	 1444	 918	 easy	 left	 0	 5.001
tex	 1	 8	 11	 1476	 848	 easy	 left	 0	 5.001
tex	 1	 8	 12	 1316	 868	 easy	 left	 0	 5.001
tex	 1	 8	 13	 1485	 867	 easy	 left	 0	 5.001
tex	 1	 8	 14	 1221	 535	 easy	 left	 0	 5.001
tex	 1	 8	 15	 1242	 337	 easy	 left	 0	 5.001
tex	 1	 8	 16	 1463	 839	 easy	 left	 0	 5.001
tex	 1	 8	 17	 1477	 854	 easy	 left	 0	 5.001
tex	 1	 9	 1	 947	 537	 easy	 left	 0	 5.001
tex	 1	 9	 2	 783	 529	 easy	 left	 0	 5.001
tex	 1	 9	 3	 1022	 717	 easy	 left	 0	 5.001
tex	 1	 9	 4	 980	 751	 easy	 left	 0	 5.001
tex	 1	 9	 5	 1283	 884	 easy	 left	 0	 5.001
tex	 1	 9	 6	 1072	 715	 easy	 left	 0	 5.001
tex	 1	 9	 7	 1010	 707	 easy	 left	 0	 5.001
tex	 1	 9	 8	 1285	 256	 easy	 left	 0	 5.001
tex	 1	 9	 9	 566	 189	 easy	 left	 0	 5.001
tex	 1	 9	 10	 450	 312	 easy	 left	 0	 5.001
tex	 1	 9	 11	 856	 675	 easy	 left	 0	 5.001
tex	 1	 9	 12	 984	 879	 easy	 left	 0	 5.001
tex	 1	 9	 13	 1017	 892	 easy	 left	 0	 5.001
tex	 1	 9	 14	 984	 764	 easy	 left	 0	 5.001
tex	 1	 10	 1	 957	 544	 easy	 left	 0	 5.001
tex	 1	 10	 2	 1030	 589	 easy	 left	 0	 5.001
tex	 1	 10	 3	 690	 622	 easy	 left	 0	 5.001
tex	 1	 10	 4	 552	 656	 easy	 left	 0	 5.001
tex	 1	 10	 5	 657	 486	 easy	 left	 0	 5.001
tex	 1	 10	 6	 1144	 340	 easy	 left	 0	 5.001
tex	 1	 10	 7	 1253	 298	 easy	 left	 0	 5.001
tex	 1	 10	 8	 1374	 299	 easy	 left	 0	 5.001
tex	 1	 10	 9	 1421	 227	 easy	 left	 0	 5.001
tex	 1	 10	 10	 1311	 619	 easy	 left	 0	 5.001
tex	 1	 10	 11	 1179	 624	 easy	 left	 0	 5.001
tex	 1	 10	 12	 1178	 772	 easy	 left	 0	 5.001
tex	 1	 10	 13	 1208	 969	 easy	 left	 0	 5.001
tex	 1	 10	 14	 1199	 948	 easy	 left	 0	 5.001
tex	 1	 10	 15	 1046	 839	 easy	 left	 0	 5.001
tex	 1	 10	 16	 1002	 734	 easy	 left	 0	 5.001
tex	 1	 11	 1	 954	 539	 undef	 left	 0	 4.211
tex	 1	 11	 2	 902	 538	 undef	 left	 0	 4.211
tex	 1	 11	 3	 988	 401	 undef	 left	 0	 4.211
tex	 1	 11	 4	 539	 357	 undef	 left	 0	 4.211
tex	 1	 11	 5	 544	 316	 undef	 left	 0	 4.211
tex	 1	 11	 6	 786	 409	 undef	 left	 0	 4.211
tex	 1	 11	 7	 1224	 316	 undef	 left	 0	 4.211
tex	 1	 11	 8	 1262	 472	 undef	 left	 0	 4.211
tex	 1	 11	 9	 1167	 537	 undef	 left	 0	 4.211
tex	 1	 11	 10	 1151	 596	 undef	 left	 0	 4.211
tex	 1	 11	 11	 1443	 743	 undef	 left	 0	 4.211
tex	 1	 11	 12	 1048	 798	 undef	 left	 0	 4.211
tex	 1	 11	 13	 1074	 844	 undef	 left	 0	 4.211
tex	 1	 12	 1	 958	 537	 undef	 left	 0	 2.128
tex	 1	 12	 2	 969	 591	 undef	 left	 0	 2.128
tex	 1	 12	 3	 1181	 843	 undef	 left	 0	 2.128
tex	 1	 12	 4	 870	 839	 undef	 left	 0	 2.128
tex	 1	 12	 5	 1353	 831	 undef	 left	 0	 2.128
tex	 1	 13	 1	 1079	 839	 undef	 left	 1	 13.853
tex	 1	 13	 2	 1208	 756	 undef	 left	 1	 13.853
tex	 1	 13	 3	 1111	 769	 undef	 left	 1	 13.853
tex	 1	 13	 4	 1353	 773	 undef	 left	 1	 13.853
tex	 1	 13	 5	 1289	 369	 undef	 left	 1	 13.853
tex	 1	 13	 6	 1157	 513	 undef	 left	 1	 13.853
tex	 1	 13	 7	 976	 363	 undef	 left	 1	 13.853
tex	 1	 13	 8	 938	 579	 undef	 left	 1	 13.853
tex	 1	 13	 9	 503	 443	 undef	 left	 1	 13.853
tex	 1	 13	 10	 571	 547	 undef	 left	 1	 13.853
tex	 1	 13	 11	 508	 266	 undef	 left	 1	 13.853
tex	 1	 13	 12	 1053	 885	 undef	 left	 1	 13.853
tex	 1	 13	 13	 1197	 868	 undef	 left	 1	 13.853
tex	 1	 13	 14	 1259	 942	 undef	 left	 1	 13.853
tex	 1	 13	 15	 1236	 928	 undef	 left	 1	 13.853
tex	 1	 13	 16	 1256	 939	 undef	 left	 1	 13.853
tex	 1	 13	 17	 1390	 847	 undef	 left	 1	 13.853
tex	 1	 13	 18	 1207	 713	 undef	 left	 1	 13.853
tex	 1	 13	 19	 1100	 764	 undef	 left	 1	 13.853
tex	 1	 13	 20	 1375	 824	 undef	 left	 1	 13.853
tex	 1	 13	 21	 1231	 335	 undef	 left	 1	 13.853
tex	 1	 13	 22	 1319	 288	 undef	 left	 1	 13.853
tex	 1	 13	 23	 1353	 223	 undef	 left	 1	 13.853
tex	 1	 13	 24	 989	 229	 undef	 left	 1	 13.853
tex	 1	 13	 25	 1244	 329	 undef	 left	 1	 13.853
tex	 1	 13	 26	 1378	 605	 undef	 left	 1	 13.853
tex	 1	 13	 27	 763	 871	 undef	 left	 1	 13.853
tex	 1	 13	 28	 527	 909	 undef	 left	 1	 13.853
tex	 1	 13	 29	 1080	 871	 undef	 left	 1	 13.853
tex	 1	 13	 30	 1164	 878	 undef	 left	 1	 13.853
tex	 1	 13	 31	 892	 579	 undef	 left	 1	 13.853
tex	 1	 13	 32	 1045	 566	 undef	 left	 1	 13.853
tex	 1	 13	 33	 1149	 695	 undef	 left	 1	 13.853
tex	 1	 13	 34	 1119	 676	 undef	 left	 1	 13.853
tex	 1	 13	 35	 1240	 540	 undef	 left	 1	 13.853
tex	 1	 13	 36	 1203	 533	 undef	 left	 1	 13.853
tex	 1	 13	 37	 1012	 614	 undef	 left	 1	 13.853
tex	 1	 13	 38	 996	 603	 undef	 left	 1	 13.853
tex	 1	 13	 39	 746	 481	 undef	 left	 1	 13.853
tex	 1	 13	 40	 599	 370	 undef	 left	 1	 13.853
tex	 1	 13	 41	 672	 526	 undef	 left	 1	 13.853
tex	 1	 13	 42	 730	 846	 undef	 left	 1	 13.853
tex	 1	 13	 43	 913	 907	 undef	 left	 1	 13.853
tex	 1	 13	 44	 1246	 921	 undef	 left	 1	 13.853
tex	 1	 13	 45	 1449	 937	 undef	 left	 1	 13.853
tex	 1	 13	 46	 1361	 940	 undef	 left	 1	 13.853
tex	 1	 13	 47	 1393	 302	 undef	 left	 1	 13.853
tex	 1	 13	 48	 1367	 238	 undef	 left	 1	 13.853
tex	 1	 13	 49	 1032	 217	 undef	 left	 1	 13.853
tex	 1	 13	 50	 1298	 305	 undef	 left	 1	 13.853
tex	 1	 14	 1	 939	 577	 undef	 left	 1	 6.287
tex	 1	 14	 2	 1108	 772	 undef	 left	 1	 6.287
tex	 1	 14	 3	 1351	 933	 undef	 left	 1	 6.287
tex	 1	 14	 4	 1041	 631	 undef	 left	 1	 6.287
tex	 1	 14	 5	 1055	 494	 undef	 left	 1	 6.287
tex	 1	 14	 6	 990	 628	 undef	 left	 1	 6.287
tex	 1	 14	 7	 975	 596	 undef	 left	 1	 6.287
tex	 1	 14	 8	 1143	 306	 undef	 left	 1	 6.287
tex	 1	 14	 9	 1013	 264	 undef	 left	 1	 6.287
tex	 1	 14	 10	 517	 210	 undef	 left	 1	 6.287
tex	 1	 14	 11	 621	 606	 undef	 left	 1	 6.287
tex	 1	 14	 12	 740	 781	 undef	 left	 1	 6.287
tex	 1	 14	 13	 629	 916	 undef	 left	 1	 6.287
tex	 1	 14	 14	 556	 896	 undef	 left	 1	 6.287
tex	 1	 14	 15	 1287	 966	 undef	 left	 1	 6.287
tex	 1	 14	 16	 1433	 954	 undef	 left	 1	 6.287
tex	 1	 14	 17	 1409	 932	 undef	 left	 1	 6.287
tex	 1	 14	 18	 1372	 527	 undef	 left	 1	 6.287
tex	 1	 14	 19	 1358	 441	 undef	 left	 1	 6.287
tex	 1	 14	 20	 1343	 391	 undef	 left	 1	 6.287
tex	 1	 14	 21	 1144	 289	 undef	 left	 1	 6.287
tex	 1	 14	 22	 869	 547	 undef	 left	 1	 6.287
tex	 1	 15	 1	 958	 542	 undef	 left	 0	 5.121
tex	 1	 15	 2	 927	 539	 undef	 left	 0	 5.121
tex	 1	 15	 3	 795	 459	 undef	 left	 0	 5.121
tex	 1	 15	 4	 741	 452	 undef	 left	 0	 5.121
tex	 1	 15	 5	 715	 434	 undef	 left	 0	 5.121
tex	 1	 15	 6	 997	 581	 undef	 left	 0	 5.121
tex	 1	 15	 7	 747	 436	 undef	 left	 0	 5.121
tex	 1	 15	 8	 723	 432	 undef	 left	 0	 5.121
tex	 1	 15	 9	 553	 315	 undef	 left	 0	 5.121
tex	 1	 15	 10	 1031	 266	 undef	 left	 0	 5.121
tex	 1	 15	 11	 1160	 386	 undef	 left	 0	 5.121
tex	 1	 15	 12	 1201	 325	 undef	 left	 0	 5.121
tex	 1	 15	 13	 1365	 507	 undef	 left	 0	 5.121
tex	 1	 15	 14	 1320	 505	 undef	 left	 0	 5.121
tex	 1	 15	 15	 1155	 571	 undef	 left	 0	 5.121
tex	 1	 15	 16	 1056	 806	 undef	 left	 0	 5.121
tex	 1	 15	 17	 1038	 879	 undef	 left	 0	 5.121
tex	 1	 15	 18	 1017	 678	 undef	 left	 0	 5.121
tex	 1	 16	 1	 956	 555	 undef	 left	 1	 0.830
tex	 1	 16	 2	 856	 493	 undef	 left	 1	 0.830
tex	 1	 16	 3	 826	 444	 undef	 left	 1	 0.830
tex	 1	 16	 4	 853	 447	 undef	 left	 1	 0.830
tex	 1	 16	 5	 836	 441	 undef	 left	 1	 0.830
tex	 1	 17	 1	 948	 553	 hard	 right	 1	 1.401
tex	 1	 17	 2	 862	 561	 hard	 right	 1	 1.401
tex	 1	 17	 3	 613	 488	 hard	 right	 1	 1.401
tex	 1	 17	 4	 617	 433	 hard	 right	 1	 1.401
tex	 1	 18	 1	 959	 553	 hard	 right	 1	 2.495
tex	 1	 18	 2	 835	 530	 hard	 right	 1	 2.495
tex	 1	 18	 3	 521	 582	 hard	 right	 1	 2.495
tex	 1	 18	 4	 803	 636	 hard	 right	 1	 2.495
tex	 1	 18	 5	 873	 741	 hard	 right	 1	 2.495
tex	 1	 18	 6	 766	 695	 hard	 right	 1	 2.495
tex	 1	 18	 7	 853	 705	 hard	 right	 1	 2.495
tex	 1	 18	 8	 832	 763	 hard	 right	 1	 2.495
tex	 1	 18	 9	 779	 749	 hard	 right	 1	 2.495
tex	 1	 19	 1	 940	 550	 easy	 right	 1	 0.892
tex	 1	 19	 2	 898	 573	 easy	 right	 1	 0.892
tex	 1	 19	 3	 1202	 325	 easy	 right	 1	 0.892
tex	 1	 19	 4	 1219	 302	 easy	 right	 1	 0.892
tex	 1	 20	 1	 962	 533	 hard	 right	 1	 2.508
tex	 1	 20	 2	 896	 552	 hard	 right	 1	 2.508
tex	 1	 20	 3	 1085	 408	 hard	 right	 1	 2.508
tex	 1	 20	 4	 977	 426	 hard	 right	 1	 2.508
tex	 1	 20	 5	 1195	 500	 hard	 right	 1	 2.508
tex	 1	 20	 6	 819	 647	 hard	 right	 1	 2.508
tex	 1	 20	 7	 681	 688	 hard	 right	 1	 2.508
tex	 1	 20	 8	 554	 493	 hard	 right	 1	 2.508
tex	 1	 20	 9	 736	 709	 hard	 right	 1	 2.508
tex	 1	 20	 10	 519	 553	 hard	 right	 1	 2.508
tex	 1	 20	 11	 516	 611	 hard	 right	 1	 2.508
tex	 1	 20	 12	 522	 589	 hard	 right	 1	 2.508
tex	 1	 21	 1	 950	 559	 hard	 right	 1	 2.017
tex	 1	 21	 2	 858	 535	 hard	 right	 1	 2.017
tex	 1	 21	 3	 898	 595	 hard	 right	 1	 2.017
tex	 1	 21	 4	 942	 461	 hard	 right	 1	 2.017
tex	 1	 21	 5	 523	 399	 hard	 right	 1	 2.017
tex	 1	 21	 6	 635	 602	 hard	 right	 1	 2.017
tex	 1	 21	 7	 584	 682	 hard	 right	 1	 2.017
tex	 1	 21	 8	 522	 735	 hard	 right	 1	 2.017
tex	 1	 21	 9	 519	 721	 hard	 right	 1	 2.017
tex	 1	 22	 1	 942	 542	 easy	 left	 1	 0.664
tex	 1	 22	 2	 872	 627	 easy	 left	 1	 0.664
tex	 1	 22	 3	 882	 625	 easy	 left	 1	 0.664
tex	 1	 23	 1	 943	 544	 hard	 left	 1	 4.110
tex	 1	 23	 2	 1133	 618	 hard	 left	 1	 4.110
tex	 1	 23	 3	 1086	 343	 hard	 left	 1	 4.110
tex	 1	 23	 4	 1243	 617	 hard	 left	 1	 4.110
tex	 1	 23	 5	 1075	 814	 hard	 left	 1	 4.110
tex	 1	 23	 6	 541	 801	 hard	 left	 1	 4.110
tex	 1	 23	 7	 1103	 789	 hard	 left	 1	 4.110
tex	 1	 23	 8	 1065	 757	 hard	 left	 1	 4.110
tex	 1	 23	 9	 1045	 837	 hard	 left	 1	 4.110
tex	 1	 23	 10	 1287	 912	 hard	 left	 1	 4.110
tex	 1	 23	 11	 1116	 527	 hard	 left	 1	 4.110
tex	 1	 23	 12	 1067	 547	 hard	 left	 1	 4.110
tex	 1	 23	 13	 1392	 239	 hard	 left	 1	 4.110
tex	 1	 23	 14	 1285	 282	 hard	 left	 1	 4.110
tex	 1	 23	 15	 1048	 310	 hard	 left	 1	 4.110
tex	 1	 23	 16	 987	 359	 hard	 left	 1	 4.110
tex	 1	 24	 1	 936	 539	 easy	 left	 1	 1.049
tex	 1	 24	 2	 684	 463	 easy	 left	 1	 1.049
tex	 1	 24	 3	 560	 358	 easy	 left	 1	 1.049
tex	 1	 25	 1	 744	 447	 easy	 right	 1	 3.490
tex	 1	 25	 2	 668	 492	 easy	 right	 1	 3.490
tex	 1	 25	 3	 560	 414	 easy	 right	 1	 3.490
tex	 1	 25	 4	 876	 559	 easy	 right	 1	 3.490
tex	 1	 25	 5	 1035	 711	 easy	 right	 1	 3.490
tex	 1	 25	 6	 660	 700	 easy	 right	 1	 3.490
tex	 1	 25	 7	 873	 908	 easy	 right	 1	 3.490
tex	 1	 25	 8	 1352	 944	 easy	 right	 1	 3.490
tex	 1	 25	 9	 1186	 342	 easy	 right	 1	 3.490
tex	 1	 25	 10	 1270	 685	 easy	 right	 1	 3.490
tex	 1	 25	 11	 1371	 847	 easy	 right	 1	 3.490
tex	 1	 25	 12	 1347	 783	 easy	 right	 1	 3.490
tex	 1	 25	 13	 566	 261	 easy	 right	 1	 3.490
tex	 1	 25	 14	 580	 381	 easy	 right	 1	 3.490
tex	 1	 26	 1	 950	 546	 hard	 left	 1	 0.611
tex	 1	 26	 2	 895	 537	 hard	 left	 1	 0.611
tex	 1	 26	 3	 1073	 596	 hard	 left	 1	 0.611
tex	 1	 26	 4	 1032	 595	 hard	 left	 1	 0.611
tex	 1	 27	 1	 935	 545	 easy	 right	 0	 3.963
tex	 1	 27	 2	 899	 586	 easy	 right	 0	 3.963
tex	 1	 27	 3	 1024	 588	 easy	 right	 0	 3.963
tex	 1	 27	 4	 596	 478	 easy	 right	 0	 3.963
tex	 1	 27	 5	 554	 325	 easy	 right	 0	 3.963
tex	 1	 27	 6	 874	 873	 easy	 right	 0	 3.963
tex	 1	 27	 7	 674	 911	 easy	 right	 0	 3.963
tex	 1	 27	 8	 927	 935	 easy	 right	 0	 3.963
tex	 1	 27	 9	 1304	 899	 easy	 right	 0	 3.963
tex	 1	 27	 10	 1393	 571	 easy	 right	 0	 3.963
tex	 1	 27	 11	 1203	 533	 easy	 right	 0	 3.963
tex	 1	 27	 12	 1128	 558	 easy	 right	 0	 3.963
tex	 1	 27	 13	 1111	 697	 easy	 right	 0	 3.963
tex	 1	 27	 14	 1124	 670	 easy	 right	 0	 3.963
tex	 1	 28	 1	 957	 541	 hard	 left	 1	 1.858
tex	 1	 28	 2	 914	 532	 hard	 left	 1	 1.858
tex	 1	 28	 3	 976	 597	 hard	 left	 1	 1.858
tex	 1	 28	 4	 654	 417	 hard	 left	 1	 1.858
tex	 1	 28	 5	 1047	 474	 hard	 left	 1	 1.858
tex	 1	 28	 6	 1014	 492	 hard	 left	 1	 1.858
tex	 1	 28	 7	 1366	 499	 hard	 left	 1	 1.858
tex	 1	 28	 8	 1368	 484	 hard	 left	 1	 1.858
tex	 1	 29	 1	 948	 543	 hard	 left	 1	 5.725
tex	 1	 29	 2	 1103	 519	 hard	 left	 1	 5.725
tex	 1	 29	 3	 1004	 518	 hard	 left	 1	 5.725
tex	 1	 29	 4	 976	 482	 hard	 left	 1	 5.725
tex	 1	 29	 5	 524	 517	 hard	 left	 1	 5.725
tex	 1	 29	 6	 506	 603	 hard	 left	 1	 5.725
tex	 1	 29	 7	 454	 921	 hard	 left	 1	 5.725
tex	 1	 29	 8	 461	 895	 hard	 left	 1	 5.725
tex	 1	 29	 9	 842	 920	 hard	 left	 1	 5.725
tex	 1	 29	 10	 798	 916	 hard	 left	 1	 5.725
tex	 1	 29	 11	 1043	 876	 hard	 left	 1	 5.725
tex	 1	 29	 12	 977	 847	 hard	 left	 1	 5.725
tex	 1	 29	 13	 1262	 953	 hard	 left	 1	 5.725
tex	 1	 29	 14	 1217	 936	 hard	 left	 1	 5.725
tex	 1	 29	 15	 1091	 953	 hard	 left	 1	 5.725
tex	 1	 29	 16	 1274	 737	 hard	 left	 1	 5.725
tex	 1	 29	 17	 1207	 723	 hard	 left	 1	 5.725
tex	 1	 29	 18	 1338	 614	 hard	 left	 1	 5.725
tex	 1	 29	 19	 1099	 441	 hard	 left	 1	 5.725
tex	 1	 29	 20	 1105	 294	 hard	 left	 1	 5.725
tex	 1	 29	 21	 623	 262	 hard	 left	 1	 5.725
tex	 1	 29	 22	 532	 295	 hard	 left	 1	 5.725
tex	 1	 29	 23	 932	 238	 hard	 left	 1	 5.725
tex	 1	 29	 24	 808	 206	 hard	 left	 1	 5.725
tex	 1	 30	 1	 955	 536	 easy	 right	 1	 0.621
tex	 1	 30	 2	 903	 522	 easy	 right	 1	 0.621
tex	 1	 30	 3	 1019	 576	 easy	 right	 1	 0.621
tex	 1	 30	 4	 1016	 563	 easy	 right	 1	 0.621
tex	 1	 31	 1	 953	 527	 easy	 left	 1	 6.032
tex	 1	 31	 2	 1026	 494	 easy	 left	 1	 6.032
tex	 1	 31	 3	 840	 534	 easy	 left	 1	 6.032
tex	 1	 31	 4	 749	 663	 easy	 left	 1	 6.032
tex	 1	 31	 5	 535	 594	 easy	 left	 1	 6.032
tex	 1	 31	 6	 1008	 677	 easy	 left	 1	 6.032
