condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 easySide	 accuracy	 RT
tex	 1	 48	 2	 1044	 -84	 769	 easy	 left	 1	 4.208
tex	 1	 48	 3	 1178	 -218	 779	 easy	 left	 1	 4.208
tex	 1	 48	 4	 1117	 -157	 358	 easy	 left	 1	 4.208
tex	 1	 48	 5	 1089	 -129	 511	 easy	 left	 1	 4.208
tex	 1	 48	 6	 1412	 -452	 648	 easy	 left	 1	 4.208
tex	 1	 48	 7	 1277	 -317	 679	 easy	 left	 1	 4.208
tex	 1	 48	 8	 607	 353	 741	 easy	 left	 1	 4.208
tex	 1	 48	 9	 504	 456	 651	 easy	 left	 1	 4.208
tex	 1	 48	 10	 660	 300	 302	 easy	 left	 1	 4.208
tex	 1	 48	 11	 908	 52	 370	 easy	 left	 1	 4.208
tex	 1	 48	 12	 513	 447	 200	 easy	 left	 1	 4.208
tex	 1	 48	 13	 995	 -35	 330	 easy	 left	 1	 4.208
tex	 1	 48	 14	 1298	 -338	 314	 easy	 left	 1	 4.208
tex	 1	 48	 15	 1006	 -46	 428	 easy	 left	 1	 4.208
tex	 1	 48	 16	 1090	 -130	 426	 easy	 left	 1	 4.208
tex	 1	 49	 1	 948	 12	 518	 easy	 left	 0	 0.013
tex	 1	 50	 1	 952	 -8	 516	 hard	 right	 1	 5.479
tex	 1	 50	 2	 879	 -81	 546	 hard	 right	 1	 5.479
tex	 1	 50	 3	 529	 -431	 675	 hard	 right	 1	 5.479
tex	 1	 50	 4	 721	 -239	 475	 hard	 right	 1	 5.479
tex	 1	 50	 5	 804	 -156	 425	 hard	 right	 1	 5.479
tex	 1	 50	 6	 898	 -62	 369	 hard	 right	 1	 5.479
tex	 1	 50	 7	 796	 -164	 449	 hard	 right	 1	 5.479
tex	 1	 50	 8	 809	 -151	 431	 hard	 right	 1	 5.479
tex	 1	 50	 9	 659	 -301	 489	 hard	 right	 1	 5.479
tex	 1	 50	 10	 815	 -145	 425	 hard	 right	 1	 5.479
tex	 1	 50	 11	 650	 -310	 500	 hard	 right	 1	 5.479
tex	 1	 50	 12	 1082	 122	 619	 hard	 right	 1	 5.479
tex	 1	 50	 13	 969	 9	 642	 hard	 right	 1	 5.479
tex	 1	 50	 14	 1275	 315	 882	 hard	 right	 1	 5.479
tex	 1	 50	 15	 966	 6	 889	 hard	 right	 1	 5.479
tex	 1	 50	 16	 616	 -344	 880	 hard	 right	 1	 5.479
tex	 1	 50	 17	 511	 -449	 839	 hard	 right	 1	 5.479
tex	 1	 50	 18	 461	 -499	 706	 hard	 right	 1	 5.479
tex	 1	 50	 19	 495	 -465	 402	 hard	 right	 1	 5.479
tex	 1	 50	 20	 559	 -401	 222	 hard	 right	 1	 5.479
tex	 1	 50	 21	 468	 -492	 306	 hard	 right	 1	 5.479
tex	 1	 50	 22	 809	 -151	 327	 hard	 right	 1	 5.479
tex	 1	 51	 1	 938	 22	 533	 hard	 left	 1	 0.935
tex	 1	 51	 2	 829	 131	 580	 hard	 left	 1	 0.935
tex	 1	 51	 3	 1016	 -56	 673	 hard	 left	 1	 0.935
tex	 1	 51	 4	 1076	 -116	 769	 hard	 left	 1	 0.935
tex	 1	 51	 5	 1070	 -110	 749	 hard	 left	 1	 0.935
tex	 1	 52	 1	 945	 15	 566	 easy	 left	 1	 2.435
tex	 1	 52	 2	 951	 9	 612	 easy	 left	 1	 2.435
tex	 1	 52	 3	 1007	 -47	 659	 easy	 left	 1	 2.435
tex	 1	 52	 4	 738	 222	 480	 easy	 left	 1	 2.435
tex	 1	 52	 5	 1115	 -155	 784	 easy	 left	 1	 2.435
tex	 1	 52	 6	 922	 38	 739	 easy	 left	 1	 2.435
tex	 1	 52	 7	 823	 137	 689	 easy	 left	 1	 2.435
tex	 1	 52	 8	 668	 292	 640	 easy	 left	 1	 2.435
tex	 1	 52	 9	 1003	 -43	 808	 easy	 left	 1	 2.435
tex	 1	 52	 10	 1258	 -298	 683	 easy	 left	 1	 2.435
tex	 1	 52	 11	 1146	 -186	 635	 easy	 left	 1	 2.435
tex	 1	 52	 12	 1099	 -139	 446	 easy	 left	 1	 2.435
tex	 1	 53	 1	 879	 81	 542	 hard	 left	 1	 4.096
tex	 1	 53	 2	 932	 28	 533	 hard	 left	 1	 4.096
tex	 1	 53	 3	 1037	 -77	 578	 hard	 left	 1	 4.096
tex	 1	 53	 4	 1015	 -55	 708	 hard	 left	 1	 4.096
tex	 1	 53	 5	 1055	 -95	 755	 hard	 left	 1	 4.096
tex	 1	 53	 6	 1322	 -362	 255	 hard	 left	 1	 4.096
tex	 1	 53	 7	 1410	 -450	 916	 hard	 left	 1	 4.096
tex	 1	 53	 8	 1310	 -350	 840	 hard	 left	 1	 4.096
tex	 1	 53	 9	 587	 373	 772	 hard	 left	 1	 4.096
tex	 1	 53	 10	 466	 494	 462	 hard	 left	 1	 4.096
tex	 1	 53	 11	 997	 -37	 357	 hard	 left	 1	 4.096
tex	 1	 53	 12	 1014	 -54	 488	 hard	 left	 1	 4.096
tex	 1	 53	 13	 1144	 -184	 308	 hard	 left	 1	 4.096
tex	 1	 53	 14	 1077	 -117	 448	 hard	 left	 1	 4.096
tex	 1	 54	 1	 938	 -22	 520	 easy	 right	 1	 3.657
tex	 1	 54	 2	 803	 -157	 494	 easy	 right	 1	 3.657
tex	 1	 54	 3	 722	 -238	 552	 easy	 right	 1	 3.657
tex	 1	 54	 4	 577	 -383	 409	 easy	 right	 1	 3.657
tex	 1	 54	 5	 723	 -237	 601	 easy	 right	 1	 3.657
tex	 1	 54	 6	 715	 -245	 582	 easy	 right	 1	 3.657
tex	 1	 54	 7	 705	 -255	 560	 easy	 right	 1	 3.657
tex	 1	 54	 8	 725	 -235	 557	 easy	 right	 1	 3.657
tex	 1	 54	 9	 592	 -368	 474	 easy	 right	 1	 3.657
tex	 1	 54	 10	 1013	 53	 647	 easy	 right	 1	 3.657
tex	 1	 54	 11	 1300	 340	 759	 easy	 right	 1	 3.657
tex	 1	 54	 12	 971	 11	 773	 easy	 right	 1	 3.657
tex	 1	 54	 13	 803	 -157	 780	 easy	 right	 1	 3.657
tex	 1	 54	 14	 735	 -225	 500	 easy	 right	 1	 3.657
tex	 1	 55	 1	 947	 13	 545	 easy	 left	 1	 0.670
tex	 1	 55	 2	 691	 269	 863	 easy	 left	 1	 0.670
tex	 1	 55	 3	 711	 249	 848	 easy	 left	 1	 0.670
tex	 1	 56	 1	 925	 -35	 553	 easy	 right	 1	 2.196
tex	 1	 56	 2	 799	 -161	 606	 easy	 right	 1	 2.196
tex	 1	 56	 3	 649	 -311	 560	 easy	 right	 1	 2.196
tex	 1	 56	 4	 1320	 360	 505	 easy	 right	 1	 2.196
tex	 1	 56	 5	 1455	 495	 507	 easy	 right	 1	 2.196
tex	 1	 56	 6	 670	 -290	 610	 easy	 right	 1	 2.196
tex	 1	 56	 7	 510	 -450	 563	 easy	 right	 1	 2.196
tex	 1	 56	 8	 749	 -211	 471	 easy	 right	 1	 2.196
tex	 1	 56	 9	 663	 -297	 469	 easy	 right	 1	 2.196
tex	 1	 56	 10	 646	 -314	 550	 easy	 right	 1	 2.196
tex	 1	 57	 1	 942	 18	 537	 hard	 left	 1	 3.391
tex	 1	 57	 2	 1007	 -47	 495	 hard	 left	 1	 3.391
tex	 1	 57	 3	 989	 -29	 681	 hard	 left	 1	 3.391
tex	 1	 57	 4	 975	 -15	 659	 hard	 left	 1	 3.391
tex	 1	 57	 5	 1360	 -400	 573	 hard	 left	 1	 3.391
tex	 1	 57	 6	 1127	 -167	 891	 hard	 left	 1	 3.391
tex	 1	 57	 7	 1233	 -273	 495	 hard	 left	 1	 3.391
tex	 1	 57	 8	 1200	 -240	 478	 hard	 left	 1	 3.391
tex	 1	 57	 9	 1229	 -269	 475	 hard	 left	 1	 3.391
tex	 1	 57	 10	 1339	 -379	 258	 hard	 left	 1	 3.391
tex	 1	 57	 11	 679	 281	 307	 hard	 left	 1	 3.391
tex	 1	 57	 12	 575	 385	 592	 hard	 left	 1	 3.391
tex	 1	 58	 1	 950	 -10	 537	 hard	 right	 1	 2.456
tex	 1	 58	 2	 874	 -86	 522	 hard	 right	 1	 2.456
tex	 1	 58	 3	 911	 -49	 460	 hard	 right	 1	 2.456
tex	 1	 58	 4	 938	 -22	 635	 hard	 right	 1	 2.456
tex	 1	 58	 5	 524	 -436	 375	 hard	 right	 1	 2.456
tex	 1	 58	 6	 615	 -345	 461	 hard	 right	 1	 2.456
tex	 1	 58	 7	 1139	 179	 591	 hard	 right	 1	 2.456
tex	 1	 58	 8	 975	 15	 701	 hard	 right	 1	 2.456
tex	 1	 58	 9	 630	 -330	 839	 hard	 right	 1	 2.456
tex	 1	 59	 1	 950	 10	 545	 easy	 left	 1	 0.696
tex	 1	 59	 2	 558	 402	 731	 easy	 left	 1	 0.696
tex	 1	 59	 3	 530	 430	 736	 easy	 left	 1	 0.696
tex	 1	 60	 1	 954	 6	 552	 easy	 left	 1	 1.998
tex	 1	 60	 2	 901	 59	 585	 easy	 left	 1	 1.998
tex	 1	 60	 3	 1033	 -73	 769	 easy	 left	 1	 1.998
tex	 1	 60	 4	 550	 410	 851	 easy	 left	 1	 1.998
tex	 1	 60	 5	 1136	 -176	 843	 easy	 left	 1	 1.998
tex	 1	 60	 6	 1065	 -105	 455	 easy	 left	 1	 1.998
tex	 1	 60	 7	 979	 -19	 487	 easy	 left	 1	 1.998
tex	 1	 61	 1	 946	 14	 531	 hard	 left	 1	 4.427
tex	 1	 61	 2	 924	 36	 529	 hard	 left	 1	 4.427
tex	 1	 61	 3	 1071	 -111	 714	 hard	 left	 1	 4.427
tex	 1	 61	 4	 1458	 -498	 879	 hard	 left	 1	 4.427
tex	 1	 61	 5	 992	 -32	 752	 hard	 left	 1	 4.427
tex	 1	 61	 6	 1323	 -363	 820	 hard	 left	 1	 4.427
tex	 1	 61	 7	 1014	 -54	 604	 hard	 left	 1	 4.427
tex	 1	 61	 8	 1124	 -164	 337	 hard	 left	 1	 4.427
tex	 1	 61	 9	 1018	 -58	 557	 hard	 left	 1	 4.427
tex	 1	 61	 10	 978	 -18	 545	 hard	 left	 1	 4.427
tex	 1	 61	 11	 999	 -39	 630	 hard	 left	 1	 4.427
tex	 1	 61	 12	 1045	 -85	 393	 hard	 left	 1	 4.427
tex	 1	 61	 13	 628	 332	 525	 hard	 left	 1	 4.427
tex	 1	 61	 14	 621	 339	 670	 hard	 left	 1	 4.427
tex	 1	 61	 15	 1020	 -60	 737	 hard	 left	 1	 4.427
tex	 1	 62	 1	 953	 -7	 548	 easy	 right	 1	 0.608
tex	 1	 62	 2	 922	 -38	 549	 easy	 right	 1	 0.608
tex	 1	 62	 3	 1355	 395	 416	 easy	 right	 1	 0.608
tex	 1	 62	 4	 1404	 444	 429	 easy	 right	 1	 0.608
tex	 1	 64	 1	 949	 -11	 546	 easy	 right	 1	 0.631
tex	 1	 64	 2	 961	 1	 534	 easy	 right	 1	 0.631
tex	 1	 64	 3	 1257	 297	 564	 easy	 right	 1	 0.631
tex	 1	 64	 4	 1306	 346	 576	 easy	 right	 1	 0.631
tex	 1	 65	 1	 948	 12	 555	 hard	 left	 1	 2.965
tex	 1	 65	 2	 1036	 -76	 583	 hard	 left	 1	 2.965
tex	 1	 65	 3	 1218	 -258	 654	 hard	 left	 1	 2.965
tex	 1	 65	 4	 652	 308	 608	 hard	 left	 1	 2.965
tex	 1	 65	 5	 782	 178	 731	 hard	 left	 1	 2.965
tex	 1	 65	 6	 502	 458	 444	 hard	 left	 1	 2.965
tex	 1	 65	 7	 1042	 -82	 283	 hard	 left	 1	 2.965
tex	 1	 65	 8	 1201	 -241	 634	 hard	 left	 1	 2.965
tex	 1	 65	 9	 1155	 -195	 738	 hard	 left	 1	 2.965
tex	 1	 65	 10	 1263	 -303	 482	 hard	 left	 1	 2.965
tex	 1	 65	 11	 1397	 -437	 860	 hard	 left	 1	 2.965
tex	 1	 65	 12	 699	 261	 855	 hard	 left	 1	 2.965
tex	 1	 66	 1	 943	 -17	 539	 hard	 right	 1	 1.598
tex	 1	 66	 2	 833	 -127	 606	 hard	 right	 1	 1.598
tex	 1	 66	 3	 893	 -67	 656	 hard	 right	 1	 1.598
tex	 1	 66	 4	 517	 -443	 539	 hard	 right	 1	 1.598
tex	 1	 66	 5	 529	 -431	 242	 hard	 right	 1	 1.598
tex	 1	 66	 6	 505	 -455	 225	 hard	 right	 1	 1.598
tex	 1	 66	 7	 518	 -442	 215	 hard	 right	 1	 1.598
tex	 1	 67	 1	 935	 -25	 529	 easy	 right	 1	 2.251
tex	 1	 67	 2	 791	 -169	 603	 easy	 right	 1	 2.251
tex	 1	 67	 3	 616	 -344	 406	 easy	 right	 1	 2.251
tex	 1	 67	 4	 665	 -295	 586	 easy	 right	 1	 2.251
tex	 1	 67	 5	 692	 -268	 309	 easy	 right	 1	 2.251
tex	 1	 67	 6	 1172	 212	 477	 easy	 right	 1	 2.251
tex	 1	 67	 7	 1259	 299	 772	 easy	 right	 1	 2.251
tex	 1	 67	 8	 541	 -419	 539	 easy	 right	 1	 2.251
tex	 1	 67	 9	 463	 -497	 518	 easy	 right	 1	 2.251
tex	 1	 68	 1	 926	 -34	 525	 hard	 right	 1	 1.138
tex	 1	 68	 2	 955	 -5	 504	 hard	 right	 1	 1.138
tex	 1	 68	 3	 891	 -69	 526	 hard	 right	 1	 1.138
tex	 1	 68	 4	 626	 -334	 490	 hard	 right	 1	 1.138
tex	 1	 68	 5	 735	 -225	 260	 hard	 right	 1	 1.138
tex	 1	 68	 6	 752	 -208	 264	 hard	 right	 1	 1.138
tex	 1	 69	 1	 936	 24	 543	 easy	 left	 1	 3.605
tex	 1	 69	 2	 796	 164	 471	 easy	 left	 1	 3.605
tex	 1	 69	 3	 1023	 -63	 733	 easy	 left	 1	 3.605
tex	 1	 69	 4	 1119	 -159	 629	 easy	 left	 1	 3.605
tex	 1	 69	 5	 947	 13	 516	 easy	 left	 1	 3.605
tex	 1	 69	 6	 1100	 -140	 471	 easy	 left	 1	 3.605
tex	 1	 69	 7	 1279	 -319	 303	 easy	 left	 1	 3.605
tex	 1	 69	 8	 1069	 -109	 483	 easy	 left	 1	 3.605
tex	 1	 69	 9	 1144	 -184	 447	 easy	 left	 1	 3.605
tex	 1	 69	 10	 1067	 -107	 506	 easy	 left	 1	 3.605
tex	 1	 70	 1	 948	 -12	 550	 easy	 right	 1	 0.610
tex	 1	 70	 2	 915	 -45	 528	 easy	 right	 1	 0.610
tex	 1	 70	 3	 932	 -28	 521	 easy	 right	 1	 0.610
tex	 1	 70	 4	 1343	 383	 689	 easy	 right	 1	 0.610
tex	 1	 70	 5	 1369	 409	 697	 easy	 right	 1	 0.610
tex	 1	 71	 1	 946	 -14	 543	 easy	 right	 1	 1.759
tex	 1	 71	 2	 823	 -137	 593	 easy	 right	 1	 1.759
tex	 1	 71	 3	 545	 -415	 712	 easy	 right	 1	 1.759
tex	 1	 71	 4	 1137	 177	 707	 easy	 right	 1	 1.759
tex	 1	 71	 5	 760	 -200	 661	 easy	 right	 1	 1.759
tex	 1	 71	 6	 724	 -236	 549	 easy	 right	 1	 1.759
tex	 1	 72	 1	 939	 21	 556	 easy	 left	 1	 1.583
tex	 1	 72	 2	 1030	 -70	 576	 easy	 left	 1	 1.583
tex	 1	 72	 3	 1013	 -53	 414	 easy	 left	 1	 1.583
tex	 1	 72	 4	 1171	 -211	 624	 easy	 left	 1	 1.583
tex	 1	 72	 5	 1096	 -136	 631	 easy	 left	 1	 1.583
tex	 1	 73	 1	 941	 -19	 547	 easy	 right	 1	 0.591
tex	 1	 73	 2	 1017	 57	 786	 easy	 right	 1	 0.591
tex	 1	 73	 3	 1020	 60	 841	 easy	 right	 1	 0.591
tex	 1	 74	 1	 938	 22	 543	 easy	 left	 1	 1.849
tex	 1	 74	 2	 922	 38	 674	 easy	 left	 1	 1.849
tex	 1	 74	 3	 995	 -35	 582	 easy	 left	 1	 1.849
tex	 1	 74	 4	 864	 96	 525	 easy	 left	 1	 1.849
tex	 1	 74	 5	 1022	 -62	 762	 easy	 left	 1	 1.849
tex	 1	 74	 6	 1092	 -132	 441	 easy	 left	 1	 1.849
tex	 1	 74	 7	 532	 428	 318	 easy	 left	 1	 1.849
tex	 1	 74	 8	 1107	 -147	 302	 easy	 left	 1	 1.849
tex	 1	 75	 1	 928	 32	 519	 hard	 left	 1	 0.676
tex	 1	 75	 2	 946	 14	 527	 hard	 left	 1	 0.676
tex	 1	 75	 3	 1078	 -118	 372	 hard	 left	 1	 0.676
tex	 1	 75	 4	 1077	 -117	 355	 hard	 left	 1	 0.676
tex	 1	 76	 1	 957	 3	 528	 easy	 left	 1	 1.911
tex	 1	 76	 2	 1002	 -42	 392	 easy	 left	 1	 1.911
tex	 1	 76	 3	 688	 272	 512	 easy	 left	 1	 1.911
tex	 1	 76	 4	 985	 -25	 584	 easy	 left	 1	 1.911
tex	 1	 76	 5	 729	 231	 620	 easy	 left	 1	 1.911
tex	 1	 76	 6	 1113	 -153	 714	 easy	 left	 1	 1.911
tex	 1	 77	 1	 925	 35	 530	 hard	 left	 1	 0.546
tex	 1	 77	 2	 946	 14	 538	 hard	 left	 1	 0.546
tex	 1	 77	 3	 1029	 -69	 573	 hard	 left	 1	 0.546
tex	 1	 78	 1	 940	 -20	 550	 hard	 right	 1	 2.578
tex	 1	 78	 2	 1033	 73	 507	 hard	 right	 1	 2.578
tex	 1	 78	 3	 596	 -364	 472	 hard	 right	 1	 2.578
tex	 1	 78	 4	 589	 -371	 525	 hard	 right	 1	 2.578
tex	 1	 78	 5	 845	 -115	 519	 hard	 right	 1	 2.578
tex	 1	 78	 6	 617	 -343	 540	 hard	 right	 1	 2.578
tex	 1	 79	 1	 951	 9	 533	 easy	 left	 1	 0.476
tex	 1	 79	 2	 860	 100	 539	 easy	 left	 1	 0.476
tex	 1	 79	 3	 859	 101	 475	 easy	 left	 1	 0.476
tex	 1	 79	 4	 838	 122	 461	 easy	 left	 1	 0.476
tex	 1	 80	 1	 949	 -11	 558	 hard	 right	 0	 0.993
tex	 1	 80	 2	 889	 -71	 521	 hard	 right	 0	 0.993
tex	 1	 80	 3	 779	 -181	 495	 hard	 right	 0	 0.993
tex	 1	 81	 1	 947	 -13	 507	 hard	 right	 1	 2.991
tex	 1	 81	 2	 797	 -163	 480	 hard	 right	 1	 2.991
tex	 1	 81	 3	 795	 -165	 399	 hard	 right	 1	 2.991
tex	 1	 81	 4	 842	 -118	 337	 hard	 right	 1	 2.991
tex	 1	 81	 5	 646	 -314	 299	 hard	 right	 1	 2.991
tex	 1	 81	 6	 763	 -197	 482	 hard	 right	 1	 2.991
tex	 1	 81	 7	 631	 -329	 487	 hard	 right	 1	 2.991
tex	 1	 81	 8	 1101	 141	 502	 hard	 right	 1	 2.991
tex	 1	 81	 9	 1046	 86	 509	 hard	 right	 1	 2.991
tex	 1	 81	 10	 886	 -74	 572	 hard	 right	 1	 2.991
tex	 1	 81	 11	 737	 -223	 870	 hard	 right	 1	 2.991
tex	 1	 82	 1	 941	 -19	 535	 easy	 right	 1	 0.604
tex	 1	 82	 2	 970	 10	 464	 easy	 right	 1	 0.604
tex	 1	 82	 3	 1114	 154	 270	 easy	 right	 1	 0.604
tex	 1	 82	 4	 1156	 196	 242	 easy	 right	 1	 0.604
tex	 1	 83	 1	 954	 -6	 534	 easy	 right	 1	 2.153
tex	 1	 83	 2	 998	 38	 387	 easy	 right	 1	 2.153
tex	 1	 83	 3	 1081	 121	 330	 easy	 right	 1	 2.153
tex	 1	 83	 4	 735	 -225	 390	 easy	 right	 1	 2.153
tex	 1	 83	 5	 647	 -313	 297	 easy	 right	 1	 2.153
tex	 1	 83	 6	 738	 -222	 624	 easy	 right	 1	 2.153
tex	 1	 83	 7	 597	 -363	 683	 easy	 right	 1	 2.153
tex	 1	 83	 8	 848	 -112	 821	 easy	 right	 1	 2.153
tex	 1	 83	 9	 797	 -163	 827	 easy	 right	 1	 2.153
tex	 1	 83	 10	 816	 -144	 730	 easy	 right	 1	 2.153
tex	 1	 84	 1	 943	 17	 509	 easy	 left	 1	 0.639
tex	 1	 84	 2	 871	 89	 485	 easy	 left	 1	 0.639
tex	 1	 84	 3	 561	 399	 694	 easy	 left	 1	 0.639
tex	 1	 84	 4	 542	 418	 684	 easy	 left	 1	 0.639
tex	 1	 85	 1	 943	 17	 557	 easy	 left	 1	 0.554
tex	 1	 85	 2	 941	 19	 512	 easy	 left	 1	 0.554
tex	 1	 85	 3	 745	 215	 269	 easy	 left	 1	 0.554
tex	 1	 86	 1	 939	 21	 554	 hard	 left	 1	 1.542
tex	 1	 86	 2	 950	 10	 524	 hard	 left	 1	 1.542
tex	 1	 86	 3	 804	 156	 496	 hard	 left	 1	 1.542
tex	 1	 86	 4	 1220	 -260	 788	 hard	 left	 1	 1.542
tex	 1	 86	 5	 542	 418	 804	 hard	 left	 1	 1.542
tex	 1	 86	 6	 1282	 -322	 369	 hard	 left	 1	 1.542
tex	 1	 86	 7	 1075	 -115	 330	 hard	 left	 1	 1.542
tex	 1	 86	 8	 1370	 -410	 380	 hard	 left	 1	 1.542
tex	 1	 87	 1	 948	 -12	 523	 hard	 right	 1	 2.334
tex	 1	 87	 2	 958	 -2	 482	 hard	 right	 1	 2.334
tex	 1	 87	 3	 544	 -416	 483	 hard	 right	 1	 2.334
tex	 1	 87	 4	 701	 -259	 647	 hard	 right	 1	 2.334
tex	 1	 87	 5	 564	 -396	 658	 hard	 right	 1	 2.334
tex	 1	 87	 6	 458	 -502	 874	 hard	 right	 1	 2.334
tex	 1	 87	 7	 1224	 264	 470	 hard	 right	 1	 2.334
tex	 1	 87	 8	 1334	 374	 302	 hard	 right	 1	 2.334
tex	 1	 87	 9	 844	 -116	 243	 hard	 right	 1	 2.334
tex	 1	 88	 1	 944	 -16	 535	 easy	 right	 1	 0.589
tex	 1	 88	 2	 1228	 268	 554	 easy	 right	 1	 0.589
tex	 1	 88	 3	 1196	 236	 547	 easy	 right	 1	 0.589
tex	 1	 89	 1	 954	 -6	 543	 hard	 right	 1	 0.763
tex	 1	 89	 2	 855	 -105	 470	 hard	 right	 1	 0.763
tex	 1	 89	 3	 797	 -163	 341	 hard	 right	 1	 0.763
tex	 1	 89	 4	 752	 -208	 337	 hard	 right	 1	 0.763
tex	 1	 90	 1	 948	 12	 526	 hard	 left	 0	 1.657
tex	 1	 90	 2	 784	 176	 466	 hard	 left	 0	 1.657
tex	 1	 90	 3	 1098	 -138	 558	 hard	 left	 0	 1.657
tex	 1	 90	 4	 1368	 -408	 604	 hard	 left	 0	 1.657
tex	 1	 90	 5	 1007	 -47	 669	 hard	 left	 0	 1.657
tex	 1	 90	 6	 1126	 -166	 686	 hard	 left	 0	 1.657
tex	 1	 91	 1	 947	 13	 521	 easy	 left	 1	 0.565
tex	 1	 91	 2	 895	 65	 515	 easy	 left	 1	 0.565
tex	 1	 91	 3	 523	 437	 665	 easy	 left	 1	 0.565
tex	 1	 92	 1	 949	 -11	 543	 easy	 right	 1	 4.215
tex	 1	 92	 2	 631	 -329	 588	 easy	 right	 1	 4.215
tex	 1	 92	 3	 875	 -85	 656	 easy	 right	 1	 4.215
tex	 1	 92	 4	 1151	 191	 507	 easy	 right	 1	 4.215
tex	 1	 92	 5	 913	 -47	 467	 easy	 right	 1	 4.215
tex	 1	 92	 6	 1027	 67	 699	 easy	 right	 1	 4.215
tex	 1	 92	 7	 871	 -89	 586	 easy	 right	 1	 4.215
tex	 1	 92	 8	 1227	 267	 753	 easy	 right	 1	 4.215
tex	 1	 92	 9	 827	 -133	 616	 easy	 right	 1	 4.215
tex	 1	 92	 10	 757	 -203	 530	 easy	 right	 1	 4.215
tex	 1	 92	 11	 778	 -182	 512	 easy	 right	 1	 4.215
tex	 1	 92	 12	 1104	 144	 608	 easy	 right	 1	 4.215
tex	 1	 92	 13	 1292	 332	 856	 easy	 right	 1	 4.215
tex	 1	 92	 14	 1214	 254	 844	 easy	 right	 1	 4.215
tex	 1	 92	 15	 709	 -251	 866	 easy	 right	 1	 4.215
tex	 1	 92	 16	 465	 -495	 882	 easy	 right	 1	 4.215
tex	 1	 92	 17	 474	 -486	 327	 easy	 right	 1	 4.215
tex	 1	 93	 1	 948	 12	 527	 hard	 left	 1	 1.218
tex	 1	 93	 2	 975	 -15	 453	 hard	 left	 1	 1.218
tex	 1	 93	 3	 1111	 -151	 879	 hard	 left	 1	 1.218
tex	 1	 93	 4	 1144	 -184	 866	 hard	 left	 1	 1.218
tex	 1	 93	 5	 1119	 -159	 849	 hard	 left	 1	 1.218
tex	 1	 93	 6	 1134	 -174	 857	 hard	 left	 1	 1.218
tex	 1	 94	 1	 947	 13	 546	 hard	 left	 1	 2.185
tex	 1	 94	 2	 1011	 -51	 659	 hard	 left	 1	 2.185
tex	 1	 94	 3	 643	 317	 610	 hard	 left	 1	 2.185
tex	 1	 94	 4	 972	 -12	 809	 hard	 left	 1	 2.185
tex	 1	 94	 5	 1045	 -85	 366	 hard	 left	 1	 2.185
tex	 1	 94	 6	 962	 -2	 302	 hard	 left	 1	 2.185
tex	 1	 94	 7	 1303	 -343	 268	 hard	 left	 1	 2.185
tex	 1	 94	 8	 1056	 -96	 517	 hard	 left	 1	 2.185
tex	 1	 95	 1	 941	 19	 540	 easy	 left	 1	 0.848
tex	 1	 95	 2	 582	 378	 535	 easy	 left	 1	 0.848
tex	 1	 95	 3	 1287	 -327	 561	 easy	 left	 1	 0.848
tex	 1	 95	 4	 1311	 -351	 561	 easy	 left	 1	 0.848
tex	 1	 95	 5	 466	 494	 515	 easy	 left	 1	 0.848
tex	 1	 96	 1	 951	 9	 532	 hard	 left	 0	 3.302
tex	 1	 96	 2	 817	 143	 527	 hard	 left	 0	 3.302
tex	 1	 96	 3	 963	 -3	 600	 hard	 left	 0	 3.302
tex	 1	 96	 4	 819	 141	 429	 hard	 left	 0	 3.302
tex	 1	 96	 5	 458	 502	 460	 hard	 left	 0	 3.302
tex	 1	 96	 6	 1065	 -105	 667	 hard	 left	 0	 3.302
tex	 1	 96	 7	 1123	 -163	 532	 hard	 left	 0	 3.302
tex	 1	 96	 8	 998	 -38	 529	 hard	 left	 0	 3.302
tex	 1	 96	 9	 1318	 -358	 462	 hard	 left	 0	 3.302
tex	 1	 96	 10	 1017	 -57	 371	 hard	 left	 0	 3.302
tex	 1	 96	 11	 1005	 -45	 630	 hard	 left	 0	 3.302
tex	 2	 17	 1	 960	 0	 555	 hard	 right	 1	 1.181
tex	 2	 17	 2	 860	 -100	 510	 hard	 right	 1	 1.181
tex	 2	 17	 3	 903	 -57	 605	 hard	 right	 1	 1.181
tex	 2	 17	 4	 622	 -338	 461	 hard	 right	 1	 1.181
tex	 2	 18	 1	 934	 -26	 542	 hard	 right	 1	 1.884
tex	 2	 18	 2	 812	 -148	 542	 hard	 right	 1	 1.884
tex	 2	 18	 3	 876	 -84	 657	 hard	 right	 1	 1.884
tex	 2	 18	 4	 571	 -389	 631	 hard	 right	 1	 1.884
tex	 2	 18	 5	 768	 -192	 740	 hard	 right	 1	 1.884
tex	 2	 18	 6	 767	 -193	 751	 hard	 right	 1	 1.884
tex	 2	 19	 1	 965	 5	 543	 easy	 right	 1	 1.117
tex	 2	 19	 2	 909	 -51	 566	 easy	 right	 1	 1.117
tex	 2	 19	 3	 993	 33	 511	 easy	 right	 1	 1.117
tex	 2	 19	 4	 1212	 252	 353	 easy	 right	 1	 1.117
tex	 2	 19	 5	 1233	 273	 348	 easy	 right	 1	 1.117
tex	 2	 20	 1	 959	 -1	 569	 hard	 right	 0	 1.611
tex	 2	 20	 2	 914	 -46	 570	 hard	 right	 0	 1.611
