observer,cd,bk,t,n,hetero_fix,ts
d16,brief,block 2,171,3,0,1.7708333333333333
d16,brief,block 2,171,4,0,1.7708333333333333
d16,brief,block 2,171,5,1,1.7708333333333333
d16,brief,block 2,171,6,1,1.7708333333333333
d16,brief,block 2,172,2,0,1.78125
d16,brief,block 2,172,3,0,1.78125
d16,brief,block 2,173,2,0,1.7916666666666667
d16,brief,block 2,173,3,0,1.7916666666666667
d16,brief,block 2,173,4,1,1.7916666666666667
d16,brief,block 2,173,5,1,1.7916666666666667
d16,brief,block 2,173,6,1,1.7916666666666667
d16,brief,block 2,174,2,1,1.8020833333333333
d16,brief,block 2,174,3,0,1.8020833333333333
d16,brief,block 2,174,4,0,1.8020833333333333
d16,brief,block 2,174,5,1,1.8020833333333333
d16,brief,block 2,174,6,1,1.8020833333333333
d16,brief,block 2,175,2,1,1.8125
d16,brief,block 2,175,3,0,1.8125
d16,brief,block 2,175,4,0,1.8125
d16,brief,block 2,175,5,0,1.8125
d16,brief,block 2,175,6,0,1.8125
d16,brief,block 2,176,2,0,1.8229166666666667
d16,brief,block 2,176,3,0,1.8229166666666667
d16,brief,block 2,177,2,0,1.8333333333333333
d16,brief,block 2,177,3,1,1.8333333333333333
d16,brief,block 2,177,4,1,1.8333333333333333
d16,brief,block 2,177,5,1,1.8333333333333333
d16,brief,block 2,177,6,1,1.8333333333333333
d16,brief,block 2,178,2,0,1.84375
d16,brief,block 2,178,3,0,1.84375
d16,brief,block 2,178,4,1,1.84375
d16,brief,block 2,178,5,1,1.84375
d16,brief,block 2,178,6,1,1.84375
d16,brief,block 2,179,2,0,1.8541666666666667
d16,brief,block 2,179,3,0,1.8541666666666667
d16,brief,block 2,180,2,1,1.8645833333333333
d16,brief,block 2,180,3,0,1.8645833333333333
d16,brief,block 2,180,4,0,1.8645833333333333
d16,brief,block 2,180,5,1,1.8645833333333333
d16,brief,block 2,180,6,1,1.8645833333333333
d16,brief,block 2,181,2,0,1.875
d16,brief,block 2,182,2,1,1.8854166666666667
d16,brief,block 2,182,3,0,1.8854166666666667
d16,brief,block 2,182,4,0,1.8854166666666667
d16,brief,block 2,182,5,1,1.8854166666666667
d16,brief,block 2,182,6,1,1.8854166666666667
d16,brief,block 2,183,2,1,1.8958333333333333
d16,brief,block 2,183,3,0,1.8958333333333333
d16,brief,block 2,183,4,0,1.8958333333333333
d16,brief,block 2,183,5,0,1.8958333333333333
d16,brief,block 2,183,6,0,1.8958333333333333
d16,brief,block 2,184,2,1,1.90625
d16,brief,block 2,184,3,0,1.90625
d16,brief,block 2,184,4,1,1.90625
d16,brief,block 2,184,5,1,1.90625
d16,brief,block 2,184,6,1,1.90625
d16,brief,block 2,185,2,1,1.9166666666666667
d16,brief,block 2,185,3,0,1.9166666666666667
d16,brief,block 2,185,4,0,1.9166666666666667
d16,brief,block 2,185,5,1,1.9166666666666667
d16,brief,block 2,185,6,1,1.9166666666666667
d16,brief,block 2,186,2,1,1.9270833333333333
d16,brief,block 2,186,3,0,1.9270833333333333
d16,brief,block 2,186,4,1,1.9270833333333333
d16,brief,block 2,186,5,1,1.9270833333333333
d16,brief,block 2,186,6,1,1.9270833333333333
d16,brief,block 2,187,2,0,1.9375
d16,brief,block 2,187,3,1,1.9375
d16,brief,block 2,187,4,1,1.9375
d16,brief,block 2,187,5,1,1.9375
d16,brief,block 2,187,6,1,1.9375
d16,brief,block 2,188,2,0,1.9479166666666667
d16,brief,block 2,189,2,1,1.9583333333333333
d16,brief,block 2,189,3,0,1.9583333333333333
d16,brief,block 2,189,4,1,1.9583333333333333
d16,brief,block 2,189,5,0,1.9583333333333333
d16,brief,block 2,189,6,1,1.9583333333333333
d16,brief,block 2,190,2,1,1.96875
d16,brief,block 2,190,3,0,1.96875
d16,brief,block 2,190,4,0,1.96875
d16,brief,block 2,191,2,0,1.9791666666666667
d16,brief,block 2,191,3,0,1.9791666666666667
d16,brief,block 2,191,4,1,1.9791666666666667
d16,brief,block 2,191,5,1,1.9791666666666667
d16,brief,block 2,191,6,1,1.9791666666666667
d16,brief,block 2,192,2,0,1.9895833333333333
d16,brief,block 2,192,3,0,1.9895833333333333
d16,long,block 1,1,2,0,0
d16,long,block 1,1,3,1,0
d16,long,block 1,1,4,1,0
d16,long,block 1,1,5,1,0
d16,long,block 1,1,6,1,0
d16,long,block 1,2,2,1,0.010416666666666666
d16,long,block 1,2,3,1,0.010416666666666666
d16,long,block 1,2,4,1,0.010416666666666666
d16,long,block 1,2,5,1,0.010416666666666666
d16,long,block 1,2,6,1,0.010416666666666666
d16,long,block 1,3,2,1,0.020833333333333332
d16,long,block 1,3,3,1,0.020833333333333332
d16,long,block 1,3,4,1,0.020833333333333332
d16,long,block 1,3,5,0,0.020833333333333332
d16,long,block 1,3,6,0,0.020833333333333332
d16,long,block 1,4,2,1,0.03125
d16,long,block 1,4,3,0,0.03125
d16,long,block 1,4,4,0,0.03125
d16,long,block 1,4,5,0,0.03125
d16,long,block 1,4,6,0,0.03125
d16,long,block 1,5,2,1,0.041666666666666664
d16,long,block 1,5,3,0,0.041666666666666664
d16,long,block 1,5,4,0,0.041666666666666664
d16,long,block 1,5,5,0,0.041666666666666664
d16,long,block 1,5,6,0,0.041666666666666664
d16,long,block 1,6,2,0,0.052083333333333336
d16,long,block 1,6,3,1,0.052083333333333336
d16,long,block 1,6,4,0,0.052083333333333336
d16,long,block 1,6,5,0,0.052083333333333336
d16,long,block 1,6,6,0,0.052083333333333336
d16,long,block 1,7,2,1,0.0625
d16,long,block 1,7,3,0,0.0625
d16,long,block 1,7,4,0,0.0625
d16,long,block 1,7,5,0,0.0625
d16,long,block 1,7,6,0,0.0625
d16,long,block 1,8,2,1,0.07291666666666667
d16,long,block 1,8,3,1,0.07291666666666667
d16,long,block 1,8,4,1,0.07291666666666667
d16,long,block 1,8,5,1,0.07291666666666667
d16,long,block 1,8,6,0,0.07291666666666667
d16,long,block 1,9,2,0,0.08333333333333333
d16,long,block 1,9,3,1,0.08333333333333333
d16,long,block 1,9,4,1,0.08333333333333333
d16,long,block 1,9,5,1,0.08333333333333333
d16,long,block 1,9,6,0,0.08333333333333333
d16,long,block 1,10,2,0,0.09375
d16,long,block 1,10,3,0,0.09375
d16,long,block 1,10,4,0,0.09375
d16,long,block 1,10,5,0,0.09375
d16,long,block 1,10,6,0,0.09375
d16,long,block 1,11,2,1,0.10416666666666667
d16,long,block 1,11,3,1,0.10416666666666667
d16,long,block 1,11,4,1,0.10416666666666667
d16,long,block 1,11,5,1,0.10416666666666667
d16,long,block 1,11,6,1,0.10416666666666667
d16,long,block 1,12,2,1,0.11458333333333333
d16,long,block 1,12,3,1,0.11458333333333333
d16,long,block 1,12,4,1,0.11458333333333333
d16,long,block 1,12,5,1,0.11458333333333333
d16,long,block 1,12,6,0,0.11458333333333333
d16,long,block 1,13,2,1,0.125
d16,long,block 1,13,3,1,0.125
d16,long,block 1,13,4,0,0.125
d16,long,block 1,13,5,0,0.125
d16,long,block 1,13,6,0,0.125
d16,long,block 1,14,2,1,0.13541666666666666
d16,long,block 1,14,3,0,0.13541666666666666
d16,long,block 1,14,4,0,0.13541666666666666
d16,long,block 1,14,5,0,0.13541666666666666
d16,long,block 1,14,6,0,0.13541666666666666
d16,long,block 1,15,2,1,0.14583333333333334
d16,long,block 1,15,3,1,0.14583333333333334
d16,long,block 1,15,4,1,0.14583333333333334
d16,long,block 1,15,5,1,0.14583333333333334
d16,long,block 1,15,6,0,0.14583333333333334
d16,long,block 1,16,2,1,0.15625
d16,long,block 1,16,3,0,0.15625
d16,long,block 1,16,4,0,0.15625
d16,long,block 1,16,5,0,0.15625
d16,long,block 1,16,6,0,0.15625
d16,long,block 1,17,2,0,0.16666666666666666
d16,long,block 1,17,3,0,0.16666666666666666
d16,long,block 1,17,4,0,0.16666666666666666
d16,long,block 1,18,2,0,0.17708333333333334
d16,long,block 1,18,3,0,0.17708333333333334
d16,long,block 1,18,4,0,0.17708333333333334
d16,long,block 1,19,2,1,0.1875
d16,long,block 1,19,3,0,0.1875
d16,long,block 1,19,4,0,0.1875
d16,long,block 1,19,5,0,0.1875
d16,long,block 1,19,6,0,0.1875
d16,long,block 1,20,2,1,0.19791666666666666
d16,long,block 1,20,3,0,0.19791666666666666
d16,long,block 1,20,4,0,0.19791666666666666
d16,long,block 1,20,5,0,0.19791666666666666
d16,long,block 1,21,2,0,0.20833333333333334
d16,long,block 1,21,3,0,0.20833333333333334
d16,long,block 1,21,4,0,0.20833333333333334
d16,long,block 1,21,5,0,0.20833333333333334
d16,long,block 1,21,6,0,0.20833333333333334
d16,long,block 1,22,2,0,0.21875
d16,long,block 1,22,3,0,0.21875
d16,long,block 1,23,2,1,0.22916666666666666
d16,long,block 1,23,3,0,0.22916666666666666
d16,long,block 1,23,4,0,0.22916666666666666
d16,long,block 1,23,5,0,0.22916666666666666
d16,long,block 1,23,6,0,0.22916666666666666
d16,long,block 1,24,2,1,0.23958333333333334
d16,long,block 1,24,3,0,0.23958333333333334
d16,long,block 1,24,4,0,0.23958333333333334
d16,long,block 1,24,5,0,0.23958333333333334
d16,long,block 1,24,6,1,0.23958333333333334
d16,long,block 1,25,2,1,0.25
d16,long,block 1,25,3,0,0.25
d16,long,block 1,25,4,0,0.25
d16,long,block 1,25,5,0,0.25
d16,long,block 1,25,6,0,0.25
d16,long,block 1,26,2,0,0.2604166666666667
d16,long,block 1,26,3,0,0.2604166666666667
d16,long,block 1,26,4,0,0.2604166666666667
d16,long,block 1,27,2,0,0.2708333333333333
d16,long,block 1,27,3,0,0.2708333333333333
d16,long,block 1,27,4,0,0.2708333333333333
d16,long,block 1,27,5,0,0.2708333333333333
d16,long,block 1,27,6,0,0.2708333333333333
d16,long,block 1,28,2,0,0.28125
d16,long,block 1,28,3,1,0.28125
d16,long,block 1,28,4,0,0.28125
d16,long,block 1,28,5,0,0.28125
d16,long,block 1,28,6,0,0.28125
d16,long,block 1,29,2,1,0.2916666666666667
d16,long,block 1,29,3,0,0.2916666666666667
d16,long,block 1,29,4,0,0.2916666666666667
d16,long,block 1,29,5,1,0.2916666666666667
d16,long,block 1,29,6,1,0.2916666666666667
d16,long,block 1,30,2,0,0.3020833333333333
d16,long,block 1,30,3,0,0.3020833333333333
d16,long,block 1,30,4,0,0.3020833333333333
d16,long,block 1,30,5,0,0.3020833333333333
d16,long,block 1,30,6,0,0.3020833333333333
d16,long,block 1,31,2,1,0.3125
d16,long,block 1,31,3,0,0.3125
d16,long,block 1,31,4,0,0.3125
d16,long,block 1,31,5,0,0.3125
d16,long,block 1,31,6,0,0.3125
d16,long,block 1,32,2,1,0.3229166666666667
d16,long,block 1,32,3,0,0.3229166666666667
d16,long,block 1,32,4,0,0.3229166666666667
d16,long,block 1,32,5,0,0.3229166666666667
d16,long,block 1,32,6,0,0.3229166666666667
d16,long,block 1,33,2,0,0.3333333333333333
d16,long,block 1,33,3,0,0.3333333333333333
d16,long,block 1,33,4,0,0.3333333333333333
d16,long,block 1,33,5,0,0.3333333333333333
d16,long,block 1,33,6,0,0.3333333333333333
d16,long,block 1,34,2,1,0.34375
d16,long,block 1,34,3,1,0.34375
d16,long,block 1,34,4,1,0.34375
d16,long,block 1,34,5,0,0.34375
d16,long,block 1,34,6,0,0.34375
d16,long,block 1,35,2,0,0.3541666666666667
d16,long,block 1,35,3,0,0.3541666666666667
d16,long,block 1,35,4,0,0.3541666666666667
d16,long,block 1,35,5,0,0.3541666666666667
d16,long,block 1,35,6,0,0.3541666666666667
d16,long,block 1,36,2,1,0.3645833333333333
d16,long,block 1,36,3,0,0.3645833333333333
d16,long,block 1,36,4,0,0.3645833333333333
d16,long,block 1,36,5,0,0.3645833333333333
d16,long,block 1,36,6,0,0.3645833333333333
d16,long,block 1,37,2,1,0.375
d16,long,block 1,37,3,0,0.375
d16,long,block 1,37,4,0,0.375
d16,long,block 1,37,5,0,0.375
d16,long,block 1,37,6,0,0.375
d16,long,block 1,39,2,1,0.3958333333333333
d16,long,block 1,39,3,1,0.3958333333333333
d16,long,block 1,39,4,1,0.3958333333333333
d16,long,block 1,39,5,0,0.3958333333333333
d16,long,block 1,39,6,0,0.3958333333333333
d16,long,block 1,40,2,0,0.40625
d16,long,block 1,40,3,0,0.40625
d16,long,block 1,40,4,0,0.40625
d16,long,block 1,40,5,0,0.40625
d16,long,block 1,40,6,0,0.40625
d16,long,block 1,41,2,1,0.4166666666666667
d16,long,block 1,41,3,0,0.4166666666666667
d16,long,block 1,41,4,0,0.4166666666666667
d16,long,block 1,41,5,0,0.4166666666666667
d16,long,block 1,41,6,0,0.4166666666666667
d16,long,block 1,42,2,0,0.4270833333333333
d16,long,block 1,42,3,0,0.4270833333333333
d16,long,block 1,42,4,0,0.4270833333333333
d16,long,block 1,42,5,0,0.4270833333333333
d16,long,block 1,42,6,0,0.4270833333333333
d16,long,block 1,43,2,0,0.4375
d16,long,block 1,43,3,0,0.4375
d16,long,block 1,43,4,0,0.4375
d16,long,block 1,43,5,0,0.4375
d16,long,block 1,43,6,0,0.4375
d16,long,block 1,44,2,1,0.4479166666666667
d16,long,block 1,44,3,1,0.4479166666666667
d16,long,block 1,44,4,0,0.4479166666666667
d16,long,block 1,44,5,0,0.4479166666666667
d16,long,block 1,44,6,0,0.4479166666666667
d16,long,block 1,45,2,1,0.4583333333333333
d16,long,block 1,45,3,1,0.4583333333333333
d16,long,block 1,45,4,1,0.4583333333333333
d16,long,block 1,45,5,1,0.4583333333333333
d16,long,block 1,45,6,1,0.4583333333333333
d16,long,block 1,46,2,1,0.46875
d16,long,block 1,46,3,1,0.46875
d16,long,block 1,46,4,0,0.46875
d16,long,block 1,46,5,0,0.46875
d16,long,block 1,46,6,0,0.46875
d16,long,block 1,47,2,1,0.4791666666666667
d16,long,block 1,47,3,1,0.4791666666666667
d16,long,block 1,47,4,1,0.4791666666666667
d16,long,block 1,47,5,1,0.4791666666666667
d16,long,block 1,47,6,1,0.4791666666666667
d16,long,block 1,48,2,1,0.4895833333333333
d16,long,block 1,48,3,0,0.4895833333333333
d16,long,block 1,48,4,0,0.4895833333333333
d16,long,block 1,48,5,0,0.4895833333333333
d16,long,block 1,48,6,0,0.4895833333333333
d16,long,block 1,49,2,0,0.5
d16,long,block 1,49,3,0,0.5
d16,long,block 1,49,4,0,0.5
d16,long,block 1,49,5,0,0.5
d16,long,block 1,49,6,1,0.5
d16,long,block 1,50,2,0,0.5104166666666666
d16,long,block 1,50,3,0,0.5104166666666666
d16,long,block 1,50,4,1,0.5104166666666666
d16,long,block 1,50,5,1,0.5104166666666666
d16,long,block 1,50,6,1,0.5104166666666666
d16,long,block 1,51,2,1,0.5208333333333334
d16,long,block 1,51,3,1,0.5208333333333334
d16,long,block 1,51,4,1,0.5208333333333334
d16,long,block 1,51,5,1,0.5208333333333334
d16,long,block 1,51,6,1,0.5208333333333334
d16,long,block 1,52,2,1,0.53125
d16,long,block 1,52,3,1,0.53125
d16,long,block 1,52,4,1,0.53125
d16,long,block 1,52,5,1,0.53125
d16,long,block 1,52,6,1,0.53125
d16,long,block 1,53,2,1,0.5416666666666666
d16,long,block 1,53,3,1,0.5416666666666666
d16,long,block 1,53,4,0,0.5416666666666666
d16,long,block 1,53,5,0,0.5416666666666666
d16,long,block 1,53,6,0,0.5416666666666666
d16,long,block 1,54,2,1,0.5520833333333334
d16,long,block 1,54,3,1,0.5520833333333334
d16,long,block 1,54,4,0,0.5520833333333334
d16,long,block 1,54,5,0,0.5520833333333334
d16,long,block 1,54,6,0,0.5520833333333334
d16,long,block 1,55,2,0,0.5625
d16,long,block 1,55,3,0,0.5625
d16,long,block 1,55,4,0,0.5625
d16,long,block 1,55,5,0,0.5625
d16,long,block 1,55,6,0,0.5625
d16,long,block 1,56,2,0,0.5729166666666666
d16,long,block 1,56,3,0,0.5729166666666666
d16,long,block 1,56,4,0,0.5729166666666666
d16,long,block 1,56,5,0,0.5729166666666666
d16,long,block 1,56,6,1,0.5729166666666666
d16,long,block 1,57,2,1,0.5833333333333334
d16,long,block 1,57,3,1,0.5833333333333334
d16,long,block 1,57,4,0,0.5833333333333334
d16,long,block 1,57,5,0,0.5833333333333334
d16,long,block 1,58,2,0,0.59375
d16,long,block 1,58,3,0,0.59375
d16,long,block 1,58,4,0,0.59375
d16,long,block 1,58,5,0,0.59375
d16,long,block 1,58,6,1,0.59375
d16,long,block 1,59,2,0,0.6041666666666666
d16,long,block 1,59,3,0,0.6041666666666666
d16,long,block 1,59,4,0,0.6041666666666666
d16,long,block 1,60,2,0,0.6145833333333334
d16,long,block 1,60,3,0,0.6145833333333334
d16,long,block 1,60,4,0,0.6145833333333334
d16,long,block 1,60,5,1,0.6145833333333334
d16,long,block 1,60,6,1,0.6145833333333334
d16,long,block 1,61,2,1,0.625
d16,long,block 1,61,3,1,0.625
d16,long,block 1,61,4,0,0.625
d16,long,block 1,61,5,0,0.625
d16,long,block 1,62,2,0,0.6354166666666666
d16,long,block 1,62,3,0,0.6354166666666666
d16,long,block 1,62,4,0,0.6354166666666666
d16,long,block 1,62,5,1,0.6354166666666666
d16,long,block 1,62,6,0,0.6354166666666666
d16,long,block 1,63,2,1,0.6458333333333334
d16,long,block 1,63,3,0,0.6458333333333334
d16,long,block 1,63,4,0,0.6458333333333334
d16,long,block 1,64,2,0,0.65625
d16,long,block 1,64,3,0,0.65625
d16,long,block 1,64,4,0,0.65625
d16,long,block 1,64,5,0,0.65625
d16,long,block 1,64,6,0,0.65625
d16,long,block 1,65,2,1,0.6666666666666666
d16,long,block 1,65,3,0,0.6666666666666666
d16,long,block 1,65,4,0,0.6666666666666666
d16,long,block 1,65,5,1,0.6666666666666666
d16,long,block 1,65,6,1,0.6666666666666666
d16,long,block 1,66,2,0,0.6770833333333334
d16,long,block 1,66,3,0,0.6770833333333334
d16,long,block 1,67,2,0,0.6875
d16,long,block 1,67,3,0,0.6875
d16,long,block 1,67,4,0,0.6875
d16,long,block 1,68,2,0,0.6979166666666666
d16,long,block 1,68,3,0,0.6979166666666666
d16,long,block 1,68,4,0,0.6979166666666666
d16,long,block 1,68,5,1,0.6979166666666666
d16,long,block 1,68,6,1,0.6979166666666666
d16,long,block 1,69,2,1,0.7083333333333334
d16,long,block 1,69,3,0,0.7083333333333334
d16,long,block 1,69,4,0,0.7083333333333334
d16,long,block 1,69,5,0,0.7083333333333334
d16,long,block 1,69,6,1,0.7083333333333334
d16,long,block 1,70,2,1,0.71875
d16,long,block 1,70,3,0,0.71875
d16,long,block 1,70,4,0,0.71875
d16,long,block 1,71,2,0,0.7291666666666666
d16,long,block 1,71,3,0,0.7291666666666666
d16,long,block 1,72,2,1,0.7395833333333334
d16,long,block 1,72,3,0,0.7395833333333334
d16,long,block 1,72,4,0,0.7395833333333334
d16,long,block 1,73,2,0,0.75
d16,long,block 1,73,3,0,0.75
d16,long,block 1,73,4,0,0.75
d16,long,block 1,73,5,0,0.75
d16,long,block 1,73,6,0,0.75
d16,long,block 1,74,2,1,0.7604166666666666
d16,long,block 1,74,3,1,0.7604166666666666
d16,long,block 1,74,4,0,0.7604166666666666
d16,long,block 1,74,5,0,0.7604166666666666
d16,long,block 1,74,6,0,0.7604166666666666
d16,long,block 1,75,2,0,0.7708333333333334
d16,long,block 1,75,3,0,0.7708333333333334
d16,long,block 1,75,4,0,0.7708333333333334
d16,long,block 1,75,5,0,0.7708333333333334
d16,long,block 1,75,6,1,0.7708333333333334
d16,long,block 1,76,2,0,0.78125
d16,long,block 1,76,3,0,0.78125
d16,long,block 1,76,4,0,0.78125
d16,long,block 1,76,5,1,0.78125
d16,long,block 1,76,6,1,0.78125
d16,long,block 1,77,2,1,0.7916666666666666
d16,long,block 1,77,3,0,0.7916666666666666
d16,long,block 1,77,4,0,0.7916666666666666
d16,long,block 1,77,5,0,0.7916666666666666
d16,long,block 1,78,2,1,0.8020833333333334
d16,long,block 1,78,3,0,0.8020833333333334
d16,long,block 1,78,4,0,0.8020833333333334
d16,long,block 1,78,5,0,0.8020833333333334
d16,long,block 1,78,6,0,0.8020833333333334
d16,long,block 1,79,2,1,0.8125
d16,long,block 1,79,3,1,0.8125
d16,long,block 1,79,4,0,0.8125
d16,long,block 1,79,5,0,0.8125
d16,long,block 1,79,6,1,0.8125
d16,long,block 1,80,2,0,0.8229166666666666
d16,long,block 1,80,3,0,0.8229166666666666
d16,long,block 1,80,4,0,0.8229166666666666
d16,long,block 1,80,5,1,0.8229166666666666
d16,long,block 1,80,6,1,0.8229166666666666
d16,long,block 1,81,2,1,0.8333333333333334
d16,long,block 1,81,3,0,0.8333333333333334
d16,long,block 1,81,4,0,0.8333333333333334
d16,long,block 1,81,5,1,0.8333333333333334
d16,long,block 1,81,6,1,0.8333333333333334
d16,long,block 1,82,2,0,0.84375
d16,long,block 1,82,3,1,0.84375
d16,long,block 1,82,4,1,0.84375
d16,long,block 1,82,5,1,0.84375
d16,long,block 1,82,6,1,0.84375
d16,long,block 1,83,2,0,0.8541666666666666
d16,long,block 1,83,3,0,0.8541666666666666
d16,long,block 1,83,4,1,0.8541666666666666
d16,long,block 1,83,5,1,0.8541666666666666
d16,long,block 1,83,6,1,0.8541666666666666
d16,long,block 1,84,2,0,0.8645833333333334
d16,long,block 1,84,3,0,0.8645833333333334
d16,long,block 1,85,2,0,0.875
d16,long,block 1,85,3,0,0.875
d16,long,block 1,86,2,0,0.8854166666666666
d16,long,block 1,86,3,0,0.8854166666666666
d16,long,block 1,86,4,1,0.8854166666666666
d16,long,block 1,86,5,1,0.8854166666666666
d16,long,block 1,86,6,1,0.8854166666666666
d16,long,block 1,87,2,1,0.8958333333333334
d16,long,block 1,87,3,1,0.8958333333333334
d16,long,block 1,87,4,0,0.8958333333333334
d16,long,block 1,88,2,0,0.90625
d16,long,block 1,88,3,0,0.90625
d16,long,block 1,89,2,0,0.9166666666666666
d16,long,block 1,89,3,0,0.9166666666666666
d16,long,block 1,89,4,1,0.9166666666666666
d16,long,block 1,89,5,1,0.9166666666666666
d16,long,block 1,89,6,1,0.9166666666666666
d16,long,block 1,90,2,0,0.9270833333333334
d16,long,block 1,90,3,0,0.9270833333333334
d16,long,block 1,90,4,0,0.9270833333333334
d16,long,block 1,90,5,0,0.9270833333333334
d16,long,block 1,90,6,1,0.9270833333333334
d16,long,block 1,91,2,0,0.9375
d16,long,block 1,91,3,0,0.9375
d16,long,block 1,91,4,0,0.9375
d16,long,block 1,91,5,1,0.9375
d16,long,block 1,91,6,1,0.9375
d16,long,block 1,92,2,1,0.9479166666666666
d16,long,block 1,92,3,0,0.9479166666666666
d16,long,block 1,92,4,0,0.9479166666666666
d16,long,block 1,92,5,0,0.9479166666666666
d16,long,block 1,92,6,1,0.9479166666666666
d16,long,block 1,93,2,0,0.9583333333333334
d16,long,block 1,93,3,0,0.9583333333333334
d16,long,block 1,93,4,0,0.9583333333333334
d16,long,block 1,93,5,0,0.9583333333333334
d16,long,block 1,93,6,0,0.9583333333333334
d16,long,block 1,94,2,0,0.96875
d16,long,block 1,94,3,0,0.96875
d16,long,block 1,94,4,0,0.96875
d16,long,block 1,94,5,0,0.96875
d16,long,block 1,94,6,1,0.96875
d16,long,block 1,95,2,1,0.9791666666666666
d16,long,block 1,95,3,0,0.9791666666666666
d16,long,block 1,95,4,0,0.9791666666666666
d16,long,block 1,95,5,0,0.9791666666666666
d16,long,block 1,95,6,0,0.9791666666666666
d16,long,block 1,96,2,1,0.9895833333333334
d16,long,block 1,96,3,1,0.9895833333333334
d16,long,block 1,96,4,0,0.9895833333333334
d16,long,block 1,96,5,0,0.9895833333333334
d16,long,block 1,96,6,1,0.9895833333333334
d17,brief,block 1,1,2,1,0
d17,brief,block 1,1,3,0,0
d17,brief,block 1,1,4,0,0
d17,brief,block 1,1,5,0,0
d17,brief,block 1,1,6,0,0
d17,brief,block 1,2,2,1,0.010416666666666666
d17,brief,block 1,2,3,0,0.010416666666666666
d17,brief,block 1,2,4,0,0.010416666666666666
d17,brief,block 1,2,5,0,0.010416666666666666
d17,brief,block 1,2,6,0,0.010416666666666666
d17,brief,block 1,3,2,1,0.020833333333333332
d17,brief,block 1,3,3,0,0.020833333333333332
d17,brief,block 1,3,4,0,0.020833333333333332
d17,brief,block 1,3,5,0,0.020833333333333332
d17,brief,block 1,3,6,0,0.020833333333333332
d17,brief,block 1,4,2,1,0.03125
d17,brief,block 1,4,3,0,0.03125
d17,brief,block 1,4,4,0,0.03125
d17,brief,block 1,4,5,0,0.03125
d17,brief,block 1,4,6,0,0.03125
d17,brief,block 1,5,2,1,0.041666666666666664
d17,brief,block 1,5,3,1,0.041666666666666664
d17,brief,block 1,5,4,0,0.041666666666666664
d17,brief,block 1,5,5,0,0.041666666666666664
d17,brief,block 1,5,6,0,0.041666666666666664
d17,brief,block 1,6,2,0,0.052083333333333336
d17,brief,block 1,6,3,0,0.052083333333333336
d17,brief,block 1,6,4,0,0.052083333333333336
d17,brief,block 1,6,5,0,0.052083333333333336
d17,brief,block 1,6,6,0,0.052083333333333336
d17,brief,block 1,7,2,1,0.0625
d17,brief,block 1,7,3,0,0.0625
d17,brief,block 1,7,4,0,0.0625
d17,brief,block 1,7,5,0,0.0625
d17,brief,block 1,7,6,0,0.0625
d17,brief,block 1,8,2,0,0.07291666666666667
d17,brief,block 1,8,3,0,0.07291666666666667
d17,brief,block 1,8,4,1,0.07291666666666667
d17,brief,block 1,8,5,0,0.07291666666666667
d17,brief,block 1,8,6,0,0.07291666666666667
d17,brief,block 1,9,2,1,0.08333333333333333
d17,brief,block 1,9,3,0,0.08333333333333333
d17,brief,block 1,9,4,0,0.08333333333333333
d17,brief,block 1,9,5,0,0.08333333333333333
d17,brief,block 1,9,6,1,0.08333333333333333
d17,brief,block 1,10,2,0,0.09375
d17,brief,block 1,10,3,0,0.09375
d17,brief,block 1,10,4,0,0.09375
d17,brief,block 1,10,5,1,0.09375
d17,brief,block 1,10,6,1,0.09375
d17,brief,block 1,11,2,1,0.10416666666666667
d17,brief,block 1,11,3,0,0.10416666666666667
d17,brief,block 1,11,4,0,0.10416666666666667
d17,brief,block 1,11,5,1,0.10416666666666667
d17,brief,block 1,11,6,1,0.10416666666666667
d17,brief,block 1,12,2,1,0.11458333333333333
d17,brief,block 1,12,3,0,0.11458333333333333
d17,brief,block 1,12,4,0,0.11458333333333333
d17,brief,block 1,12,5,0,0.11458333333333333
d17,brief,block 1,12,6,0,0.11458333333333333
d17,brief,block 1,13,2,0,0.125
d17,brief,block 1,13,3,0,0.125
d17,brief,block 1,13,4,0,0.125
d17,brief,block 1,13,5,0,0.125
d17,brief,block 1,13,6,1,0.125
d17,brief,block 1,14,2,0,0.13541666666666666
d17,brief,block 1,14,3,0,0.13541666666666666
d17,brief,block 1,15,2,1,0.14583333333333334
d17,brief,block 1,15,3,0,0.14583333333333334
d17,brief,block 1,15,4,0,0.14583333333333334
d17,brief,block 1,15,5,0,0.14583333333333334
d17,brief,block 1,15,6,0,0.14583333333333334
d17,brief,block 1,16,2,0,0.15625
d17,brief,block 1,16,3,0,0.15625
d17,brief,block 1,16,4,0,0.15625
d17,brief,block 1,16,5,0,0.15625
d17,brief,block 1,16,6,0,0.15625
d17,brief,block 1,17,2,1,0.16666666666666666
d17,brief,block 1,17,3,0,0.16666666666666666
d17,brief,block 1,17,4,0,0.16666666666666666
d17,brief,block 1,17,5,0,0.16666666666666666
d17,brief,block 1,17,6,1,0.16666666666666666
d17,brief,block 1,18,2,0,0.17708333333333334
d17,brief,block 1,18,3,0,0.17708333333333334
d17,brief,block 1,18,4,0,0.17708333333333334
d17,brief,block 1,18,5,0,0.17708333333333334
d17,brief,block 1,18,6,0,0.17708333333333334
d17,brief,block 1,19,2,0,0.1875
d17,brief,block 1,19,3,0,0.1875
