"subj","trialNum","fixNum","fixX","xFixFlip","targSide"
"3827","7",25,1,964,4,"absent"
"3828","7",25,2,756,-204,"absent"
"3829","7",25,3,641,-319,"absent"
"3830","7",25,4,518,-442,"absent"
"3831","7",25,5,477,-483,"absent"
"3832","7",25,6,654,-306,"absent"
"3833","7",25,7,1197,237,"absent"
"3834","7",25,8,1051,91,"absent"
"3835","7",25,9,1286,326,"absent"
"3836","7",25,10,969,9,"absent"
"3837","7",25,11,936,-24,"absent"
"3838","7",25,12,554,-406,"absent"
"3839","7",26,1,961,-1," hard"
"3840","7",26,2,1036,-76," hard"
"3841","7",27,1,969,9,"absent"
"3842","7",27,2,978,18,"absent"
"3843","7",27,3,662,-298,"absent"
"3844","7",27,4,588,-372,"absent"
"3845","7",27,5,472,-488,"absent"
"3846","7",27,6,445,-515,"absent"
"3847","7",27,7,1195,235,"absent"
"3848","7",27,8,1355,395,"absent"
"3849","7",27,9,1274,314,"absent"
"3850","7",27,10,923,-37,"absent"
"3851","7",27,11,790,-170,"absent"
"3852","7",27,12,626,-334,"absent"
"3853","7",28,1,966,-6," hard"
"3854","7",28,2,1026,-66," hard"
"3855","7",28,3,1370,-410," hard"
"3856","7",28,4,1066,-106," hard"
"3857","7",28,5,1341,-381," hard"
"3858","7",28,6,1371,-411," hard"
"3859","7",29,1,965,-5,"absent"
"3860","7",29,2,969,-9,"absent"
"3861","7",29,3,1081,-121,"absent"
"3862","7",29,4,1309,-349,"absent"
"3863","7",29,5,954,6,"absent"
"3864","7",29,6,887,73,"absent"
"3865","7",29,7,1063,-103,"absent"
"3866","7",29,8,561,399,"absent"
"3867","7",29,9,992,-32,"absent"
"3868","7",29,10,1227,-267,"absent"
"3869","7",29,11,1205,-245,"absent"
"3870","7",29,12,1359,-399,"absent"
"3871","7",30,1,972,12," easy"
"3872","7",30,2,1024,64," easy"
"3873","7",31,1,967,-7,"absent"
"3874","7",31,2,1134,-174,"absent"
"3875","7",31,3,1421,-461,"absent"
"3876","7",31,4,750,210,"absent"
"3877","7",31,5,986,-26,"absent"
"3878","7",31,6,1173,-213,"absent"
"3879","7",31,7,1341,-381,"absent"
"3880","7",32,1,950,-10,"absent"
"3881","7",32,2,869,-91,"absent"
"3882","7",32,3,673,-287,"absent"
"3883","7",32,4,524,-436,"absent"
"3884","7",32,5,832,-128,"absent"
"3885","7",32,6,1163,203,"absent"
"3886","7",32,7,892,-68,"absent"
"3887","7",32,8,833,-127,"absent"
"3888","7",32,9,932,-28,"absent"
"3889","7",32,10,927,-33,"absent"
"3890","7",32,11,718,-242,"absent"
"3891","7",33,1,965,-5,"absent"
"3892","7",33,2,1029,-69,"absent"
"3893","7",33,3,1124,-164,"absent"
"3894","7",33,4,1308,-348,"absent"
"3895","7",33,5,1017,-57,"absent"
"3896","7",33,6,930,30,"absent"
"3897","7",33,7,1302,-342,"absent"
"3898","7",33,8,1058,-98,"absent"
"3899","7",33,9,632,328,"absent"
"3900","7",33,10,593,367,"absent"
"3901","7",33,11,728,232,"absent"
"3902","7",33,12,705,255,"absent"
"3903","7",33,13,696,264,"absent"
"3904","7",33,14,1323,-363,"absent"
"3905","7",34,1,963,3,"absent"
"3906","7",34,2,842,-118,"absent"
"3907","7",34,3,742,-218,"absent"
"3908","7",34,4,598,-362,"absent"
"3909","7",34,5,562,-398,"absent"
"3910","7",34,6,1368,408,"absent"
"3911","7",34,7,1324,364,"absent"
"3912","7",34,8,1077,117,"absent"
"3913","7",34,9,617,-343,"absent"
"3914","7",34,10,563,-397,"absent"
"3915","7",34,11,503,-457,"absent"
"3916","7",34,12,481,-479,"absent"
"3917","7",34,13,711,-249,"absent"
"3918","7",35,1,957,-3,"absent"
"3919","7",35,2,859,-101,"absent"
"3920","7",35,3,781,-179,"absent"
"3921","7",35,4,1230,270,"absent"
"3922","7",35,5,1204,244,"absent"
"3923","7",35,6,1379,419,"absent"
"3924","7",35,7,736,-224,"absent"
"3925","7",35,8,610,-350,"absent"
"3926","7",35,9,530,-430,"absent"
"3927","7",35,10,809,-151,"absent"
"3928","7",36,1,953,-7,"absent"
"3929","7",36,2,815,-145,"absent"
"3930","7",36,3,683,-277,"absent"
"3931","7",36,4,1098,138,"absent"
"3932","7",36,5,1361,401,"absent"
"3933","7",36,6,886,-74,"absent"
"3934","7",36,7,545,-415,"absent"
"3935","7",36,8,463,-497,"absent"
"3936","7",36,9,768,-192,"absent"
"3937","7",36,10,508,-452,"absent"
"3938","7",36,11,523,-437,"absent"
"3939","7",36,12,649,-311,"absent"
"3940","7",36,13,617,-343,"absent"
"3941","7",36,14,503,-457,"absent"
"3942","7",36,15,1241,281,"absent"
"3943","7",36,16,1293,333,"absent"
"3944","7",36,17,958,-2,"absent"
"3945","7",36,18,918,-42,"absent"
"3946","7",37,1,949,-11,"absent"
"3947","7",37,2,941,-19,"absent"
"3948","7",37,3,839,-121,"absent"
"3949","7",37,4,693,-267,"absent"
"3950","7",37,5,567,-393,"absent"
"3951","7",37,6,463,-497,"absent"
"3952","7",37,7,680,-280,"absent"
"3953","7",37,8,686,-274,"absent"
"3954","7",37,9,1086,126,"absent"
"3955","7",37,10,664,-296,"absent"
"3956","7",37,11,631,-329,"absent"
"3957","7",37,12,623,-337,"absent"
"3958","7",37,13,1262,302,"absent"
"3959","7",37,14,1376,416,"absent"
"3960","7",37,15,1416,456,"absent"
"3961","7",37,16,807,-153,"absent"
"3962","7",37,17,511,-449,"absent"
"3963","7",37,18,486,-474,"absent"
"3964","7",37,19,713,-247,"absent"
"3965","7",37,20,926,-34,"absent"
"3966","7",38,1,963,3,"absent"
"3967","7",38,2,810,-150,"absent"
"3968","7",38,3,680,-280,"absent"
"3969","7",38,4,835,-125,"absent"
"3970","7",38,5,930,-30,"absent"
"3971","7",38,6,931,-29,"absent"
"3972","7",38,7,1411,451,"absent"
"3973","7",38,8,1343,383,"absent"
"3974","7",38,9,900,-60,"absent"
"3975","7",38,10,664,-296,"absent"
"3976","7",38,11,622,-338,"absent"
"3977","7",38,12,539,-421,"absent"
"3978","7",38,13,714,-246,"absent"
"3979","7",38,14,478,-482,"absent"
"3980","7",38,15,430,-530,"absent"
"3981","7",38,16,441,-519,"absent"
"3982","7",39,1,945,15,"absent"
"3983","7",39,2,1138,-178,"absent"
"3984","7",39,3,1044,-84,"absent"
"3985","7",39,4,968,-8,"absent"
"3986","7",39,5,1219,-259,"absent"
"3987","7",39,6,1209,-249,"absent"
"3988","7",39,7,1147,-187,"absent"
"3989","7",39,8,1415,-455,"absent"
"3990","7",39,9,1404,-444,"absent"
"3991","7",39,10,1192,-232,"absent"
"3992","7",39,11,711,249,"absent"
"3993","7",39,12,910,50,"absent"
"3994","7",39,13,688,272,"absent"
"3995","7",39,14,1035,-75,"absent"
"3996","7",39,15,1310,-350,"absent"
"3997","7",39,16,1379,-419,"absent"
"3998","7",39,17,1235,-275,"absent"
"3999","7",39,18,1421,-461,"absent"
"4000","7",39,19,1030,-70,"absent"
"4001","7",39,20,962,-2,"absent"
"4002","7",40,1,957,-3," hard"
"4003","7",40,2,801,-159," hard"
"4004","7",40,3,728,-232," hard"
"4005","7",40,4,954,-6," hard"
"4006","7",40,5,1194,234," hard"
"4007","7",40,6,1257,297," hard"
"4008","7",40,7,1178,218," hard"
"4009","7",40,8,814,-146," hard"
"4010","7",40,9,709,-251," hard"
"4011","7",40,10,621,-339," hard"
"4012","7",40,11,521,-439," hard"
"4013","7",40,12,502,-458," hard"
"4014","7",40,13,490,-470," hard"
"4015","7",41,1,956,4," easy"
"4016","7",41,2,677,283," easy"
"4017","7",41,3,669,291," easy"
"4018","7",42,1,951,-9," hard"
"4019","7",42,2,817,-143," hard"
"4020","7",42,3,776,-184," hard"
"4021","7",42,4,762,-198," hard"
"4022","7",43,1,957,3,"absent"
"4023","7",43,2,756,204,"absent"
"4024","7",43,3,628,332,"absent"
"4025","7",43,4,1136,-176,"absent"
"4026","7",43,5,1272,-312,"absent"
"4027","7",43,6,1207,-247,"absent"
"4028","7",43,7,1427,-467,"absent"
"4029","7",43,8,1270,-310,"absent"
"4030","7",43,9,1373,-413,"absent"
"4031","7",43,10,1423,-463,"absent"
"4032","7",43,11,1452,-492,"absent"
"4033","7",43,12,1173,-213,"absent"
"4034","7",43,13,670,290,"absent"
"4035","7",43,14,552,408,"absent"
"4036","7",44,1,956,-4,"absent"
"4037","7",44,2,823,-137,"absent"
"4038","7",44,3,1211,251,"absent"
"4039","7",44,4,1249,289,"absent"
"4040","7",44,5,788,-172,"absent"
"4041","7",44,6,812,-148,"absent"
"4042","7",44,7,525,-435,"absent"
"4043","7",44,8,478,-482,"absent"
"4044","7",44,9,459,-501,"absent"
"4045","7",44,10,585,-375,"absent"
"4046","7",44,11,528,-432,"absent"
"4047","7",44,12,924,-36,"absent"
"4048","7",44,13,1246,286,"absent"
"4049","7",44,14,1375,415,"absent"
"4050","7",44,15,1177,217,"absent"
"4051","7",45,1,965,-5,"absent"
"4052","7",45,2,956,4,"absent"
"4053","7",45,3,1065,-105,"absent"
"4054","7",45,4,1042,-82,"absent"
"4055","7",45,5,1400,-440,"absent"
"4056","7",45,6,1150,-190,"absent"
"4057","7",45,7,735,225,"absent"
"4058","7",45,8,1298,-338,"absent"
"4059","7",45,9,855,105,"absent"
"4060","7",46,1,977,17," easy"
"4061","7",46,2,1042,82," easy"
"4062","7",46,3,1084,124," easy"
"4063","7",46,4,1077,117," easy"
"4064","7",47,1,964,-4," hard"
"4065","7",47,2,1098,-138," hard"
"4066","7",47,3,1304,-344," hard"
"4067","7",47,4,1091,-131," hard"
"4068","7",47,5,1105,-145," hard"
"4069","7",48,1,968,-8,"absent"
"4070","7",48,2,1109,-149,"absent"
"4071","7",48,3,1424,-464,"absent"
"4072","7",48,4,734,226,"absent"
"4073","7",48,5,1050,-90,"absent"
"4074","7",48,6,1139,-179,"absent"
"4075","7",48,7,1029,-69,"absent"
"4076","7",49,1,955,5,"absent"
"4077","7",49,2,1043,-83,"absent"
"4078","7",49,3,1419,-459,"absent"
"4079","7",49,4,1464,-504,"absent"
"4080","7",49,5,1191,-231,"absent"
"4081","7",49,6,1071,-111,"absent"
"4082","7",49,7,641,319,"absent"
"4083","7",49,8,1110,-150,"absent"
"4084","7",49,9,1038,-78,"absent"
"4085","7",50,1,954,-6,"absent"
"4086","7",50,2,833,-127,"absent"
"4087","7",50,3,509,-451,"absent"
"4088","7",50,4,884,-76,"absent"
"4089","7",50,5,1168,208,"absent"
"4090","7",50,6,987,27,"absent"
"4091","7",50,7,934,-26,"absent"
"4092","7",50,8,528,-432,"absent"
"4093","7",50,9,546,-414,"absent"
"4094","7",51,1,956,4," hard"
"4095","7",51,2,926,34," hard"
"4096","7",51,3,634,326," hard"
"4097","7",51,4,1009,-49," hard"
"4098","7",51,5,1097,-137," hard"
"4099","7",51,6,1071,-111," hard"
"4100","7",52,1,945,15,"absent"
"4101","7",52,2,547,413,"absent"
"4102","7",52,3,522,438,"absent"
"4103","7",52,4,1020,-60,"absent"
"4104","7",52,5,1291,-331,"absent"
"4105","7",52,6,1195,-235,"absent"
"4106","7",52,7,1341,-381,"absent"
"4107","7",52,8,1395,-435,"absent"
"4108","7",52,9,838,122,"absent"
"4109","7",52,10,1311,-351,"absent"
"4110","7",52,11,1371,-411,"absent"
"4111","7",52,12,1402,-442,"absent"
"4112","7",53,1,978,-18,"absent"
"4113","7",53,2,1157,-197,"absent"
"4114","7",53,3,1087,-127,"absent"
"4115","7",53,4,1480,-520,"absent"
"4116","7",53,5,802,158,"absent"
"4117","7",53,6,652,308,"absent"
"4118","7",53,7,609,351,"absent"
"4119","7",53,8,937,23,"absent"
"4120","7",53,9,1171,-211,"absent"
"4121","7",53,10,1139,-179,"absent"
"4122","7",53,11,1112,-152,"absent"
"4123","7",53,12,1026,-66,"absent"
"4124","7",54,1,960,0,"absent"
"4125","7",54,2,781,-179,"absent"
"4126","7",54,3,830,-130,"absent"
"4127","7",54,4,514,-446,"absent"
"4128","7",54,5,481,-479,"absent"
"4129","7",54,6,721,-239,"absent"
"4130","7",54,7,924,-36,"absent"
"4131","7",54,8,1384,424,"absent"
"4132","7",54,9,1456,496,"absent"
"4133","7",54,10,1303,343,"absent"
"4134","7",54,11,1079,119,"absent"
"4135","7",54,12,1111,151,"absent"
"4136","7",54,13,634,-326,"absent"
"4137","7",55,1,942,18," easy"
"4138","7",55,2,780,180," easy"
"4139","7",55,3,719,241," easy"
"4140","7",55,4,710,250," easy"
"4141","7",56,1,951,-9,"absent"
"4142","7",56,2,674,-286,"absent"
"4143","7",56,3,1279,319,"absent"
"4144","7",56,4,1434,474,"absent"
"4145","7",56,5,1053,93,"absent"
"4146","7",56,6,852,-108,"absent"
"4147","7",56,7,578,-382,"absent"
"4148","7",56,8,444,-516,"absent"
"4149","7",57,1,960,0,"absent"
"4150","7",57,2,880,80,"absent"
"4151","7",57,3,1221,-261,"absent"
"4152","7",57,4,1114,-154,"absent"
"4153","7",57,5,1013,-53,"absent"
"4154","7",57,6,1047,-87,"absent"
"4155","7",57,7,1089,-129,"absent"
"4156","7",57,8,996,-36,"absent"
"4157","7",57,9,576,384,"absent"
"4158","7",57,10,575,385,"absent"
"4159","7",57,11,1365,-405,"absent"
"4160","7",58,1,950,-10,"absent"
"4161","7",58,2,926,-34,"absent"
"4162","7",58,3,746,-214,"absent"
"4163","7",58,4,620,-340,"absent"
"4164","7",58,5,1265,305,"absent"
"4165","7",58,6,1066,106,"absent"
"4166","7",58,7,709,-251,"absent"
"4167","7",58,8,912,-48,"absent"
"4168","7",58,9,957,-3,"absent"
"4169","7",58,10,755,-205,"absent"
"4170","7",59,1,929,31," easy"
"4171","7",59,2,959,1," easy"
"4172","7",59,3,574,386," easy"
"4173","7",59,4,544,416," easy"
"4174","7",60,1,974,-14,"absent"
"4175","7",60,2,631,329,"absent"
"4176","7",60,3,583,377,"absent"
"4177","7",60,4,1177,-217,"absent"
"4178","7",60,5,1186,-226,"absent"
"4179","7",60,6,1296,-336,"absent"
"4180","7",60,7,740,220,"absent"
"4181","7",61,1,970,-10,"absent"
"4182","7",61,2,949,11,"absent"
"4183","7",61,3,1075,-115,"absent"
"4184","7",61,4,1048,-88,"absent"
"4185","7",61,5,1443,-483,"absent"
"4186","7",61,6,1486,-526,"absent"
"4187","7",61,7,1301,-341,"absent"
"4188","7",61,8,827,133,"absent"
"4189","7",61,9,626,334,"absent"
"4190","7",61,10,469,491,"absent"
"4191","7",62,1,948,-12," easy"
"4192","7",62,2,1335,375," easy"
"4193","7",62,3,1403,443," easy"
"4194","7",63,1,977,17," easy"
"4195","7",63,2,1277,317," easy"
"4196","7",63,3,1280,320," easy"
"4197","7",64,1,979,19," easy"
"4198","7",64,2,1302,342," easy"
"4199","7",64,3,1298,338," easy"
"4200","7",65,1,959,1,"absent"
"4201","7",65,2,972,-12,"absent"
"4202","7",65,3,1196,-236,"absent"
"4203","7",65,4,849,111,"absent"
"4204","7",65,5,1183,-223,"absent"
"4205","7",65,6,1389,-429,"absent"
"4206","7",65,7,1152,-192,"absent"
"4207","7",65,8,758,202,"absent"
"4208","7",65,9,549,411,"absent"
"4209","7",65,10,1049,-89,"absent"
"4210","7",65,11,1306,-346,"absent"
"4211","7",65,12,1146,-186,"absent"
"4212","7",66,1,972,12," hard"
"4213","7",66,2,821,-139," hard"
"4214","7",66,3,1203,243," hard"
"4215","7",66,4,723,-237," hard"
"4216","7",66,5,641,-319," hard"
"4217","7",66,6,1272,312," hard"
"4218","7",66,7,598,-362," hard"
"4219","7",67,1,949,-11,"absent"
"4220","7",67,2,800,-160,"absent"
"4221","7",67,3,572,-388,"absent"
"4222","7",67,4,647,-313,"absent"
"4223","7",67,5,831,-129,"absent"
"4224","7",67,6,1037,77,"absent"
"4225","7",67,7,1254,294,"absent"
"4226","7",67,8,891,-69,"absent"
"4227","7",67,9,533,-427,"absent"
"4228","7",68,1,960,0," hard"
"4229","7",68,2,746,-214," hard"
"4230","7",68,3,714,-246," hard"
"4231","7",68,4,739,-221," hard"
"4232","7",69,1,955,5,"absent"
"4233","7",69,2,921,39,"absent"
"4234","7",69,3,1117,-157,"absent"
"4235","7",69,4,1268,-308,"absent"
"4236","7",69,5,1061,-101,"absent"
"4237","7",69,6,1258,-298,"absent"
"4238","7",69,7,1436,-476,"absent"
"4239","7",69,8,1325,-365,"absent"
"4240","7",69,9,797,163,"absent"
"4241","7",69,10,719,241,"absent"
"4242","7",69,11,1076,-116,"absent"
"4243","7",69,12,1253,-293,"absent"
"4244","7",69,13,1365,-405,"absent"
"4245","7",69,14,1474,-514,"absent"
"4246","7",69,15,1017,-57,"absent"
"4247","7",69,16,1031,-71,"absent"
"4248","7",69,17,1093,-133,"absent"
"4249","7",70,1,942,-18," easy"
"4250","7",70,2,947,-13," easy"
"4251","7",70,3,1346,386," easy"
"4252","7",71,1,975,15,"absent"
"4253","7",71,2,758,-202,"absent"
"4254","7",71,3,613,-347,"absent"
"4255","7",71,4,534,-426,"absent"
"4256","7",71,5,884,-76,"absent"
"4257","7",71,6,515,-445,"absent"
"4258","7",71,7,873,-87,"absent"
"4259","7",71,8,1085,125,"absent"
"4260","7",71,9,1298,338,"absent"
"4261","7",71,10,770,-190,"absent"
"4262","7",71,11,682,-278,"absent"
"4263","7",71,12,954,-6,"absent"
"4264","7",71,13,1312,352,"absent"
"4265","7",71,14,1436,476,"absent"
"4266","7",71,15,768,-192,"absent"
"4267","7",72,1,958,2,"absent"
"4268","7",72,2,1050,-90,"absent"
"4269","7",72,3,1077,-117,"absent"
"4270","7",72,4,1243,-283,"absent"
"4271","7",72,5,1305,-345,"absent"
"4272","7",72,6,643,317,"absent"
"4273","7",72,7,926,34,"absent"
"4274","7",72,8,1256,-296,"absent"
"4275","7",73,1,971,11," easy"
"4276","7",73,2,1015,55," easy"
"4277","7",73,3,1033,73," easy"
"4278","7",73,4,1030,70," easy"
"4279","7",74,1,957,3,"absent"
"4280","7",74,2,1139,-179,"absent"
"4281","7",74,3,654,306,"absent"
"4282","7",74,4,482,478,"absent"
"4283","7",74,5,450,510,"absent"
"4284","7",74,6,1117,-157,"absent"
"4285","7",74,7,990,-30,"absent"
"4286","7",74,8,1127,-167,"absent"
"4287","7",74,9,1072,-112,"absent"
"4288","7",74,10,1451,-491,"absent"
"4289","7",75,1,963,-3," hard"
"4290","7",75,2,1082,-122," hard"
"4291","7",75,3,1072,-112," hard"
"4292","7",75,4,1082,-122," hard"
"4293","7",75,5,1251,-291," hard"
"4294","7",76,1,956,4,"absent"
"4295","7",76,2,935,25,"absent"
"4296","7",76,3,1006,-46,"absent"
"4297","7",76,4,1267,-307,"absent"
"4298","7",76,5,801,159,"absent"
"4299","7",76,6,1435,-475,"absent"
"4300","7",76,7,1399,-439,"absent"
"4301","7",76,8,1114,-154,"absent"
"4302","7",76,9,737,223,"absent"
"4303","7",77,1,963,-3," hard"
"4304","7",77,2,1117,-157," hard"
"4305","7",77,3,1045,-85," hard"
"4306","7",78,1,956,-4,"absent"
"4307","7",78,2,968,8,"absent"
"4308","7",78,3,844,-116,"absent"
"4309","7",78,4,512,-448,"absent"
"4310","7",78,5,1070,110,"absent"
"4311","7",78,6,1369,409,"absent"
"4312","7",78,7,910,-50,"absent"
"4313","7",78,8,606,-354,"absent"
"4314","7",79,1,959,1," easy"
"4315","7",79,2,854,106," easy"
"4316","7",80,1,956,-4," hard"
"4317","7",80,2,623,-337," hard"
"4318","7",80,3,1023,63," hard"
"4319","7",80,4,732,-228," hard"
"4320","7",80,5,946,-14," hard"
"4321","7",80,6,1081,121," hard"
"4322","7",80,7,707,-253," hard"
"4323","7",80,8,734,-226," hard"
"4324","7",80,9,733,-227," hard"
"4325","7",81,1,963,3,"absent"
"4326","7",81,2,958,-2,"absent"
"4327","7",81,3,753,-207,"absent"
"4328","7",81,4,646,-314,"absent"
"4329","7",81,5,834,-126,"absent"
"4330","7",81,6,602,-358,"absent"
"4331","7",81,7,1189,229,"absent"
"4332","7",81,8,1039,79,"absent"
"4333","7",81,9,836,-124,"absent"
"4334","7",82,1,963,3," easy"
"4335","7",82,2,956,-4," easy"
"4336","7",82,3,1152,192," easy"
"4337","7",82,4,1171,211," easy"
"4338","7",83,1,974,14,"absent"
"4339","7",83,2,772,-188,"absent"
"4340","7",83,3,624,-336,"absent"
"4341","7",83,4,563,-397,"absent"
"4342","7",83,5,578,-382,"absent"
"4343","7",83,6,939,-21,"absent"
"4344","7",83,7,1088,128,"absent"
"4345","7",83,8,1248,288,"absent"
"4346","7",83,9,1438,478,"absent"
"4347","7",83,10,548,-412,"absent"
"4348","7",83,11,539,-421,"absent"
"4349","7",83,12,483,-477,"absent"
"4350","7",84,1,982,-22," easy"
"4351","7",84,2,614,346," easy"
"4352","7",84,3,574,386," easy"
"4353","7",84,4,569,391," easy"
"4354","7",85,1,980,-20," easy"
"4355","7",85,2,952,8," easy"
"4356","7",85,3,779,181," easy"
"4357","7",85,4,758,202," easy"
"4358","7",86,1,985,-25," hard"
"4359","7",86,2,1164,-204," hard"
"4360","7",86,3,702,258," hard"
"4361","7",86,4,1378,-418," hard"
"4362","7",86,5,1404,-444," hard"
"4363","7",87,1,968,8,"absent"
"4364","7",87,2,722,-238,"absent"
"4365","7",87,3,1030,70,"absent"
"4366","7",87,4,1339,379,"absent"
"4367","7",87,5,656,-304,"absent"
"4368","7",87,6,677,-283,"absent"
"4369","7",87,7,523,-437,"absent"
"4370","7",87,8,867,-93,"absent"
"4371","7",87,9,1218,258,"absent"
"4372","7",88,1,962,2," easy"
"4373","7",88,2,1181,221," easy"
"4374","7",88,3,1212,252," easy"
"4375","7",89,1,981,21," hard"
"4376","7",89,2,817,-143," hard"
"4377","7",89,3,783,-177," hard"
"4378","7",90,1,976,-16," hard"
"4379","7",90,2,970,-10," hard"
"4380","7",90,3,1262,-302," hard"
"4381","7",90,4,637,323," hard"
"4382","7",90,5,1396,-436," hard"
"4383","7",91,1,976,-16," easy"
"4384","7",91,2,955,5," easy"
"4385","7",91,3,559,401," easy"
"4386","7",91,4,532,428," easy"
"4387","7",92,1,965,5,"absent"
"4388","7",92,2,843,-117,"absent"
"4389","7",92,3,920,-40,"absent"
"4390","7",92,4,610,-350,"absent"
"4391","7",92,5,451,-509,"absent"
"4392","7",92,6,1299,339,"absent"
"4393","7",92,7,1269,309,"absent"
"4394","7",92,8,977,17,"absent"
"4395","7",92,9,903,-57,"absent"
"4396","7",93,1,979,-19," hard"
"4397","7",93,2,1169,-209," hard"
"4398","7",93,3,1173,-213," hard"
"4399","7",93,4,1095,-135," hard"
"4400","7",93,5,1149,-189," hard"
"4401","7",93,6,1154,-194," hard"
"4402","7",94,1,974,-14,"absent"
"4403","7",94,2,1066,-106,"absent"
"4404","7",94,3,1277,-317,"absent"
"4405","7",94,4,1437,-477,"absent"
"4406","7",94,5,706,254,"absent"
"4407","7",94,6,569,391,"absent"
"4408","7",94,7,557,403,"absent"
"4409","7",94,8,982,-22,"absent"
"4410","7",95,1,959,1," easy"
"4411","7",95,2,552,408," easy"
"4412","7",95,3,508,452," easy"
"4413","7",95,4,1061,-101," easy"
"4414","7",96,1,961,-1," hard"
"4415","7",96,2,1166,-206," hard"
"4416","7",96,3,1425,-465," hard"
"4417","7",96,4,1410,-450," hard"
"4418","8",17,1,944,-16," hard"
"4419","8",17,2,784,-176," hard"
"4420","8",17,3,613,-347," hard"
"4421","8",17,4,595,-365," hard"
"4422","8",18,1,954,-6," hard"
"4423","8",18,2,778,-182," hard"
"4424","8",18,3,593,-367," hard"
"4425","8",18,4,988,28," hard"
"4426","8",18,5,469,-491," hard"
"4427","8",18,6,428,-532," hard"
"4428","8",18,7,1225,265," hard"
"4429","8",18,8,942,-18," hard"
"4430","8",18,9,1190,230," hard"
"4431","8",18,10,1338,378," hard"
"4432","8",18,11,788,-172," hard"
"4433","8",18,12,878,-82," hard"
"4434","8",18,13,915,-45," hard"
"4435","8",18,14,794,-166," hard"
"4436","8",18,15,691,-269," hard"
"4437","8",18,16,542,-418," hard"
"4438","8",18,17,448,-512," hard"
"4439","8",18,18,838,-122," hard"
"4440","8",18,19,874,-86," hard"
"4441","8",18,20,908,-52," hard"
"4442","8",19,1,956,-4," easy"
"4443","8",19,2,870,-90," easy"
"4444","8",19,3,1187,227," easy"
"4445","8",19,4,1219,259," easy"
"4446","8",20,1,957,-3," hard"
"4447","8",20,2,956,-4," hard"
"4448","8",20,3,830,-130," hard"
"4449","8",20,4,1178,218," hard"
"4450","8",20,5,1158,198," hard"
"4451","8",20,6,1190,230," hard"
"4452","8",20,7,1133,173," hard"
"4453","8",20,8,937,-23," hard"
"4454","8",20,9,887,-73," hard"
"4455","8",20,10,559,-401," hard"
"4456","8",20,11,492,-468," hard"
"4457","8",20,12,615,-345," hard"
"4458","8",20,13,716,-244," hard"
"4459","8",20,14,759,-201," hard"
"4460","8",20,15,547,-413," hard"
"4461","8",20,16,642,-318," hard"
"4462","8",20,17,827,-133," hard"
"4463","8",20,18,871,-89," hard"
"4464","8",20,19,820,-140," hard"
"4465","8",20,20,793,-167," hard"
"4466","8",20,21,927,-33," hard"
"4467","8",20,22,772,-188," hard"
"4468","8",20,23,922,-38," hard"
"4469","8",20,24,902,-58," hard"
"4470","8",20,25,861,-99," hard"
"4471","8",20,26,767,-193," hard"
"4472","8",20,27,550,-410," hard"
"4473","8",20,28,573,-387," hard"
"4474","8",21,1,968,8," hard"
"4475","8",21,2,826,-134," hard"
"4476","8",21,3,1193,233," hard"
"4477","8",21,4,1220,260," hard"
"4478","8",21,5,1251,291," hard"
"4479","8",21,6,1059,99," hard"
"4480","8",21,7,1039,79," hard"
"4481","8",21,8,937,-23," hard"
"4482","8",21,9,555,-405," hard"
"4483","8",21,10,442,-518," hard"
"4484","8",21,11,576,-384," hard"
"4485","8",21,12,657,-303," hard"
"4486","8",21,13,798,-162," hard"
"4487","8",21,14,909,-51," hard"
"4488","8",21,15,608,-352," hard"
"4489","8",21,16,642,-318," hard"
"4490","8",21,17,747,-213," hard"
"4491","8",21,18,553,-407," hard"
"4492","8",21,19,523,-437," hard"
"4493","8",22,1,942,18," easy"
"4494","8",22,2,805,155," easy"
"4495","8",22,3,901,59," easy"
"4496","8",22,4,883,77," easy"
"4497","8",23,1,954,6,"absent"
"4498","8",23,2,859,101,"absent"
"4499","8",23,3,954,6,"absent"
"4500","8",23,4,980,-20,"absent"
"4501","8",23,5,1242,-282,"absent"
"4502","8",23,6,711,249,"absent"
"4503","8",23,7,843,117,"absent"
"4504","8",23,8,637,323,"absent"
"4505","8",23,9,827,133,"absent"
"4506","8",23,10,865,95,"absent"
"4507","8",23,11,1305,-345,"absent"
"4508","8",23,12,1027,-67,"absent"
"4509","8",23,13,1071,-111,"absent"
"4510","8",23,14,1313,-353,"absent"
"4511","8",23,15,1218,-258,"absent"
"4512","8",23,16,1346,-386,"absent"
"4513","8",23,17,1246,-286,"absent"
"4514","8",23,18,1352,-392,"absent"
"4515","8",23,19,1258,-298,"absent"
"4516","8",23,20,1276,-316,"absent"
"4517","8",23,21,1194,-234,"absent"
"4518","8",23,22,1438,-478,"absent"
"4519","8",23,23,1112,-152,"absent"
"4520","8",23,24,1055,-95,"absent"
"4521","8",23,25,1042,-82,"absent"
"4522","8",23,26,1365,-405,"absent"
"4523","8",23,27,1440,-480,"absent"
"4524","8",23,28,1283,-323,"absent"
"4525","8",23,29,1094,-134,"absent"
"4526","8",23,30,1165,-205,"absent"
"4527","8",23,31,1293,-333,"absent"
"4528","8",23,32,1312,-352,"absent"
"4529","8",23,33,1244,-284,"absent"
"4530","8",23,34,1022,-62,"absent"
"4531","8",23,35,747,213,"absent"
"4532","8",23,36,665,295,"absent"
"4533","8",23,37,829,131,"absent"
