"subj","trialNum","fixNum","fixX","xFixFlip","targSide"
"1926","4",56,3,1031,71,"absent"
"1927","4",56,4,1427,467,"absent"
"1928","4",56,5,616,-344,"absent"
"1929","4",56,6,798,-162,"absent"
"1930","4",56,7,805,-155,"absent"
"1931","4",56,8,1014,54,"absent"
"1932","4",57,1,973,-13,"absent"
"1933","4",57,2,1265,-305,"absent"
"1934","4",57,3,1453,-493,"absent"
"1935","4",57,4,1226,-266,"absent"
"1936","4",57,5,1069,-109,"absent"
"1937","4",58,1,963,3,"absent"
"1938","4",58,2,965,5,"absent"
"1939","4",58,3,617,-343,"absent"
"1940","4",58,4,552,-408,"absent"
"1941","4",58,5,622,-338,"absent"
"1942","4",58,6,639,-321,"absent"
"1943","4",58,7,624,-336,"absent"
"1944","4",58,8,1283,323,"absent"
"1945","4",58,9,990,30,"absent"
"1946","4",59,1,948,12," easy"
"1947","4",59,2,1020,-60," easy"
"1948","4",59,3,545,415," easy"
"1949","4",60,1,964,-4,"absent"
"1950","4",60,2,920,40,"absent"
"1951","4",60,3,1412,-452,"absent"
"1952","4",60,4,1350,-390,"absent"
"1953","4",60,5,1450,-490,"absent"
"1954","4",60,6,1044,-84,"absent"
"1955","4",60,7,569,391,"absent"
"1956","4",60,8,979,-19,"absent"
"1957","4",61,1,961,-1,"absent"
"1958","4",61,2,1114,-154,"absent"
"1959","4",61,3,1068,-108,"absent"
"1960","4",61,4,1488,-528,"absent"
"1961","4",61,5,739,221,"absent"
"1962","4",61,6,1084,-124,"absent"
"1963","4",62,1,979,19," easy"
"1964","4",62,2,1059,99," easy"
"1965","4",62,3,1434,474," easy"
"1966","4",62,4,1424,464," easy"
"1967","4",63,1,990,30," easy"
"1968","4",63,2,1350,390," easy"
"1969","4",63,3,1314,354," easy"
"1970","4",64,1,962,2," easy"
"1971","4",64,2,1266,306," easy"
"1972","4",64,3,1297,337," easy"
"1973","4",65,1,982,-22,"absent"
"1974","4",65,2,1266,-306,"absent"
"1975","4",65,3,702,258,"absent"
"1976","4",65,4,1013,-53,"absent"
"1977","4",65,5,1455,-495,"absent"
"1978","4",65,6,1366,-406,"absent"
"1979","4",65,7,1286,-326,"absent"
"1980","4",65,8,1321,-361,"absent"
"1981","4",66,1,976,16," hard"
"1982","4",66,2,737,-223," hard"
"1983","4",66,3,873,-87," hard"
"1984","4",66,4,533,-427," hard"
"1985","4",67,1,946,-14,"absent"
"1986","4",67,2,921,-39,"absent"
"1987","4",67,3,858,-102,"absent"
"1988","4",67,4,474,-486,"absent"
"1989","4",67,5,587,-373,"absent"
"1990","4",67,6,617,-343,"absent"
"1991","4",67,7,686,-274,"absent"
"1992","4",68,1,1003,43," hard"
"1993","4",68,2,830,-130," hard"
"1994","4",68,3,750,-210," hard"
"1995","4",69,1,950,10,"absent"
"1996","4",69,2,841,119,"absent"
"1997","4",69,3,629,331,"absent"
"1998","4",69,4,1406,-446,"absent"
"1999","4",69,5,1158,-198,"absent"
"2000","4",69,6,639,321,"absent"
"2001","4",69,7,932,28,"absent"
"2002","4",70,1,931,-29," easy"
"2003","4",70,2,1339,379," easy"
"2004","4",70,3,1362,402," easy"
"2005","4",71,1,980,20,"absent"
"2006","4",71,2,1289,329,"absent"
"2007","4",71,3,1408,448,"absent"
"2008","4",71,4,595,-365,"absent"
"2009","4",71,5,613,-347,"absent"
"2010","4",71,6,585,-375,"absent"
"2011","4",71,7,574,-386,"absent"
"2012","4",71,8,754,-206,"absent"
"2013","4",71,9,711,-249,"absent"
"2014","4",71,10,475,-485,"absent"
"2015","4",72,1,983,-23,"absent"
"2016","4",72,2,708,252,"absent"
"2017","4",72,3,1027,-67,"absent"
"2018","4",72,4,1358,-398,"absent"
"2019","4",72,5,1335,-375,"absent"
"2020","4",72,6,1183,-223,"absent"
"2021","4",72,7,1122,-162,"absent"
"2022","4",72,8,1184,-224,"absent"
"2023","4",72,9,937,23,"absent"
"2024","4",73,1,986,26," easy"
"2025","4",73,2,958,-2," easy"
"2026","4",73,3,1028,68," easy"
"2027","4",74,1,977,-17,"absent"
"2028","4",74,2,1103,-143,"absent"
"2029","4",74,3,530,430,"absent"
"2030","4",74,4,1089,-129,"absent"
"2031","4",74,5,1371,-411,"absent"
"2032","4",74,6,1457,-497,"absent"
"2033","4",75,1,983,-23," hard"
"2034","4",75,2,1218,-258," hard"
"2035","4",75,3,1146,-186," hard"
"2036","4",75,4,1130,-170," hard"
"2037","4",76,1,971,-11,"absent"
"2038","4",76,2,1103,-143,"absent"
"2039","4",76,3,1162,-202,"absent"
"2040","4",76,4,1380,-420,"absent"
"2041","4",76,5,627,333,"absent"
"2042","4",77,1,994,-34," hard"
"2043","4",77,2,1074,-114," hard"
"2044","4",77,3,1068,-108," hard"
"2045","4",77,4,1065,-105," hard"
"2046","4",78,1,980,20,"absent"
"2047","4",78,2,982,22,"absent"
"2048","4",78,3,512,-448,"absent"
"2049","4",78,4,473,-487,"absent"
"2050","4",78,5,747,-213,"absent"
"2051","4",78,6,1187,227,"absent"
"2052","4",79,1,1000,-40," easy"
"2053","4",79,2,906,54," easy"
"2054","4",80,1,967,7," hard"
"2055","4",80,2,914,-46," hard"
"2056","4",80,3,1032,72," hard"
"2057","4",80,4,789,-171," hard"
"2058","4",80,5,762,-198," hard"
"2059","4",80,6,804,-156," hard"
"2060","4",81,1,955,-5,"absent"
"2061","4",81,2,792,-168,"absent"
"2062","4",81,3,1017,57,"absent"
"2063","4",81,4,881,-79,"absent"
"2064","4",81,5,705,-255,"absent"
"2065","4",81,6,471,-489,"absent"
"2066","4",81,7,1297,337,"absent"
"2067","4",82,1,987,27," easy"
"2068","4",82,2,924,-36," easy"
"2069","4",82,3,1112,152," easy"
"2070","4",82,4,1197,237," easy"
"2071","4",83,1,887,-73,"absent"
"2072","4",83,2,614,-346,"absent"
"2073","4",83,3,678,-282,"absent"
"2074","4",83,4,1131,171,"absent"
"2075","4",84,1,978,-18," easy"
"2076","4",84,2,929,31," easy"
"2077","4",84,3,667,293," easy"
"2078","4",85,1,978,-18," easy"
"2079","4",85,2,838,122," easy"
"2080","4",85,3,788,172," easy"
"2081","4",86,1,958,2," hard"
"2082","4",86,2,1204,-244," hard"
"2083","4",86,3,1425,-465," hard"
"2084","4",87,1,1071,111,"absent"
"2085","4",87,2,978,18,"absent"
"2086","4",87,3,1027,67,"absent"
"2087","4",87,4,1345,385,"absent"
"2088","4",87,5,1095,135,"absent"
"2089","4",87,6,590,-370,"absent"
"2090","4",87,7,699,-261,"absent"
"2091","4",87,8,738,-222,"absent"
"2092","4",87,9,775,-185,"absent"
"2093","4",87,10,688,-272,"absent"
"2094","4",88,1,1014,54," easy"
"2095","4",88,2,1022,62," easy"
"2096","4",88,3,1290,330," easy"
"2097","4",88,4,1264,304," easy"
"2098","4",89,1,1026,66," hard"
"2099","4",89,2,998,38," hard"
"2100","4",89,3,824,-136," hard"
"2101","4",89,4,789,-171," hard"
"2102","4",90,1,964,-4," hard"
"2103","4",90,2,986,-26," hard"
"2104","4",90,3,1094,-134," hard"
"2105","4",90,4,558,402," hard"
"2106","4",90,5,1234,-274," hard"
"2107","4",90,6,1358,-398," hard"
"2108","4",91,1,975,-15," easy"
"2109","4",91,2,1077,-117," easy"
"2110","4",91,3,578,382," easy"
"2111","4",91,4,554,406," easy"
"2112","4",92,1,970,10,"absent"
"2113","4",92,2,949,-11,"absent"
"2114","4",92,3,625,-335,"absent"
"2115","4",92,4,1169,209,"absent"
"2116","4",92,5,895,-65,"absent"
"2117","4",92,6,643,-317,"absent"
"2118","4",92,7,728,-232,"absent"
"2119","4",92,8,1304,344,"absent"
"2120","4",92,9,1007,47,"absent"
"2121","4",93,1,888,72," hard"
"2122","4",93,2,1004,-44," hard"
"2123","4",93,3,1156,-196," hard"
"2124","4",93,4,1151,-191," hard"
"2125","4",93,5,1145,-185," hard"
"2126","4",93,6,1146,-186," hard"
"2127","4",94,1,1010,-50,"absent"
"2128","4",94,2,1306,-346,"absent"
"2129","4",94,3,1041,-81,"absent"
"2130","4",94,4,652,308,"absent"
"2131","4",94,5,952,8,"absent"
"2132","4",95,1,966,-6," easy"
"2133","4",95,2,1041,-81," easy"
"2134","4",95,3,684,276," easy"
"2135","4",96,1,948,12," hard"
"2136","4",96,2,901,59," hard"
"2137","4",96,3,1156,-196," hard"
"2138","4",96,4,1386,-426," hard"
"2139","4",96,5,1408,-448," hard"
"2140","4",96,6,545,415," hard"
"2141","5",17,1,969,9," hard"
"2142","5",17,2,927,-33," hard"
"2143","5",17,3,1018,58," hard"
"2144","5",17,4,1207,247," hard"
"2145","5",17,5,551,-409," hard"
"2146","5",17,6,812,-148," hard"
"2147","5",17,7,721,-239," hard"
"2148","5",17,8,665,-295," hard"
"2149","5",17,9,567,-393," hard"
"2150","5",17,10,1353,393," hard"
"2151","5",17,11,1240,280," hard"
"2152","5",17,12,893,-67," hard"
"2153","5",17,13,595,-365," hard"
"2154","5",17,14,523,-437," hard"
"2155","5",17,15,644,-316," hard"
"2156","5",17,16,611,-349," hard"
"2157","5",17,17,626,-334," hard"
"2158","5",17,18,635,-325," hard"
"2159","5",17,19,649,-311," hard"
"2160","5",17,20,631,-329," hard"
"2161","5",18,1,974,14," hard"
"2162","5",18,2,767,-193," hard"
"2163","5",18,3,960,0," hard"
"2164","5",18,4,1413,453," hard"
"2165","5",18,5,1034,74," hard"
"2166","5",18,6,632,-328," hard"
"2167","5",18,7,719,-241," hard"
"2168","5",18,8,917,-43," hard"
"2169","5",18,9,1232,272," hard"
"2170","5",18,10,735,-225," hard"
"2171","5",18,11,529,-431," hard"
"2172","5",18,12,460,-500," hard"
"2173","5",18,13,683,-277," hard"
"2174","5",18,14,1351,391," hard"
"2175","5",18,15,1372,412," hard"
"2176","5",18,16,838,-122," hard"
"2177","5",18,17,622,-338," hard"
"2178","5",18,18,861,-99," hard"
"2179","5",18,19,428,-532," hard"
"2180","5",18,20,451,-509," hard"
"2181","5",18,21,1317,357," hard"
"2182","5",18,22,1323,363," hard"
"2183","5",18,23,806,-154," hard"
"2184","5",18,24,954,-6," hard"
"2185","5",18,25,799,-161," hard"
"2186","5",18,26,797,-163," hard"
"2187","5",18,27,1365,405," hard"
"2188","5",18,28,770,-190," hard"
"2189","5",18,29,797,-163," hard"
"2190","5",19,1,961,1," easy"
"2191","5",19,2,1185,225," easy"
"2192","5",19,3,1245,285," easy"
"2193","5",20,1,985,25," hard"
"2194","5",20,2,1162,202," hard"
"2195","5",20,3,1231,271," hard"
"2196","5",20,4,934,-26," hard"
"2197","5",20,5,926,-34," hard"
"2198","5",20,6,513,-447," hard"
"2199","5",20,7,659,-301," hard"
"2200","5",20,8,968,8," hard"
"2201","5",20,9,914,-46," hard"
"2202","5",20,10,1392,432," hard"
"2203","5",20,11,1076,116," hard"
"2204","5",20,12,519,-441," hard"
"2205","5",20,13,1360,400," hard"
"2206","5",20,14,1402,442," hard"
"2207","5",20,15,865,-95," hard"
"2208","5",20,16,1037,77," hard"
"2209","5",20,17,548,-412," hard"
"2210","5",20,18,512,-448," hard"
"2211","5",21,1,974,14," hard"
"2212","5",21,2,581,-379," hard"
"2213","5",21,3,909,-51," hard"
"2214","5",21,4,1392,432," hard"
"2215","5",21,5,577,-383," hard"
"2216","5",21,6,667,-293," hard"
"2217","5",21,7,1320,360," hard"
"2218","5",21,8,910,-50," hard"
"2219","5",21,9,760,-200," hard"
"2220","5",21,10,585,-375," hard"
"2221","5",21,11,609,-351," hard"
"2222","5",21,12,677,-283," hard"
"2223","5",21,13,1276,316," hard"
"2224","5",21,14,946,-14," hard"
"2225","5",21,15,904,-56," hard"
"2226","5",21,16,780,-180," hard"
"2227","5",21,17,829,-131," hard"
"2228","5",21,18,540,-420," hard"
"2229","5",21,19,546,-414," hard"
"2230","5",21,20,554,-406," hard"
"2231","5",21,21,541,-419," hard"
"2232","5",22,1,975,-15," easy"
"2233","5",22,2,917,43," easy"
"2234","5",23,1,983,-23,"absent"
"2235","5",23,2,819,141,"absent"
"2236","5",23,3,981,-21,"absent"
"2237","5",23,4,1188,-228,"absent"
"2238","5",23,5,830,130,"absent"
"2239","5",23,6,821,139,"absent"
"2240","5",23,7,574,386,"absent"
"2241","5",23,8,679,281,"absent"
"2242","5",23,9,1455,-495,"absent"
"2243","5",23,10,1402,-442,"absent"
"2244","5",23,11,1091,-131,"absent"
"2245","5",23,12,761,199,"absent"
"2246","5",23,13,829,131,"absent"
"2247","5",23,14,1014,-54,"absent"
"2248","5",23,15,747,213,"absent"
"2249","5",23,16,474,486,"absent"
"2250","5",23,17,889,71,"absent"
"2251","5",23,18,1131,-171,"absent"
"2252","5",23,19,1218,-258,"absent"
"2253","5",23,20,909,51,"absent"
"2254","5",23,21,656,304,"absent"
"2255","5",23,22,1332,-372,"absent"
"2256","5",23,23,1216,-256,"absent"
"2257","5",23,24,1170,-210,"absent"
"2258","5",23,25,525,435,"absent"
"2259","5",23,26,479,481,"absent"
"2260","5",23,27,821,139,"absent"
"2261","5",23,28,894,66,"absent"
"2262","5",24,1,986,-26," easy"
"2263","5",24,2,664,296," easy"
"2264","5",24,3,571,389," easy"
"2265","5",25,1,980,20,"absent"
"2266","5",25,2,863,-97,"absent"
"2267","5",25,3,666,-294,"absent"
"2268","5",25,4,1206,246,"absent"
"2269","5",25,5,932,-28,"absent"
"2270","5",25,6,986,26,"absent"
"2271","5",25,7,943,-17,"absent"
"2272","5",25,8,595,-365,"absent"
"2273","5",25,9,1215,255,"absent"
"2274","5",25,10,1401,441,"absent"
"2275","5",25,11,1399,439,"absent"
"2276","5",25,12,581,-379,"absent"
"2277","5",25,13,825,-135,"absent"
"2278","5",25,14,678,-282,"absent"
"2279","5",25,15,698,-262,"absent"
"2280","5",25,16,813,-147,"absent"
"2281","5",25,17,603,-357,"absent"
"2282","5",25,18,1408,448,"absent"
"2283","5",25,19,1155,195,"absent"
"2284","5",25,20,874,-86,"absent"
"2285","5",25,21,873,-87,"absent"
"2286","5",25,22,651,-309,"absent"
"2287","5",25,23,1402,442,"absent"
"2288","5",25,24,1285,325,"absent"
"2289","5",25,25,781,-179,"absent"
"2290","5",25,26,532,-428,"absent"
"2291","5",25,27,680,-280,"absent"
"2292","5",25,28,870,-90,"absent"
"2293","5",25,29,798,-162,"absent"
"2294","5",26,1,975,-15," hard"
"2295","5",26,2,1031,-71," hard"
"2296","5",26,3,1048,-88," hard"
"2297","5",26,4,1057,-97," hard"
"2298","5",27,1,969,9,"absent"
"2299","5",27,2,1057,97,"absent"
"2300","5",27,3,841,-119,"absent"
"2301","5",27,4,774,-186,"absent"
"2302","5",27,5,663,-297,"absent"
"2303","5",27,6,900,-60,"absent"
"2304","5",27,7,967,7,"absent"
"2305","5",27,8,1406,446,"absent"
"2306","5",27,9,592,-368,"absent"
"2307","5",27,10,822,-138,"absent"
"2308","5",27,11,1442,482,"absent"
"2309","5",27,12,755,-205,"absent"
"2310","5",27,13,655,-305,"absent"
"2311","5",27,14,1005,45,"absent"
"2312","5",27,15,1186,226,"absent"
"2313","5",27,16,1460,500,"absent"
"2314","5",27,17,887,-73,"absent"
"2315","5",27,18,932,-28,"absent"
"2316","5",27,19,959,-1,"absent"
"2317","5",27,20,486,-474,"absent"
"2318","5",27,21,601,-359,"absent"
"2319","5",27,22,1035,75,"absent"
"2320","5",28,1,979,-19," hard"
"2321","5",28,2,1009,-49," hard"
"2322","5",28,3,1037,-77," hard"
"2323","5",28,4,889,71," hard"
"2324","5",28,5,1053,-93," hard"
"2325","5",28,6,1409,-449," hard"
"2326","5",28,7,1389,-429," hard"
"2327","5",29,1,966,-6,"absent"
"2328","5",29,2,1042,-82,"absent"
"2329","5",29,3,844,116,"absent"
"2330","5",29,4,1082,-122,"absent"
"2331","5",29,5,1004,-44,"absent"
"2332","5",29,6,1445,-485,"absent"
"2333","5",29,7,1247,-287,"absent"
"2334","5",29,8,596,364,"absent"
"2335","5",29,9,1041,-81,"absent"
"2336","5",29,10,1275,-315,"absent"
"2337","5",29,11,1135,-175,"absent"
"2338","5",29,12,748,212,"absent"
"2339","5",29,13,1012,-52,"absent"
"2340","5",29,14,560,400,"absent"
"2341","5",29,15,597,363,"absent"
"2342","5",29,16,835,125,"absent"
"2343","5",29,17,970,-10,"absent"
"2344","5",29,18,741,219,"absent"
"2345","5",29,19,461,499,"absent"
"2346","5",29,20,1179,-219,"absent"
"2347","5",29,21,1094,-134,"absent"
"2348","5",29,22,1418,-458,"absent"
"2349","5",29,23,1057,-97,"absent"
"2350","5",29,24,1218,-258,"absent"
"2351","5",30,1,963,3," easy"
"2352","5",30,2,1038,78," easy"
"2353","5",31,1,952,8,"absent"
"2354","5",31,2,1028,-68,"absent"
"2355","5",31,3,1201,-241,"absent"
"2356","5",31,4,1141,-181,"absent"
"2357","5",31,5,630,330,"absent"
"2358","5",31,6,867,93,"absent"
"2359","5",31,7,720,240,"absent"
"2360","5",31,8,750,210,"absent"
"2361","5",31,9,977,-17,"absent"
"2362","5",31,10,1410,-450,"absent"
"2363","5",31,11,1148,-188,"absent"
"2364","5",31,12,607,353,"absent"
"2365","5",31,13,644,316,"absent"
"2366","5",31,14,886,74,"absent"
"2367","5",31,15,1009,-49,"absent"
"2368","5",31,16,521,439,"absent"
"2369","5",31,17,1322,-362,"absent"
"2370","5",31,18,1033,-73,"absent"
"2371","5",31,19,595,365,"absent"
"2372","5",31,20,544,416,"absent"
"2373","5",31,21,1307,-347,"absent"
"2374","5",31,22,977,-17,"absent"
"2375","5",32,1,976,16,"absent"
"2376","5",32,2,950,-10,"absent"
"2377","5",32,3,755,-205,"absent"
"2378","5",32,4,926,-34,"absent"
"2379","5",32,5,1294,334,"absent"
"2380","5",32,6,942,-18,"absent"
"2381","5",32,7,984,24,"absent"
"2382","5",32,8,964,4,"absent"
"2383","5",32,9,947,-13,"absent"
"2384","5",32,10,699,-261,"absent"
"2385","5",32,11,1300,340,"absent"
"2386","5",32,12,607,-353,"absent"
"2387","5",32,13,517,-443,"absent"
"2388","5",32,14,552,-408,"absent"
"2389","5",32,15,487,-473,"absent"
"2390","5",32,16,945,-15,"absent"
"2391","5",32,17,1436,476,"absent"
"2392","5",32,18,1450,490,"absent"
"2393","5",32,19,921,-39,"absent"
"2394","5",32,20,863,-97,"absent"
"2395","5",32,21,955,-5,"absent"
"2396","5",32,22,893,-67,"absent"
"2397","5",32,23,552,-408,"absent"
"2398","5",33,1,975,-15,"absent"
"2399","5",33,2,1050,-90,"absent"
"2400","5",33,3,671,289,"absent"
"2401","5",33,4,817,143,"absent"
"2402","5",33,5,1342,-382,"absent"
"2403","5",33,6,1231,-271,"absent"
"2404","5",33,7,624,336,"absent"
"2405","5",33,8,693,267,"absent"
"2406","5",33,9,643,317,"absent"
"2407","5",33,10,1122,-162,"absent"
"2408","5",33,11,955,5,"absent"
"2409","5",33,12,833,127,"absent"
"2410","5",33,13,1178,-218,"absent"
"2411","5",33,14,1291,-331,"absent"
"2412","5",33,15,1104,-144,"absent"
"2413","5",33,16,908,52,"absent"
"2414","5",33,17,1043,-83,"absent"
"2415","5",33,18,1001,-41,"absent"
"2416","5",33,19,506,454,"absent"
"2417","5",33,20,502,458,"absent"
"2418","5",33,21,476,484,"absent"
"2419","5",33,22,1457,-497,"absent"
"2420","5",33,23,1427,-467,"absent"
"2421","5",33,24,629,331,"absent"
"2422","5",33,25,985,-25,"absent"
"2423","5",34,1,976,16,"absent"
"2424","5",34,2,892,-68,"absent"
"2425","5",34,3,715,-245,"absent"
"2426","5",34,4,1387,427,"absent"
"2427","5",34,5,1080,120,"absent"
"2428","5",34,6,749,-211,"absent"
"2429","5",34,7,543,-417,"absent"
"2430","5",34,8,502,-458,"absent"
"2431","5",34,9,905,-55,"absent"
"2432","5",34,10,1426,466,"absent"
"2433","5",34,11,671,-289,"absent"
"2434","5",34,12,525,-435,"absent"
"2435","5",34,13,581,-379,"absent"
"2436","5",34,14,1292,332,"absent"
"2437","5",34,15,961,1,"absent"
"2438","5",34,16,1432,472,"absent"
"2439","5",34,17,797,-163,"absent"
"2440","5",34,18,474,-486,"absent"
"2441","5",34,19,570,-390,"absent"
"2442","5",34,20,936,-24,"absent"
"2443","5",34,21,529,-431,"absent"
"2444","5",34,22,487,-473,"absent"
"2445","5",34,23,1284,324,"absent"
"2446","5",34,24,991,31,"absent"
"2447","5",34,25,799,-161,"absent"
"2448","5",34,26,784,-176,"absent"
"2449","5",34,27,600,-360,"absent"
"2450","5",35,1,977,17,"absent"
"2451","5",35,2,863,-97,"absent"
"2452","5",35,3,634,-326,"absent"
"2453","5",35,4,1212,252,"absent"
"2454","5",35,5,940,-20,"absent"
"2455","5",35,6,592,-368,"absent"
"2456","5",35,7,452,-508,"absent"
"2457","5",35,8,683,-277,"absent"
"2458","5",35,9,1037,77,"absent"
"2459","5",35,10,1223,263,"absent"
"2460","5",35,11,1478,518,"absent"
"2461","5",35,12,858,-102,"absent"
"2462","5",35,13,622,-338,"absent"
"2463","5",35,14,908,-52,"absent"
"2464","5",35,15,950,-10,"absent"
"2465","5",35,16,757,-203,"absent"
"2466","5",35,17,529,-431,"absent"
"2467","5",35,18,665,-295,"absent"
"2468","5",35,19,1260,300,"absent"
"2469","5",35,20,811,-149,"absent"
"2470","5",36,1,966,6,"absent"
"2471","5",36,2,813,-147,"absent"
"2472","5",36,3,524,-436,"absent"
"2473","5",36,4,766,-194,"absent"
"2474","5",36,5,521,-439,"absent"
"2475","5",36,6,1396,436,"absent"
"2476","5",36,7,750,-210,"absent"
"2477","5",36,8,889,-71,"absent"
"2478","5",36,9,564,-396,"absent"
"2479","5",36,10,1252,292,"absent"
"2480","5",36,11,1163,203,"absent"
"2481","5",36,12,1177,217,"absent"
"2482","5",36,13,1122,162,"absent"
"2483","5",36,14,1353,393,"absent"
"2484","5",36,15,1042,82,"absent"
"2485","5",36,16,835,-125,"absent"
"2486","5",36,17,560,-400,"absent"
"2487","5",36,18,582,-378,"absent"
"2488","5",36,19,824,-136,"absent"
"2489","5",36,20,995,35,"absent"
"2490","5",36,21,666,-294,"absent"
"2491","5",36,22,549,-411,"absent"
"2492","5",36,23,865,-95,"absent"
"2493","5",36,24,651,-309,"absent"
"2494","5",36,25,553,-407,"absent"
"2495","5",36,26,1300,340,"absent"
"2496","5",36,27,1090,130,"absent"
"2497","5",37,1,961,1,"absent"
"2498","5",37,2,828,-132,"absent"
"2499","5",37,3,547,-413,"absent"
"2500","5",37,4,873,-87,"absent"
"2501","5",37,5,467,-493,"absent"
"2502","5",37,6,442,-518,"absent"
"2503","5",37,7,807,-153,"absent"
"2504","5",37,8,906,-54,"absent"
"2505","5",37,9,719,-241,"absent"
"2506","5",37,10,1359,399,"absent"
"2507","5",37,11,1206,246,"absent"
"2508","5",37,12,891,-69,"absent"
"2509","5",37,13,763,-197,"absent"
"2510","5",37,14,910,-50,"absent"
"2511","5",37,15,476,-484,"absent"
"2512","5",37,16,625,-335,"absent"
"2513","5",37,17,476,-484,"absent"
"2514","5",37,18,652,-308,"absent"
"2515","5",37,19,877,-83,"absent"
"2516","5",37,20,889,-71,"absent"
"2517","5",37,21,1119,159,"absent"
"2518","5",37,22,1427,467,"absent"
"2519","5",37,23,1263,303,"absent"
"2520","5",37,24,726,-234,"absent"
"2521","5",37,25,535,-425,"absent"
"2522","5",37,26,920,-40,"absent"
"2523","5",37,27,792,-168,"absent"
"2524","5",37,28,874,-86,"absent"
"2525","5",37,29,878,-82,"absent"
"2526","5",37,30,827,-133,"absent"
"2527","5",38,1,976,16,"absent"
"2528","5",38,2,841,-119,"absent"
"2529","5",38,3,660,-300,"absent"
"2530","5",38,4,855,-105,"absent"
"2531","5",38,5,1192,232,"absent"
"2532","5",38,6,1284,324,"absent"
"2533","5",38,7,798,-162,"absent"
"2534","5",38,8,582,-378,"absent"
"2535","5",38,9,543,-417,"absent"
"2536","5",38,10,778,-182,"absent"
"2537","5",38,11,565,-395,"absent"
"2538","5",38,12,793,-167,"absent"
"2539","5",38,13,1371,411,"absent"
"2540","5",38,14,728,-232,"absent"
"2541","5",38,15,515,-445,"absent"
"2542","5",38,16,811,-149,"absent"
"2543","5",38,17,1341,381,"absent"
"2544","5",38,18,667,-293,"absent"
"2545","5",38,19,710,-250,"absent"
"2546","5",38,20,543,-417,"absent"
"2547","5",38,21,588,-372,"absent"
"2548","5",38,22,481,-479,"absent"
"2549","5",38,23,535,-425,"absent"
"2550","5",38,24,900,-60,"absent"
"2551","5",38,25,1301,341,"absent"
"2552","5",38,26,1209,249,"absent"
"2553","5",38,27,824,-136,"absent"
"2554","5",38,28,585,-375,"absent"
"2555","5",38,29,833,-127,"absent"
"2556","5",38,30,924,-36,"absent"
"2557","5",38,31,724,-236,"absent"
"2558","5",39,1,982,-22,"absent"
"2559","5",39,2,984,-24,"absent"
"2560","5",39,3,1267,-307,"absent"
"2561","5",39,4,1083,-123,"absent"
"2562","5",39,5,1122,-162,"absent"
"2563","5",39,6,1284,-324,"absent"
"2564","5",39,7,1027,-67,"absent"
"2565","5",39,8,575,385,"absent"
"2566","5",39,9,704,256,"absent"
"2567","5",39,10,1396,-436,"absent"
"2568","5",39,11,1411,-451,"absent"
"2569","5",39,12,1210,-250,"absent"
"2570","5",39,13,1012,-52,"absent"
"2571","5",39,14,653,307,"absent"
"2572","5",39,15,707,253,"absent"
"2573","5",39,16,537,423,"absent"
"2574","5",39,17,660,300,"absent"
"2575","5",39,18,918,42,"absent"
"2576","5",39,19,891,69,"absent"
"2577","5",39,20,1155,-195,"absent"
"2578","5",39,21,1349,-389,"absent"
"2579","5",39,22,1033,-73,"absent"
"2580","5",39,23,1066,-106,"absent"
"2581","5",39,24,1054,-94,"absent"
"2582","5",39,25,1318,-358,"absent"
"2583","5",39,26,1410,-450,"absent"
"2584","5",39,27,1047,-87,"absent"
"2585","5",40,1,958,-2," hard"
"2586","5",40,2,797,-163," hard"
"2587","5",40,3,651,-309," hard"
"2588","5",40,4,550,-410," hard"
"2589","5",40,5,799,-161," hard"
"2590","5",40,6,1264,304," hard"
"2591","5",40,7,1250,290," hard"
"2592","5",40,8,950,-10," hard"
"2593","5",40,9,749,-211," hard"
"2594","5",40,10,621,-339," hard"
"2595","5",40,11,518,-442," hard"
"2596","5",40,12,512,-448," hard"
"2597","5",40,13,924,-36," hard"
"2598","5",40,14,827,-133," hard"
"2599","5",40,15,589,-371," hard"
"2600","5",40,16,590,-370," hard"
"2601","5",40,17,509,-451," hard"
"2602","5",40,18,487,-473," hard"
"2603","5",41,1,973,-13," easy"
"2604","5",41,2,687,273," easy"
"2605","5",41,3,686,274," easy"
"2606","5",42,1,963,3," hard"
"2607","5",42,2,731,-229," hard"
"2608","5",42,3,787,-173," hard"
"2609","5",42,4,775,-185," hard"
"2610","5",43,1,969,-9,"absent"
"2611","5",43,2,841,119,"absent"
"2612","5",43,3,1085,-125,"absent"
"2613","5",43,4,1224,-264,"absent"
"2614","5",43,5,1153,-193,"absent"
"2615","5",43,6,755,205,"absent"
"2616","5",43,7,520,440,"absent"
"2617","5",43,8,883,77,"absent"
"2618","5",43,9,1040,-80,"absent"
"2619","5",43,10,1013,-53,"absent"
"2620","5",43,11,1414,-454,"absent"
"2621","5",43,12,1354,-394,"absent"
"2622","5",43,13,1421,-461,"absent"
"2623","5",43,14,1241,-281,"absent"
"2624","5",43,15,666,294,"absent"
"2625","5",43,16,993,-33,"absent"
"2626","5",43,17,1003,-43,"absent"
"2627","5",43,18,1264,-304,"absent"
"2628","5",43,19,1356,-396,"absent"
"2629","5",43,20,699,261,"absent"
"2630","5",43,21,623,337,"absent"
"2631","5",44,1,965,5,"absent"
"2632","5",44,2,868,-92,"absent"
"2633","5",44,3,680,-280,"absent"
"2634","5",44,4,855,-105,"absent"
