"condition","subj","trialNum","fixNo","xFix","xFixFlip","yFix","targSide","easySide","accuracy","RT","targetPre","trialType"
"1562","tex",3,70,4,1345,385,695," easy"," right",1,0.669,"present","half"
"1563","tex",3,71,1,966,6,575,"absent"," right",1,1.609,"absent","half"
"1564","tex",3,71,2,947,-13,550,"absent"," right",1,1.609,"absent","half"
"1565","tex",3,71,3,1131,171,557,"absent"," right",1,1.609,"absent","half"
"1566","tex",3,71,4,670,-290,536,"absent"," right",1,1.609,"absent","half"
"1567","tex",3,71,5,651,-309,418,"absent"," right",1,1.609,"absent","half"
"1568","tex",3,71,6,1011,51,618,"absent"," right",1,1.609,"absent","half"
"1569","tex",3,71,7,1051,91,632,"absent"," right",1,1.609,"absent","half"
"1570","tex",3,72,1,961,-1,547,"absent"," left",1,1.137,"absent","half"
"1571","tex",3,72,2,1266,-306,569,"absent"," left",1,1.137,"absent","half"
"1572","tex",3,72,3,956,4,465,"absent"," left",1,1.137,"absent","half"
"1573","tex",3,73,1,959,-1,543," easy"," right",1,0.59,"present","half"
"1574","tex",3,73,2,1029,69,795," easy"," right",1,0.59,"present","half"
"1575","tex",3,74,1,965,-5,566,"absent"," left",1,1.55,"absent","half"
"1576","tex",3,74,2,1211,-251,663,"absent"," left",1,1.55,"absent","half"
"1577","tex",3,74,3,1069,-109,695,"absent"," left",1,1.55,"absent","half"
"1578","tex",3,74,4,1130,-170,485,"absent"," left",1,1.55,"absent","half"
"1579","tex",3,74,5,953,7,493,"absent"," left",1,1.55,"absent","half"
"1580","tex",3,74,6,805,155,532,"absent"," left",1,1.55,"absent","half"
"1581","tex",3,75,1,965,-5,561," hard"," left",1,1.095,"present","half"
"1582","tex",3,75,2,1163,-203,424," hard"," left",1,1.095,"present","half"
"1583","tex",3,75,3,1221,-261,566," hard"," left",1,1.095,"present","half"
"1584","tex",3,75,4,1098,-138,462," hard"," left",1,1.095,"present","half"
"1585","tex",3,75,5,1086,-126,405," hard"," left",1,1.095,"present","half"
"1586","tex",3,76,1,965,-5,531,"absent"," left",1,1.95,"absent","half"
"1587","tex",3,76,2,853,107,433,"absent"," left",1,1.95,"absent","half"
"1588","tex",3,76,3,1022,-62,556,"absent"," left",1,1.95,"absent","half"
"1589","tex",3,76,4,1261,-301,584,"absent"," left",1,1.95,"absent","half"
"1590","tex",3,76,5,1118,-158,558,"absent"," left",1,1.95,"absent","half"
"1591","tex",3,76,6,1045,-85,452,"absent"," left",1,1.95,"absent","half"
"1592","tex",3,76,7,1024,-64,414,"absent"," left",1,1.95,"absent","half"
"1593","tex",3,77,1,957,3,550," hard"," left",1,0.668,"present","half"
"1594","tex",3,77,2,1120,-160,529," hard"," left",1,0.668,"present","half"
"1595","tex",3,77,3,1020,-60,588," hard"," left",1,0.668,"present","half"
"1596","tex",3,78,1,965,5,566,"absent"," right",1,0.83,"absent","half"
"1597","tex",3,78,2,932,-28,468,"absent"," right",1,0.83,"absent","half"
"1598","tex",3,79,1,957,3,553," easy"," left",0,0.627,"present","half"
"1599","tex",3,79,2,856,104,505," easy"," left",0,0.627,"present","half"
"1600","tex",3,80,1,979,19,519," hard"," right",1,1.253,"present","half"
"1601","tex",3,80,2,797,-163,395," hard"," right",1,1.253,"present","half"
"1602","tex",3,80,3,760,-200,345," hard"," right",1,1.253,"present","half"
"1603","tex",3,80,4,746,-214,301," hard"," right",1,1.253,"present","half"
"1604","tex",3,81,1,991,31,540,"absent"," right",1,1.359,"absent","half"
"1605","tex",3,81,2,926,-34,505,"absent"," right",1,1.359,"absent","half"
"1606","tex",3,81,3,824,-136,457,"absent"," right",1,1.359,"absent","half"
"1607","tex",3,81,4,905,-55,383,"absent"," right",1,1.359,"absent","half"
"1608","tex",3,81,5,1040,80,435,"absent"," right",1,1.359,"absent","half"
"1609","tex",3,81,6,868,-92,550,"absent"," right",1,1.359,"absent","half"
"1610","tex",3,82,1,972,12,548," easy"," right",1,0.88,"present","half"
"1611","tex",3,82,2,1111,151,356," easy"," right",1,0.88,"present","half"
"1612","tex",3,82,3,1169,209,283," easy"," right",1,0.88,"present","half"
"1613","tex",3,83,1,968,8,536,"absent"," right",1,1.052,"absent","half"
"1614","tex",3,83,2,977,17,500,"absent"," right",1,1.052,"absent","half"
"1615","tex",3,83,3,543,-417,601,"absent"," right",1,1.052,"absent","half"
"1616","tex",3,83,4,774,-186,439,"absent"," right",1,1.052,"absent","half"
"1617","tex",3,83,5,1037,77,453,"absent"," right",1,1.052,"absent","half"
"1618","tex",3,84,1,987,-27,529," easy"," left",0,0.559,"present","half"
"1619","tex",3,84,2,587,373,713," easy"," left",0,0.559,"present","half"
"1620","tex",3,85,1,971,-11,539," easy"," left",1,1.241,"present","half"
"1621","tex",3,85,2,805,155,372," easy"," left",1,1.241,"present","half"
"1622","tex",3,85,3,758,202,296," easy"," left",1,1.241,"present","half"
"1623","tex",3,85,4,783,177,320," easy"," left",1,1.241,"present","half"
"1624","tex",3,86,1,969,-9,511," hard"," left",1,1.054,"present","half"
"1625","tex",3,86,2,977,-17,482," hard"," left",1,1.054,"present","half"
"1626","tex",3,86,3,1224,-264,572," hard"," left",1,1.054,"present","half"
"1627","tex",3,86,4,1344,-384,446," hard"," left",1,1.054,"present","half"
"1628","tex",3,86,5,1371,-411,440," hard"," left",1,1.054,"present","half"
"1629","tex",3,87,1,989,29,534,"absent"," right",1,0.76,"absent","half"
"1630","tex",3,87,2,913,-47,444,"absent"," right",1,0.76,"absent","half"
"1631","tex",3,87,3,854,-106,414,"absent"," right",1,0.76,"absent","half"
"1632","tex",3,88,1,960,0,551," easy"," right",1,0.504,"present","half"
"1633","tex",3,88,2,1197,237,564," easy"," right",1,0.504,"present","half"
"1634","tex",3,89,1,988,28,572," hard"," right",1,0.65,"present","half"
"1635","tex",3,89,2,868,-92,468," hard"," right",1,0.65,"present","half"
"1636","tex",3,89,3,806,-154,402," hard"," right",1,0.65,"present","half"
"1637","tex",3,89,4,789,-171,376," hard"," right",1,0.65,"present","half"
"1638","tex",3,90,1,951,9,530," hard"," left",0,0.751,"present","half"
"1639","tex",3,90,2,904,56,489," hard"," left",0,0.751,"present","half"
"1640","tex",3,90,3,1041,-81,468," hard"," left",0,0.751,"present","half"
"1641","tex",3,90,4,1247,-287,479," hard"," left",0,0.751,"present","half"
"1642","tex",3,90,5,970,-10,434," hard"," left",0,0.751,"present","half"
"1643","tex",3,92,1,962,2,567,"absent"," right",1,1.592,"absent","half"
"1644","tex",3,92,2,577,-383,518,"absent"," right",1,1.592,"absent","half"
"1645","tex",3,92,3,954,-6,549,"absent"," right",1,1.592,"absent","half"
"1646","tex",3,92,4,1173,213,568,"absent"," right",1,1.592,"absent","half"
"1647","tex",3,92,5,1220,260,537,"absent"," right",1,1.592,"absent","half"
"1648","tex",3,93,1,971,-11,580," hard"," left",1,1.016,"present","half"
"1649","tex",3,93,2,964,-4,525," hard"," left",1,1.016,"present","half"
"1650","tex",3,93,3,1256,-296,699," hard"," left",1,1.016,"present","half"
"1651","tex",3,93,4,1256,-296,745," hard"," left",1,1.016,"present","half"
"1652","tex",3,93,5,1213,-253,466," hard"," left",1,1.016,"present","half"
"1653","tex",3,93,6,1150,-190,940," hard"," left",1,1.016,"present","half"
"1654","tex",3,93,7,1137,-177,893," hard"," left",1,1.016,"present","half"
"1655","tex",3,94,1,966,-6,594,"absent"," left",1,1.116,"absent","half"
"1656","tex",3,94,2,996,-36,573,"absent"," left",1,1.116,"absent","half"
"1657","tex",3,94,3,1296,-336,633,"absent"," left",1,1.116,"absent","half"
"1658","tex",3,94,4,1428,-468,656,"absent"," left",1,1.116,"absent","half"
"1659","tex",3,94,5,1209,-249,717,"absent"," left",1,1.116,"absent","half"
"1660","tex",3,95,1,1073,-113,612," easy"," left",1,0.792,"present","half"
"1661","tex",3,95,2,1005,-45,590," easy"," left",1,0.792,"present","half"
"1662","tex",3,95,3,543,417,553," easy"," left",1,0.792,"present","half"
"1663","tex",3,96,1,960,0,570," hard"," left",1,1.415,"present","half"
"1664","tex",3,96,2,634,326,546," hard"," left",1,1.415,"present","half"
"1665","tex",3,96,3,1039,-79,606," hard"," left",1,1.415,"present","half"
"1666","tex",3,96,4,1300,-340,501," hard"," left",1,1.415,"present","half"
"1667","tex",3,96,5,1392,-432,485," hard"," left",1,1.415,"present","half"
"1668","tex",4,17,1,995,35,557," hard"," right",1,1.118,"present","half"
"1669","tex",4,17,2,1080,120,533," hard"," right",1,1.118,"present","half"
"1670","tex",4,17,3,731,-229,471," hard"," right",1,1.118,"present","half"
"1671","tex",4,18,1,952,-8,505," hard"," right",1,2.237,"present","half"
"1672","tex",4,18,2,773,-187,608," hard"," right",1,2.237,"present","half"
"1673","tex",4,18,3,1268,308,517," hard"," right",1,2.237,"present","half"
"1674","tex",4,18,4,1060,100,662," hard"," right",1,2.237,"present","half"
"1675","tex",4,18,5,685,-275,637," hard"," right",1,2.237,"present","half"
"1676","tex",4,18,6,883,-77,690," hard"," right",1,2.237,"present","half"
"1677","tex",4,18,7,734,-226,722," hard"," right",1,2.237,"present","half"
"1678","tex",4,19,1,926,-34,591," easy"," right",0,0.603,"present","half"
"1679","tex",4,19,2,1123,163,415," easy"," right",0,0.603,"present","half"
"1680","tex",4,19,3,1207,247,370," easy"," right",0,0.603,"present","half"
"1681","tex",4,20,1,1012,52,443," hard"," right",1,1.375,"present","half"
"1682","tex",4,20,2,1133,173,384," hard"," right",1,1.375,"present","half"
"1683","tex",4,20,3,715,-245,366," hard"," right",1,1.375,"present","half"
"1684","tex",4,20,4,806,-154,579," hard"," right",1,1.375,"present","half"
"1685","tex",4,20,5,501,-459,574," hard"," right",1,1.375,"present","half"
"1686","tex",4,21,1,986,26,535," hard"," right",1,1.065,"present","half"
"1687","tex",4,21,2,958,-2,418," hard"," right",1,1.065,"present","half"
"1688","tex",4,21,3,851,-109,466," hard"," right",1,1.065,"present","half"
"1689","tex",4,21,4,510,-450,675," hard"," right",1,1.065,"present","half"
"1690","tex",4,22,1,1020,-60,462," easy"," left",1,0.769,"present","half"
"1691","tex",4,22,2,1198,-238,410," easy"," left",1,0.769,"present","half"
"1692","tex",4,22,3,944,16,556," easy"," left",1,0.769,"present","half"
"1693","tex",4,22,4,889,71,564," easy"," left",1,0.769,"present","half"
"1694","tex",4,23,1,994,-34,530,"absent"," left",1,2.897,"absent","half"
"1695","tex",4,23,2,1147,-187,560,"absent"," left",1,2.897,"absent","half"
"1696","tex",4,23,3,1215,-255,622,"absent"," left",1,2.897,"absent","half"
"1697","tex",4,23,4,1416,-456,379,"absent"," left",1,2.897,"absent","half"
"1698","tex",4,23,5,1199,-239,318,"absent"," left",1,2.897,"absent","half"
"1699","tex",4,23,6,1438,-478,547,"absent"," left",1,2.897,"absent","half"
"1700","tex",4,23,7,528,432,425,"absent"," left",1,2.897,"absent","half"
"1701","tex",4,23,8,812,148,552,"absent"," left",1,2.897,"absent","half"
"1702","tex",4,23,9,1372,-412,700,"absent"," left",1,2.897,"absent","half"
"1703","tex",4,23,10,1280,-320,777,"absent"," left",1,2.897,"absent","half"
"1704","tex",4,24,1,988,-28,583," easy"," left",1,0.881,"present","half"
"1705","tex",4,24,2,702,258,410," easy"," left",1,0.881,"present","half"
"1706","tex",4,24,3,611,349,395," easy"," left",1,0.881,"present","half"
"1707","tex",4,24,4,866,94,521," easy"," left",1,0.881,"present","half"
"1708","tex",4,25,1,1025,65,614,"absent"," right",1,2.743,"absent","half"
"1709","tex",4,25,2,807,-153,469,"absent"," right",1,2.743,"absent","half"
"1710","tex",4,25,3,944,-16,612,"absent"," right",1,2.743,"absent","half"
"1711","tex",4,25,4,958,-2,660,"absent"," right",1,2.743,"absent","half"
"1712","tex",4,25,5,641,-319,286,"absent"," right",1,2.743,"absent","half"
"1713","tex",4,25,6,666,-294,403,"absent"," right",1,2.743,"absent","half"
"1714","tex",4,25,7,631,-329,354,"absent"," right",1,2.743,"absent","half"
"1715","tex",4,25,8,1392,432,322,"absent"," right",1,2.743,"absent","half"
"1716","tex",4,25,9,835,-125,625,"absent"," right",1,2.743,"absent","half"
"1717","tex",4,25,10,635,-325,585,"absent"," right",1,2.743,"absent","half"
"1718","tex",4,25,11,1338,378,658,"absent"," right",1,2.743,"absent","half"
"1719","tex",4,26,1,968,-8,543," hard"," left",1,0.458,"present","half"
"1720","tex",4,26,2,1075,-115,590," hard"," left",1,0.458,"present","half"
"1721","tex",4,27,1,953,-7,550,"absent"," right",1,2.707,"absent","half"
"1722","tex",4,27,2,1054,94,534,"absent"," right",1,2.707,"absent","half"
"1723","tex",4,27,3,909,-51,549,"absent"," right",1,2.707,"absent","half"
"1724","tex",4,27,4,815,-145,486,"absent"," right",1,2.707,"absent","half"
"1725","tex",4,27,5,538,-422,323,"absent"," right",1,2.707,"absent","half"
"1726","tex",4,27,6,673,-287,511,"absent"," right",1,2.707,"absent","half"
"1727","tex",4,27,7,921,-39,702,"absent"," right",1,2.707,"absent","half"
"1728","tex",4,27,8,833,-127,614,"absent"," right",1,2.707,"absent","half"
"1729","tex",4,27,9,812,-148,666,"absent"," right",1,2.707,"absent","half"
"1730","tex",4,27,10,931,-29,743,"absent"," right",1,2.707,"absent","half"
"1731","tex",4,27,11,1299,339,520,"absent"," right",1,2.707,"absent","half"
"1732","tex",4,28,1,957,3,585," hard"," left",1,0.679,"present","half"
"1733","tex",4,28,2,955,5,547," hard"," left",1,0.679,"present","half"
"1734","tex",4,28,3,1063,-103,557," hard"," left",1,0.679,"present","half"
"1735","tex",4,28,4,1385,-425,508," hard"," left",1,0.679,"present","half"
"1736","tex",4,29,1,779,181,485,"absent"," left",1,1.982,"absent","half"
"1737","tex",4,29,2,982,-22,501,"absent"," left",1,1.982,"absent","half"
"1738","tex",4,29,3,1392,-432,410,"absent"," left",1,1.982,"absent","half"
"1739","tex",4,29,4,1271,-311,558,"absent"," left",1,1.982,"absent","half"
"1740","tex",4,29,5,1217,-257,300,"absent"," left",1,1.982,"absent","half"
"1741","tex",4,29,6,1419,-459,666,"absent"," left",1,1.982,"absent","half"
"1742","tex",4,29,7,1483,-523,909,"absent"," left",1,1.982,"absent","half"
"1743","tex",4,30,1,1112,152,492," easy"," right",1,0.541,"present","half"
"1744","tex",4,30,2,1078,118,531," easy"," right",1,0.541,"present","half"
"1745","tex",4,30,3,1070,110,537," easy"," right",1,0.541,"present","half"
"1746","tex",4,31,1,964,-4,591,"absent"," left",1,2.889,"absent","half"
"1747","tex",4,31,2,1117,-157,580,"absent"," left",1,2.889,"absent","half"
"1748","tex",4,31,3,1317,-357,620,"absent"," left",1,2.889,"absent","half"
"1749","tex",4,31,4,1468,-508,642,"absent"," left",1,2.889,"absent","half"
"1750","tex",4,31,5,1166,-206,676,"absent"," left",1,2.889,"absent","half"
"1751","tex",4,31,6,509,451,507,"absent"," left",1,2.889,"absent","half"
"1752","tex",4,31,7,1271,-311,340,"absent"," left",1,2.889,"absent","half"
"1753","tex",4,31,8,1433,-473,376,"absent"," left",1,2.889,"absent","half"
"1754","tex",4,31,9,1192,-232,770,"absent"," left",1,2.889,"absent","half"
"1755","tex",4,31,10,1310,-350,851,"absent"," left",1,2.889,"absent","half"
"1756","tex",4,32,1,970,10,578,"absent"," right",1,2.461,"absent","half"
"1757","tex",4,32,2,1110,150,589,"absent"," right",1,2.461,"absent","half"
"1758","tex",4,32,3,605,-355,519,"absent"," right",1,2.461,"absent","half"
"1759","tex",4,32,4,708,-252,568,"absent"," right",1,2.461,"absent","half"
"1760","tex",4,32,5,877,-83,678,"absent"," right",1,2.461,"absent","half"
"1761","tex",4,32,6,626,-334,682,"absent"," right",1,2.461,"absent","half"
"1762","tex",4,32,7,834,-126,774,"absent"," right",1,2.461,"absent","half"
"1763","tex",4,32,8,654,-306,341,"absent"," right",1,2.461,"absent","half"
"1764","tex",4,33,1,1043,-83,527,"absent"," left",1,3.098,"absent","half"
"1765","tex",4,33,2,1164,-204,558,"absent"," left",1,3.098,"absent","half"
"1766","tex",4,33,3,1214,-254,531,"absent"," left",1,3.098,"absent","half"
"1767","tex",4,33,4,1381,-421,467,"absent"," left",1,3.098,"absent","half"
"1768","tex",4,33,5,1404,-444,693,"absent"," left",1,3.098,"absent","half"
"1769","tex",4,33,6,626,334,565,"absent"," left",1,3.098,"absent","half"
"1770","tex",4,33,7,1146,-186,707,"absent"," left",1,3.098,"absent","half"
"1771","tex",4,33,8,1330,-370,886,"absent"," left",1,3.098,"absent","half"
"1772","tex",4,33,9,1190,-230,292,"absent"," left",1,3.098,"absent","half"
"1773","tex",4,33,10,1333,-373,402,"absent"," left",1,3.098,"absent","half"
"1774","tex",4,34,1,988,28,578,"absent"," right",1,1.268,"absent","half"
"1775","tex",4,34,2,1078,118,557,"absent"," right",1,1.268,"absent","half"
"1776","tex",4,34,3,556,-404,518,"absent"," right",1,1.268,"absent","half"
"1777","tex",4,34,4,648,-312,618,"absent"," right",1,1.268,"absent","half"
"1778","tex",4,34,5,801,-159,667,"absent"," right",1,1.268,"absent","half"
"1779","tex",4,35,1,1006,46,569,"absent"," right",1,2.301,"absent","half"
"1780","tex",4,35,2,766,-194,539,"absent"," right",1,2.301,"absent","half"
"1781","tex",4,35,3,846,-114,595,"absent"," right",1,2.301,"absent","half"
"1782","tex",4,35,4,496,-464,536,"absent"," right",1,2.301,"absent","half"
"1783","tex",4,35,5,636,-324,695,"absent"," right",1,2.301,"absent","half"
"1784","tex",4,35,6,629,-331,701,"absent"," right",1,2.301,"absent","half"
"1785","tex",4,35,7,748,-212,709,"absent"," right",1,2.301,"absent","half"
"1786","tex",4,35,8,772,-188,801,"absent"," right",1,2.301,"absent","half"
"1787","tex",4,35,9,1185,225,505,"absent"," right",1,2.301,"absent","half"
"1788","tex",4,35,10,836,-124,312,"absent"," right",1,2.301,"absent","half"
"1789","tex",4,36,1,961,1,589,"absent"," right",1,2.578,"absent","half"
"1790","tex",4,36,2,1092,132,530,"absent"," right",1,2.578,"absent","half"
"1791","tex",4,36,3,889,-71,584,"absent"," right",1,2.578,"absent","half"
"1792","tex",4,36,4,941,-19,682,"absent"," right",1,2.578,"absent","half"
"1793","tex",4,36,5,585,-375,559,"absent"," right",1,2.578,"absent","half"
"1794","tex",4,36,6,760,-200,659,"absent"," right",1,2.578,"absent","half"
"1795","tex",4,36,7,1263,303,696,"absent"," right",1,2.578,"absent","half"
"1796","tex",4,36,8,665,-295,692,"absent"," right",1,2.578,"absent","half"
"1797","tex",4,36,9,541,-419,605,"absent"," right",1,2.578,"absent","half"
"1798","tex",4,36,10,874,-86,534,"absent"," right",1,2.578,"absent","half"
"1799","tex",4,36,11,1198,238,543,"absent"," right",1,2.578,"absent","half"
"1800","tex",4,37,1,1044,84,564,"absent"," right",1,3.091,"absent","half"
"1801","tex",4,37,2,978,18,565,"absent"," right",1,3.091,"absent","half"
"1802","tex",4,37,3,1397,437,536,"absent"," right",1,3.091,"absent","half"
"1803","tex",4,37,4,611,-349,489,"absent"," right",1,3.091,"absent","half"
"1804","tex",4,37,5,833,-127,567,"absent"," right",1,3.091,"absent","half"
"1805","tex",4,37,6,705,-255,649,"absent"," right",1,3.091,"absent","half"
"1806","tex",4,37,7,615,-345,774,"absent"," right",1,3.091,"absent","half"
"1807","tex",4,37,8,572,-388,789,"absent"," right",1,3.091,"absent","half"
"1808","tex",4,37,9,628,-332,834,"absent"," right",1,3.091,"absent","half"
"1809","tex",4,37,10,686,-274,394,"absent"," right",1,3.091,"absent","half"
"1810","tex",4,37,11,817,-143,424,"absent"," right",1,3.091,"absent","half"
"1811","tex",4,37,12,1293,333,452,"absent"," right",1,3.091,"absent","half"
"1812","tex",4,38,1,979,19,569,"absent"," right",1,2.295,"absent","half"
"1813","tex",4,38,2,741,-219,609,"absent"," right",1,2.295,"absent","half"
"1814","tex",4,38,3,734,-226,507,"absent"," right",1,2.295,"absent","half"
"1815","tex",4,38,4,794,-166,703,"absent"," right",1,2.295,"absent","half"
"1816","tex",4,38,5,734,-226,730,"absent"," right",1,2.295,"absent","half"
"1817","tex",4,38,6,745,-215,790,"absent"," right",1,2.295,"absent","half"
"1818","tex",4,38,7,978,18,685,"absent"," right",1,2.295,"absent","half"
"1819","tex",4,38,8,1359,399,611,"absent"," right",1,2.295,"absent","half"
"1820","tex",4,39,1,978,-18,558,"absent"," left",1,2.25,"absent","half"
"1821","tex",4,39,2,821,139,495,"absent"," left",1,2.25,"absent","half"
"1822","tex",4,39,3,1058,-98,381,"absent"," left",1,2.25,"absent","half"
"1823","tex",4,39,4,1244,-284,433,"absent"," left",1,2.25,"absent","half"
"1824","tex",4,39,5,1165,-205,551,"absent"," left",1,2.25,"absent","half"
"1825","tex",4,39,6,740,220,623,"absent"," left",1,2.25,"absent","half"
"1826","tex",4,39,7,1079,-119,730,"absent"," left",1,2.25,"absent","half"
"1827","tex",4,39,8,1088,-128,811,"absent"," left",1,2.25,"absent","half"
"1828","tex",4,40,1,1001,41,499," hard"," right",1,1.013,"present","half"
"1829","tex",4,40,2,1090,130,479," hard"," right",1,1.013,"present","half"
"1830","tex",4,40,3,707,-253,447," hard"," right",1,1.013,"present","half"
"1831","tex",4,40,4,491,-469,557," hard"," right",1,1.013,"present","half"
"1832","tex",4,41,1,809,151,533," easy"," left",1,1.779,"present","half"
"1833","tex",4,41,2,693,267,559," easy"," left",1,1.779,"present","half"
"1834","tex",4,41,3,753,207,587," easy"," left",1,1.779,"present","half"
"1835","tex",4,41,4,1067,-107,584," easy"," left",1,1.779,"present","half"
"1836","tex",4,42,1,978,18,565," hard"," right",1,0.71,"present","half"
"1837","tex",4,42,2,803,-157,397," hard"," right",1,0.71,"present","half"
"1838","tex",4,43,1,974,-14,569,"absent"," left",1,2.165,"absent","half"
"1839","tex",4,43,2,1031,-71,554,"absent"," left",1,2.165,"absent","half"
"1840","tex",4,43,3,1343,-383,603,"absent"," left",1,2.165,"absent","half"
"1841","tex",4,43,4,1225,-265,723,"absent"," left",1,2.165,"absent","half"
"1842","tex",4,43,5,1398,-438,871,"absent"," left",1,2.165,"absent","half"
"1843","tex",4,43,6,618,342,586,"absent"," left",1,2.165,"absent","half"
"1844","tex",4,43,7,828,132,525,"absent"," left",1,2.165,"absent","half"
"1845","tex",4,43,8,1194,-234,361,"absent"," left",1,2.165,"absent","half"
"1846","tex",4,43,9,1263,-303,456,"absent"," left",1,2.165,"absent","half"
"1847","tex",4,44,1,997,37,578,"absent"," right",1,2.03,"absent","half"
"1848","tex",4,44,2,1033,73,573,"absent"," right",1,2.03,"absent","half"
"1849","tex",4,44,3,785,-175,643,"absent"," right",1,2.03,"absent","half"
"1850","tex",4,44,4,824,-136,786,"absent"," right",1,2.03,"absent","half"
"1851","tex",4,44,5,435,-525,681,"absent"," right",1,2.03,"absent","half"
"1852","tex",4,44,6,614,-346,479,"absent"," right",1,2.03,"absent","half"
"1853","tex",4,44,7,1334,374,435,"absent"," right",1,2.03,"absent","half"
"1854","tex",4,44,8,1022,62,555,"absent"," right",1,2.03,"absent","half"
"1855","tex",4,45,1,961,-1,589,"absent"," left",1,2.257,"absent","half"
"1856","tex",4,45,2,957,3,549,"absent"," left",1,2.257,"absent","half"
"1857","tex",4,45,3,1313,-353,484,"absent"," left",1,2.257,"absent","half"
"1858","tex",4,45,4,1455,-495,494,"absent"," left",1,2.257,"absent","half"
"1859","tex",4,45,5,1057,-97,585,"absent"," left",1,2.257,"absent","half"
"1860","tex",4,45,6,1038,-78,560,"absent"," left",1,2.257,"absent","half"
"1861","tex",4,45,7,427,533,682,"absent"," left",1,2.257,"absent","half"
"1862","tex",4,45,8,1125,-165,934,"absent"," left",1,2.257,"absent","half"
"1863","tex",4,45,9,1240,-280,866,"absent"," left",1,2.257,"absent","half"
"1864","tex",4,46,1,992,32,591," easy"," right",1,0.581,"present","half"
"1865","tex",4,46,2,1112,152,780," easy"," right",1,0.581,"present","half"
"1866","tex",4,46,3,1092,132,817," easy"," right",1,0.581,"present","half"
"1867","tex",4,47,1,980,-20,586," hard"," left",1,1.546,"present","half"
"1868","tex",4,47,2,990,-30,489," hard"," left",1,1.546,"present","half"
"1869","tex",4,47,3,1126,-166,605," hard"," left",1,1.546,"present","half"
"1870","tex",4,47,4,723,237,495," hard"," left",1,1.546,"present","half"
"1871","tex",4,47,5,1111,-151,685," hard"," left",1,1.546,"present","half"
"1872","tex",4,47,6,1439,-479,744," hard"," left",1,1.546,"present","half"
"1873","tex",4,47,7,1179,-219,807," hard"," left",1,1.546,"present","half"
"1874","tex",4,48,1,977,-17,584,"absent"," left",1,1.901,"absent","half"
"1875","tex",4,48,2,659,301,648,"absent"," left",1,1.901,"absent","half"
"1876","tex",4,48,3,730,230,448,"absent"," left",1,1.901,"absent","half"
"1877","tex",4,48,4,1268,-308,691,"absent"," left",1,1.901,"absent","half"
"1878","tex",4,48,5,1107,-147,554,"absent"," left",1,1.901,"absent","half"
"1879","tex",4,48,6,1146,-186,516,"absent"," left",1,1.901,"absent","half"
"1880","tex",4,48,7,1489,-529,509,"absent"," left",1,1.901,"absent","half"
"1881","tex",4,48,8,1431,-471,868,"absent"," left",1,1.901,"absent","half"
"1882","tex",4,49,1,980,-20,597,"absent"," left",1,1.532,"absent","half"
"1883","tex",4,49,2,1311,-351,565,"absent"," left",1,1.532,"absent","half"
"1884","tex",4,49,3,1197,-237,542,"absent"," left",1,1.532,"absent","half"
"1885","tex",4,49,4,1494,-534,546,"absent"," left",1,1.532,"absent","half"
"1886","tex",4,49,5,1135,-175,591,"absent"," left",1,1.532,"absent","half"
"1887","tex",4,49,6,731,229,701,"absent"," left",1,1.532,"absent","half"
"1888","tex",4,50,1,975,15,579,"absent"," right",1,2.184,"absent","half"
"1889","tex",4,50,2,854,-106,522,"absent"," right",1,2.184,"absent","half"
"1890","tex",4,50,3,501,-459,690,"absent"," right",1,2.184,"absent","half"
"1891","tex",4,50,4,651,-309,839,"absent"," right",1,2.184,"absent","half"
"1892","tex",4,50,5,810,-150,872,"absent"," right",1,2.184,"absent","half"
"1893","tex",4,50,6,725,-235,868,"absent"," right",1,2.184,"absent","half"
"1894","tex",4,50,7,663,-297,425,"absent"," right",1,2.184,"absent","half"
"1895","tex",4,50,8,846,-114,403,"absent"," right",1,2.184,"absent","half"
"1896","tex",4,51,1,976,-16,587," hard"," left",0,1.231,"present","half"
"1897","tex",4,51,2,1060,-100,584," hard"," left",0,1.231,"present","half"
"1898","tex",4,51,3,1459,-499,635," hard"," left",0,1.231,"present","half"
"1899","tex",4,51,4,1281,-321,699," hard"," left",0,1.231,"present","half"
"1900","tex",4,51,5,1310,-350,859," hard"," left",0,1.231,"present","half"
"1901","tex",4,52,1,930,30,623,"absent"," left",1,1.263,"absent","half"
"1902","tex",4,52,2,1043,-83,553,"absent"," left",1,1.263,"absent","half"
"1903","tex",4,52,3,1168,-208,757,"absent"," left",1,1.263,"absent","half"
"1904","tex",4,52,4,1436,-476,747,"absent"," left",1,1.263,"absent","half"
"1905","tex",4,52,5,637,323,563,"absent"," left",1,1.263,"absent","half"
"1906","tex",4,53,1,985,-25,605,"absent"," left",1,1.625,"absent","half"
"1907","tex",4,53,2,1137,-177,614,"absent"," left",1,1.625,"absent","half"
"1908","tex",4,53,3,1081,-121,754,"absent"," left",1,1.625,"absent","half"
"1909","tex",4,53,4,1392,-432,807,"absent"," left",1,1.625,"absent","half"
"1910","tex",4,53,5,1441,-481,855,"absent"," left",1,1.625,"absent","half"
"1911","tex",4,53,6,1351,-391,325,"absent"," left",1,1.625,"absent","half"
"1912","tex",4,53,7,1313,-353,401,"absent"," left",1,1.625,"absent","half"
"1913","tex",4,53,8,467,493,515,"absent"," left",1,1.625,"absent","half"
"1914","tex",4,54,1,1003,43,586,"absent"," right",1,1.417,"absent","half"
