"condition","subj","trialNum","fixNo","xFix","xFixFlip","yFix","targSide","easySide","accuracy","RT","targetPre","trialType"
"3558","tex",6,60,4,1253,-293,824,"absent"," left",1,1.564,"absent","half"
"3559","tex",6,60,5,1287,-327,285,"absent"," left",1,1.564,"absent","half"
"3560","tex",6,60,6,720,240,304,"absent"," left",1,1.564,"absent","half"
"3561","tex",6,61,1,1036,-76,616,"absent"," left",1,1.483,"absent","half"
"3562","tex",6,61,2,1132,-172,825,"absent"," left",1,1.483,"absent","half"
"3563","tex",6,61,3,1477,-517,895,"absent"," left",1,1.483,"absent","half"
"3564","tex",6,61,4,748,212,827,"absent"," left",1,1.483,"absent","half"
"3565","tex",6,61,5,876,84,408,"absent"," left",1,1.483,"absent","half"
"3566","tex",6,61,6,1242,-282,493,"absent"," left",1,1.483,"absent","half"
"3567","tex",6,62,1,1020,60,612," easy"," right",1,0.649,"present","half"
"3568","tex",6,62,2,1021,61,581," easy"," right",1,0.649,"present","half"
"3569","tex",6,62,3,1443,483,516," easy"," right",1,0.649,"present","half"
"3570","tex",6,62,4,1445,485,494," easy"," right",1,0.649,"present","half"
"3571","tex",6,63,1,1039,79,595," easy"," right",1,0.629,"present","half"
"3572","tex",6,63,2,1266,306,646," easy"," right",1,0.629,"present","half"
"3573","tex",6,63,3,1308,348,710," easy"," right",1,0.629,"present","half"
"3574","tex",6,64,1,1047,87,622," easy"," right",1,0.694,"present","half"
"3575","tex",6,64,2,1145,185,589," easy"," right",1,0.694,"present","half"
"3576","tex",6,64,3,1301,341,636," easy"," right",1,0.694,"present","half"
"3577","tex",6,64,4,1340,380,647," easy"," right",1,0.694,"present","half"
"3578","tex",6,65,1,1080,-120,580,"absent"," left",1,1.219,"absent","half"
"3579","tex",6,65,2,1015,-55,587,"absent"," left",1,1.219,"absent","half"
"3580","tex",6,65,3,1279,-319,602,"absent"," left",1,1.219,"absent","half"
"3581","tex",6,65,4,1353,-393,591,"absent"," left",1,1.219,"absent","half"
"3582","tex",6,65,5,700,260,584,"absent"," left",1,1.219,"absent","half"
"3583","tex",6,65,6,1038,-78,587,"absent"," left",1,1.219,"absent","half"
"3584","tex",6,65,7,1297,-337,537,"absent"," left",1,1.219,"absent","half"
"3585","tex",6,66,1,1046,86,581," hard"," right",1,1.545,"present","half"
"3586","tex",6,66,2,983,23,563," hard"," right",1,1.545,"present","half"
"3587","tex",6,66,3,1121,161,546," hard"," right",1,1.545,"present","half"
"3588","tex",6,66,4,942,-18,749," hard"," right",1,1.545,"present","half"
"3589","tex",6,66,5,646,-314,337," hard"," right",1,1.545,"present","half"
"3590","tex",6,66,6,603,-357,290," hard"," right",1,1.545,"present","half"
"3591","tex",6,66,7,1255,295,561," hard"," right",1,1.545,"present","half"
"3592","tex",6,66,8,534,-426,265," hard"," right",1,1.545,"present","half"
"3593","tex",6,67,1,1010,50,602,"absent"," right",1,2.324,"absent","half"
"3594","tex",6,67,2,815,-145,336,"absent"," right",1,2.324,"absent","half"
"3595","tex",6,67,3,1124,164,425,"absent"," right",1,2.324,"absent","half"
"3596","tex",6,67,4,1162,202,670,"absent"," right",1,2.324,"absent","half"
"3597","tex",6,67,5,968,8,669,"absent"," right",1,2.324,"absent","half"
"3598","tex",6,67,6,958,-2,759,"absent"," right",1,2.324,"absent","half"
"3599","tex",6,67,7,759,-201,505,"absent"," right",1,2.324,"absent","half"
"3600","tex",6,67,8,1351,391,771,"absent"," right",1,2.324,"absent","half"
"3601","tex",6,67,9,1236,276,441,"absent"," right",1,2.324,"absent","half"
"3602","tex",6,68,1,1016,56,599," hard"," right",1,0.989,"present","half"
"3603","tex",6,68,2,1109,149,583," hard"," right",1,0.989,"present","half"
"3604","tex",6,68,3,799,-161,339," hard"," right",1,0.989,"present","half"
"3605","tex",6,68,4,723,-237,295," hard"," right",1,0.989,"present","half"
"3606","tex",6,68,5,782,-178,294," hard"," right",1,0.989,"present","half"
"3607","tex",6,69,1,1005,-45,587,"absent"," left",1,1.737,"absent","half"
"3608","tex",6,69,2,967,-7,464,"absent"," left",1,1.737,"absent","half"
"3609","tex",6,69,3,824,136,373,"absent"," left",1,1.737,"absent","half"
"3610","tex",6,69,4,1090,-130,794,"absent"," left",1,1.737,"absent","half"
"3611","tex",6,69,5,1235,-275,329,"absent"," left",1,1.737,"absent","half"
"3612","tex",6,69,6,775,185,308,"absent"," left",1,1.737,"absent","half"
"3613","tex",6,69,7,876,84,549,"absent"," left",1,1.737,"absent","half"
"3614","tex",6,70,1,990,30,568," easy"," right",1,0.689,"present","half"
"3615","tex",6,70,2,930,-30,519," easy"," right",1,0.689,"present","half"
"3616","tex",6,70,3,1383,423,747," easy"," right",1,0.689,"present","half"
"3617","tex",6,71,1,1006,46,587,"absent"," right",1,2.74,"absent","half"
"3618","tex",6,71,2,993,33,465,"absent"," right",1,2.74,"absent","half"
"3619","tex",6,71,3,615,-345,580,"absent"," right",1,2.74,"absent","half"
"3620","tex",6,71,4,512,-448,861,"absent"," right",1,2.74,"absent","half"
"3621","tex",6,71,5,515,-445,230,"absent"," right",1,2.74,"absent","half"
"3622","tex",6,71,6,1290,330,741,"absent"," right",1,2.74,"absent","half"
"3623","tex",6,71,7,1056,96,396,"absent"," right",1,2.74,"absent","half"
"3624","tex",6,71,8,1133,173,503,"absent"," right",1,2.74,"absent","half"
"3625","tex",6,71,9,747,-213,412,"absent"," right",1,2.74,"absent","half"
"3626","tex",6,71,10,663,-297,365,"absent"," right",1,2.74,"absent","half"
"3627","tex",6,71,11,987,27,664,"absent"," right",1,2.74,"absent","half"
"3628","tex",6,72,1,1007,-47,598,"absent"," left",1,2.009,"absent","half"
"3629","tex",6,72,2,1105,-145,578,"absent"," left",1,2.009,"absent","half"
"3630","tex",6,72,3,1208,-248,586,"absent"," left",1,2.009,"absent","half"
"3631","tex",6,72,4,765,195,606,"absent"," left",1,2.009,"absent","half"
"3632","tex",6,72,5,627,333,887,"absent"," left",1,2.009,"absent","half"
"3633","tex",6,72,6,1242,-282,1007,"absent"," left",1,2.009,"absent","half"
"3634","tex",6,72,7,1233,-273,533,"absent"," left",1,2.009,"absent","half"
"3635","tex",6,72,8,1158,-198,340,"absent"," left",1,2.009,"absent","half"
"3636","tex",6,73,1,989,29,555," easy"," right",1,0.721,"present","half"
"3637","tex",6,73,2,1099,139,840," easy"," right",1,0.721,"present","half"
"3638","tex",6,73,3,1067,107,894," easy"," right",1,0.721,"present","half"
"3639","tex",6,74,1,999,-39,564,"absent"," left",1,1.769,"absent","half"
"3640","tex",6,74,2,1087,-127,577,"absent"," left",1,1.769,"absent","half"
"3641","tex",6,74,3,629,331,339,"absent"," left",1,1.769,"absent","half"
"3642","tex",6,74,4,486,474,302,"absent"," left",1,1.769,"absent","half"
"3643","tex",6,74,5,676,284,897,"absent"," left",1,1.769,"absent","half"
"3644","tex",6,74,6,1132,-172,309,"absent"," left",1,1.769,"absent","half"
"3645","tex",6,74,7,1183,-223,789,"absent"," left",1,1.769,"absent","half"
"3646","tex",6,74,8,1284,-324,621,"absent"," left",1,1.769,"absent","half"
"3647","tex",6,75,1,1015,-55,578," hard"," left",1,0.904,"present","half"
"3648","tex",6,75,2,1152,-192,594," hard"," left",1,0.904,"present","half"
"3649","tex",6,75,3,1124,-164,412," hard"," left",1,0.904,"present","half"
"3650","tex",6,76,1,1051,-91,510,"absent"," left",1,1.202,"absent","half"
"3651","tex",6,76,2,823,137,341,"absent"," left",1,1.202,"absent","half"
"3652","tex",6,76,3,810,150,833,"absent"," left",1,1.202,"absent","half"
"3653","tex",6,76,4,1429,-469,791,"absent"," left",1,1.202,"absent","half"
"3654","tex",6,76,5,1260,-300,539,"absent"," left",1,1.202,"absent","half"
"3655","tex",6,77,1,1017,-57,603," hard"," left",1,0.743,"present","half"
"3656","tex",6,77,2,1077,-117,580," hard"," left",1,0.743,"present","half"
"3657","tex",6,77,3,1100,-140,644," hard"," left",1,0.743,"present","half"
"3658","tex",6,77,4,1078,-118,649," hard"," left",1,0.743,"present","half"
"3659","tex",6,78,1,1024,64,577,"absent"," right",1,1.322,"absent","half"
"3660","tex",6,78,2,965,5,491,"absent"," right",1,1.322,"absent","half"
"3661","tex",6,78,3,1234,274,720,"absent"," right",1,1.322,"absent","half"
"3662","tex",6,78,4,1433,473,828,"absent"," right",1,1.322,"absent","half"
"3663","tex",6,78,5,561,-399,308,"absent"," right",1,1.322,"absent","half"
"3664","tex",6,78,6,664,-296,857,"absent"," right",1,1.322,"absent","half"
"3665","tex",6,79,1,1011,-51,564," easy"," left",1,0.556,"present","half"
"3666","tex",6,79,2,894,66,500," easy"," left",1,0.556,"present","half"
"3667","tex",6,80,1,1007,47,566," hard"," right",1,0.912,"present","half"
"3668","tex",6,80,2,860,-100,389," hard"," right",1,0.912,"present","half"
"3669","tex",6,80,3,764,-196,311," hard"," right",1,0.912,"present","half"
"3670","tex",6,80,4,739,-221,277," hard"," right",1,0.912,"present","half"
"3671","tex",6,81,1,1003,43,590,"absent"," right",1,2.183,"absent","half"
"3672","tex",6,81,2,788,-172,406,"absent"," right",1,2.183,"absent","half"
"3673","tex",6,81,3,749,-211,291,"absent"," right",1,2.183,"absent","half"
"3674","tex",6,81,4,1232,272,749,"absent"," right",1,2.183,"absent","half"
"3675","tex",6,81,5,1185,225,491,"absent"," right",1,2.183,"absent","half"
"3676","tex",6,81,6,847,-113,322,"absent"," right",1,2.183,"absent","half"
"3677","tex",6,81,7,1190,230,839,"absent"," right",1,2.183,"absent","half"
"3678","tex",6,81,8,1444,484,927,"absent"," right",1,2.183,"absent","half"
"3679","tex",6,81,9,934,-26,704,"absent"," right",1,2.183,"absent","half"
"3680","tex",6,81,10,614,-346,360,"absent"," right",1,2.183,"absent","half"
"3681","tex",6,82,1,985,25,558," easy"," right",1,0.679,"present","half"
"3682","tex",6,82,2,1134,174,346," easy"," right",1,0.679,"present","half"
"3683","tex",6,82,3,1169,209,232," easy"," right",1,0.679,"present","half"
"3684","tex",6,83,1,990,30,553,"absent"," right",1,1.513,"absent","half"
"3685","tex",6,83,2,803,-157,386,"absent"," right",1,1.513,"absent","half"
"3686","tex",6,83,3,646,-314,224,"absent"," right",1,1.513,"absent","half"
"3687","tex",6,83,4,1127,167,625,"absent"," right",1,1.513,"absent","half"
"3688","tex",6,83,5,986,26,658,"absent"," right",1,1.513,"absent","half"
"3689","tex",6,83,6,800,-160,873,"absent"," right",1,1.513,"absent","half"
"3690","tex",6,84,1,1000,-40,596," easy"," left",1,0.625,"present","half"
"3691","tex",6,84,2,590,370,755," easy"," left",1,0.625,"present","half"
"3692","tex",6,85,1,997,-37,593," easy"," left",0,0.969,"present","half"
"3693","tex",6,85,2,807,153,387," easy"," left",0,0.969,"present","half"
"3694","tex",6,85,3,769,191,310," easy"," left",0,0.969,"present","half"
"3695","tex",6,86,1,1016,-56,562," hard"," left",1,1.03,"present","half"
"3696","tex",6,86,2,992,-32,510," hard"," left",1,1.03,"present","half"
"3697","tex",6,86,3,1097,-137,542," hard"," left",1,1.03,"present","half"
"3698","tex",6,86,4,1400,-440,434," hard"," left",1,1.03,"present","half"
"3699","tex",6,86,5,1413,-453,416," hard"," left",1,1.03,"present","half"
"3700","tex",6,87,1,1001,41,572,"absent"," right",1,1.484,"absent","half"
"3701","tex",6,87,2,1007,47,495,"absent"," right",1,1.484,"absent","half"
"3702","tex",6,87,3,950,-10,283,"absent"," right",1,1.484,"absent","half"
"3703","tex",6,87,4,1047,87,640,"absent"," right",1,1.484,"absent","half"
"3704","tex",6,87,5,1187,227,657,"absent"," right",1,1.484,"absent","half"
"3705","tex",6,87,6,644,-316,355,"absent"," right",1,1.484,"absent","half"
"3706","tex",6,88,1,1007,47,606," easy"," right",1,0.594,"present","half"
"3707","tex",6,88,2,1190,230,598," easy"," right",1,0.594,"present","half"
"3708","tex",6,88,3,1234,274,622," easy"," right",1,0.594,"present","half"
"3709","tex",6,89,1,1011,51,594," hard"," right",1,0.64,"present","half"
"3710","tex",6,89,2,1074,114,539," hard"," right",1,0.64,"present","half"
"3711","tex",6,89,3,833,-127,388," hard"," right",1,0.64,"present","half"
"3712","tex",6,89,4,797,-163,383," hard"," right",1,0.64,"present","half"
"3713","tex",6,90,1,995,-35,574," hard"," left",0,1.037,"present","half"
"3714","tex",6,90,2,889,71,410," hard"," left",0,1.037,"present","half"
"3715","tex",6,90,3,1288,-328,521," hard"," left",0,1.037,"present","half"
"3716","tex",6,90,4,1007,-47,368," hard"," left",0,1.037,"present","half"
"3717","tex",6,91,1,1091,-131,548," easy"," left",1,0.75,"present","half"
"3718","tex",6,91,2,1167,-207,547," easy"," left",1,0.75,"present","half"
"3719","tex",6,91,3,554,406,674," easy"," left",1,0.75,"present","half"
"3720","tex",6,91,4,570,390,711," easy"," left",1,0.75,"present","half"
"3721","tex",6,92,1,987,27,601,"absent"," right",1,1.46,"absent","half"
"3722","tex",6,92,2,828,-132,590,"absent"," right",1,1.46,"absent","half"
"3723","tex",6,92,3,1157,197,676,"absent"," right",1,1.46,"absent","half"
"3724","tex",6,92,4,1278,318,719,"absent"," right",1,1.46,"absent","half"
"3725","tex",6,92,5,783,-177,445,"absent"," right",1,1.46,"absent","half"
"3726","tex",6,92,6,853,-107,601,"absent"," right",1,1.46,"absent","half"
"3727","tex",6,92,7,1329,369,556,"absent"," right",1,1.46,"absent","half"
"3728","tex",6,93,1,1021,-61,585," hard"," left",1,1.294,"present","half"
"3729","tex",6,93,2,1051,-91,559," hard"," left",1,1.294,"present","half"
"3730","tex",6,93,3,701,259,507," hard"," left",1,1.294,"present","half"
"3731","tex",6,93,4,1244,-284,622," hard"," left",1,1.294,"present","half"
"3732","tex",6,93,5,1330,-370,762," hard"," left",1,1.294,"present","half"
"3733","tex",6,93,6,1161,-201,934," hard"," left",1,1.294,"present","half"
"3734","tex",6,93,7,1190,-230,922," hard"," left",1,1.294,"present","half"
"3735","tex",6,94,1,1009,-49,593,"absent"," left",1,2.175,"absent","half"
"3736","tex",6,94,2,1126,-166,610,"absent"," left",1,2.175,"absent","half"
"3737","tex",6,94,3,1322,-362,625,"absent"," left",1,2.175,"absent","half"
"3738","tex",6,94,4,1448,-488,682,"absent"," left",1,2.175,"absent","half"
"3739","tex",6,94,5,1502,-542,713,"absent"," left",1,2.175,"absent","half"
"3740","tex",6,94,6,1215,-255,848,"absent"," left",1,2.175,"absent","half"
"3741","tex",6,94,7,1189,-229,368,"absent"," left",1,2.175,"absent","half"
"3742","tex",6,94,8,650,310,619,"absent"," left",1,2.175,"absent","half"
"3743","tex",6,94,9,835,125,770,"absent"," left",1,2.175,"absent","half"
"3744","tex",6,94,10,1110,-150,483,"absent"," left",1,2.175,"absent","half"
"3745","tex",6,95,1,992,-32,585," easy"," left",1,0.553,"present","half"
"3746","tex",6,95,2,511,449,556," easy"," left",1,0.553,"present","half"
"3747","tex",6,96,1,997,-37,582," hard"," left",1,1.353,"present","half"
"3748","tex",6,96,2,841,119,559," hard"," left",1,1.353,"present","half"
"3749","tex",6,96,3,1292,-332,556," hard"," left",1,1.353,"present","half"
"3750","tex",6,96,4,1367,-407,522," hard"," left",1,1.353,"present","half"
"3751","tex",6,96,5,1331,-371,969," hard"," left",1,1.353,"present","half"
"3752","tex",6,96,6,1440,-480,479," hard"," left",1,1.353,"present","half"
"3753","tex",6,96,7,1424,-464,442," hard"," left",1,1.353,"present","half"
"3754","tex",7,17,1,945,-15,551," hard"," right",1,1.364,"present","half"
"3755","tex",7,17,2,963,3,571," hard"," right",1,1.364,"present","half"
"3756","tex",7,17,3,917,-43,540," hard"," right",1,1.364,"present","half"
"3757","tex",7,17,4,656,-304,478," hard"," right",1,1.364,"present","half"
"3758","tex",7,17,5,601,-359,445," hard"," right",1,1.364,"present","half"
"3759","tex",7,17,6,603,-357,433," hard"," right",1,1.364,"present","half"
"3760","tex",7,18,1,947,-13,578," hard"," right",0,2.189,"present","half"
"3761","tex",7,18,2,797,-163,473," hard"," right",0,2.189,"present","half"
"3762","tex",7,18,3,573,-387,288," hard"," right",0,2.189,"present","half"
"3763","tex",7,18,4,449,-511,251," hard"," right",0,2.189,"present","half"
"3764","tex",7,18,5,563,-397,440," hard"," right",0,2.189,"present","half"
"3765","tex",7,18,6,793,-167,433," hard"," right",0,2.189,"present","half"
"3766","tex",7,18,7,421,-539,383," hard"," right",0,2.189,"present","half"
"3767","tex",7,18,8,646,-314,900," hard"," right",0,2.189,"present","half"
"3768","tex",7,18,9,910,-50,859," hard"," right",0,2.189,"present","half"
"3769","tex",7,18,10,873,-87,602," hard"," right",0,2.189,"present","half"
"3770","tex",7,18,11,835,-125,382," hard"," right",0,2.189,"present","half"
"3771","tex",7,19,1,932,-28,556," easy"," right",1,1.255,"present","half"
"3772","tex",7,19,2,882,-78,483," easy"," right",1,1.255,"present","half"
"3773","tex",7,19,3,1217,257,345," easy"," right",1,1.255,"present","half"
"3774","tex",7,19,4,1209,249,283," easy"," right",1,1.255,"present","half"
"3775","tex",7,19,5,1223,263,291," easy"," right",1,1.255,"present","half"
"3776","tex",7,20,1,948,-12,556," hard"," right",1,3.627,"present","half"
"3777","tex",7,20,2,898,-62,426," hard"," right",1,3.627,"present","half"
"3778","tex",7,20,3,689,-271,423," hard"," right",1,3.627,"present","half"
"3779","tex",7,20,4,577,-383,499," hard"," right",1,3.627,"present","half"
"3780","tex",7,20,5,532,-428,553," hard"," right",1,3.627,"present","half"
"3781","tex",7,20,6,499,-461,582," hard"," right",1,3.627,"present","half"
"3782","tex",7,20,7,758,-202,521," hard"," right",1,3.627,"present","half"
"3783","tex",7,20,8,952,-8,482," hard"," right",1,3.627,"present","half"
"3784","tex",7,20,9,1099,139,549," hard"," right",1,3.627,"present","half"
"3785","tex",7,20,10,601,-359,608," hard"," right",1,3.627,"present","half"
"3786","tex",7,20,11,540,-420,607," hard"," right",1,3.627,"present","half"
"3787","tex",7,20,12,506,-454,589," hard"," right",1,3.627,"present","half"
"3788","tex",7,21,1,959,-1,548," hard"," right",1,1.925,"present","half"
"3789","tex",7,21,2,601,-359,508," hard"," right",1,1.925,"present","half"
"3790","tex",7,21,3,475,-485,343," hard"," right",1,1.925,"present","half"
"3791","tex",7,21,4,508,-452,804," hard"," right",1,1.925,"present","half"
"3792","tex",7,21,5,480,-480,775," hard"," right",1,1.925,"present","half"
"3793","tex",7,21,6,486,-474,752," hard"," right",1,1.925,"present","half"
"3794","tex",7,21,7,506,-454,742," hard"," right",1,1.925,"present","half"
"3795","tex",7,22,1,949,11,566," easy"," left",1,1.153,"present","half"
"3796","tex",7,22,2,874,86,648," easy"," left",1,1.153,"present","half"
"3797","tex",7,22,3,884,76,642," easy"," left",1,1.153,"present","half"
"3798","tex",7,23,1,941,19,578,"absent"," left",1,5.88,"absent","half"
"3799","tex",7,23,2,643,317,600,"absent"," left",1,5.88,"absent","half"
"3800","tex",7,23,3,1059,-99,650,"absent"," left",1,5.88,"absent","half"
"3801","tex",7,23,4,1192,-232,380,"absent"," left",1,5.88,"absent","half"
"3802","tex",7,23,5,993,-33,399,"absent"," left",1,5.88,"absent","half"
"3803","tex",7,23,6,1230,-270,1002,"absent"," left",1,5.88,"absent","half"
"3804","tex",7,23,7,1216,-256,885,"absent"," left",1,5.88,"absent","half"
"3805","tex",7,23,8,1140,-180,930,"absent"," left",1,5.88,"absent","half"
"3806","tex",7,23,9,676,284,843,"absent"," left",1,5.88,"absent","half"
"3807","tex",7,23,10,584,376,725,"absent"," left",1,5.88,"absent","half"
"3808","tex",7,23,11,567,393,379,"absent"," left",1,5.88,"absent","half"
"3809","tex",7,23,12,1116,-156,330,"absent"," left",1,5.88,"absent","half"
"3810","tex",7,23,13,1299,-339,336,"absent"," left",1,5.88,"absent","half"
"3811","tex",7,23,14,1181,-221,274,"absent"," left",1,5.88,"absent","half"
"3812","tex",7,23,15,1158,-198,254,"absent"," left",1,5.88,"absent","half"
"3813","tex",7,23,16,1342,-382,630,"absent"," left",1,5.88,"absent","half"
"3814","tex",7,23,17,1221,-261,794,"absent"," left",1,5.88,"absent","half"
"3815","tex",7,23,18,1266,-306,824,"absent"," left",1,5.88,"absent","half"
"3816","tex",7,23,19,1051,-91,695,"absent"," left",1,5.88,"absent","half"
"3817","tex",7,23,20,1318,-358,603,"absent"," left",1,5.88,"absent","half"
"3818","tex",7,23,21,1244,-284,707,"absent"," left",1,5.88,"absent","half"
"3819","tex",7,23,22,657,303,533,"absent"," left",1,5.88,"absent","half"
"3820","tex",7,23,23,1102,-142,354,"absent"," left",1,5.88,"absent","half"
"3821","tex",7,23,24,1226,-266,413,"absent"," left",1,5.88,"absent","half"
"3822","tex",7,23,25,1175,-215,576,"absent"," left",1,5.88,"absent","half"
"3823","tex",7,24,1,959,1,560," easy"," left",1,1.034,"present","half"
"3824","tex",7,24,2,964,-4,527," easy"," left",1,1.034,"present","half"
"3825","tex",7,24,3,622,338,374," easy"," left",1,1.034,"present","half"
"3826","tex",7,24,4,547,413,345," easy"," left",1,1.034,"present","half"
"3827","tex",7,25,1,964,4,529,"absent"," right",1,2.616,"absent","half"
"3828","tex",7,25,2,756,-204,437,"absent"," right",1,2.616,"absent","half"
"3829","tex",7,25,3,641,-319,564,"absent"," right",1,2.616,"absent","half"
"3830","tex",7,25,4,518,-442,612,"absent"," right",1,2.616,"absent","half"
"3831","tex",7,25,5,477,-483,631,"absent"," right",1,2.616,"absent","half"
"3832","tex",7,25,6,654,-306,628,"absent"," right",1,2.616,"absent","half"
"3833","tex",7,25,7,1197,237,577,"absent"," right",1,2.616,"absent","half"
"3834","tex",7,25,8,1051,91,551,"absent"," right",1,2.616,"absent","half"
"3835","tex",7,25,9,1286,326,349,"absent"," right",1,2.616,"absent","half"
"3836","tex",7,25,10,969,9,669,"absent"," right",1,2.616,"absent","half"
"3837","tex",7,25,11,936,-24,647,"absent"," right",1,2.616,"absent","half"
"3838","tex",7,25,12,554,-406,236,"absent"," right",1,2.616,"absent","half"
"3839","tex",7,26,1,961,-1,555," hard"," left",1,1.256,"present","half"
"3840","tex",7,26,2,1036,-76,609," hard"," left",1,1.256,"present","half"
"3841","tex",7,27,1,969,9,557,"absent"," right",1,2.824,"absent","half"
"3842","tex",7,27,2,978,18,558,"absent"," right",1,2.824,"absent","half"
"3843","tex",7,27,3,662,-298,530,"absent"," right",1,2.824,"absent","half"
"3844","tex",7,27,4,588,-372,498,"absent"," right",1,2.824,"absent","half"
"3845","tex",7,27,5,472,-488,434,"absent"," right",1,2.824,"absent","half"
"3846","tex",7,27,6,445,-515,241,"absent"," right",1,2.824,"absent","half"
"3847","tex",7,27,7,1195,235,313,"absent"," right",1,2.824,"absent","half"
"3848","tex",7,27,8,1355,395,376,"absent"," right",1,2.824,"absent","half"
"3849","tex",7,27,9,1274,314,820,"absent"," right",1,2.824,"absent","half"
"3850","tex",7,27,10,923,-37,916,"absent"," right",1,2.824,"absent","half"
"3851","tex",7,27,11,790,-170,600,"absent"," right",1,2.824,"absent","half"
"3852","tex",7,27,12,626,-334,677,"absent"," right",1,2.824,"absent","half"
"3853","tex",7,28,1,966,-6,556," hard"," left",1,1.412,"present","half"
"3854","tex",7,28,2,1026,-66,522," hard"," left",1,1.412,"present","half"
"3855","tex",7,28,3,1370,-410,431," hard"," left",1,1.412,"present","half"
"3856","tex",7,28,4,1066,-106,504," hard"," left",1,1.412,"present","half"
"3857","tex",7,28,5,1341,-381,469," hard"," left",1,1.412,"present","half"
"3858","tex",7,28,6,1371,-411,469," hard"," left",1,1.412,"present","half"
"3859","tex",7,29,1,965,-5,573,"absent"," left",1,2.618,"absent","half"
"3860","tex",7,29,2,969,-9,537,"absent"," left",1,2.618,"absent","half"
"3861","tex",7,29,3,1081,-121,615,"absent"," left",1,2.618,"absent","half"
"3862","tex",7,29,4,1309,-349,467,"absent"," left",1,2.618,"absent","half"
"3863","tex",7,29,5,954,6,783,"absent"," left",1,2.618,"absent","half"
"3864","tex",7,29,6,887,73,707,"absent"," left",1,2.618,"absent","half"
"3865","tex",7,29,7,1063,-103,778,"absent"," left",1,2.618,"absent","half"
"3866","tex",7,29,8,561,399,540,"absent"," left",1,2.618,"absent","half"
"3867","tex",7,29,9,992,-32,409,"absent"," left",1,2.618,"absent","half"
"3868","tex",7,29,10,1227,-267,367,"absent"," left",1,2.618,"absent","half"
"3869","tex",7,29,11,1205,-245,378,"absent"," left",1,2.618,"absent","half"
"3870","tex",7,29,12,1359,-399,871,"absent"," left",1,2.618,"absent","half"
"3871","tex",7,30,1,972,12,567," easy"," right",1,1.237,"present","half"
"3872","tex",7,30,2,1024,64,571," easy"," right",1,1.237,"present","half"
"3873","tex",7,31,1,967,-7,554,"absent"," left",1,1.941,"absent","half"
"3874","tex",7,31,2,1134,-174,546,"absent"," left",1,1.941,"absent","half"
"3875","tex",7,31,3,1421,-461,608,"absent"," left",1,1.941,"absent","half"
"3876","tex",7,31,4,750,210,630,"absent"," left",1,1.941,"absent","half"
"3877","tex",7,31,5,986,-26,482,"absent"," left",1,1.941,"absent","half"
"3878","tex",7,31,6,1173,-213,409,"absent"," left",1,1.941,"absent","half"
"3879","tex",7,31,7,1341,-381,407,"absent"," left",1,1.941,"absent","half"
"3880","tex",7,32,1,950,-10,554,"absent"," right",1,2.249,"absent","half"
"3881","tex",7,32,2,869,-91,517,"absent"," right",1,2.249,"absent","half"
"3882","tex",7,32,3,673,-287,496,"absent"," right",1,2.249,"absent","half"
"3883","tex",7,32,4,524,-436,588,"absent"," right",1,2.249,"absent","half"
"3884","tex",7,32,5,832,-128,655,"absent"," right",1,2.249,"absent","half"
"3885","tex",7,32,6,1163,203,650,"absent"," right",1,2.249,"absent","half"
"3886","tex",7,32,7,892,-68,719,"absent"," right",1,2.249,"absent","half"
"3887","tex",7,32,8,833,-127,597,"absent"," right",1,2.249,"absent","half"
"3888","tex",7,32,9,932,-28,614,"absent"," right",1,2.249,"absent","half"
"3889","tex",7,32,10,927,-33,588,"absent"," right",1,2.249,"absent","half"
"3890","tex",7,32,11,718,-242,556,"absent"," right",1,2.249,"absent","half"
"3891","tex",7,33,1,965,-5,573,"absent"," left",1,3.168,"absent","half"
"3892","tex",7,33,2,1029,-69,553,"absent"," left",1,3.168,"absent","half"
"3893","tex",7,33,3,1124,-164,486,"absent"," left",1,3.168,"absent","half"
"3894","tex",7,33,4,1308,-348,398,"absent"," left",1,3.168,"absent","half"
"3895","tex",7,33,5,1017,-57,317,"absent"," left",1,3.168,"absent","half"
"3896","tex",7,33,6,930,30,465,"absent"," left",1,3.168,"absent","half"
"3897","tex",7,33,7,1302,-342,748,"absent"," left",1,3.168,"absent","half"
"3898","tex",7,33,8,1058,-98,816,"absent"," left",1,3.168,"absent","half"
"3899","tex",7,33,9,632,328,710,"absent"," left",1,3.168,"absent","half"
"3900","tex",7,33,10,593,367,502,"absent"," left",1,3.168,"absent","half"
"3901","tex",7,33,11,728,232,931,"absent"," left",1,3.168,"absent","half"
"3902","tex",7,33,12,705,255,881,"absent"," left",1,3.168,"absent","half"
"3903","tex",7,33,13,696,264,855,"absent"," left",1,3.168,"absent","half"
"3904","tex",7,33,14,1323,-363,416,"absent"," left",1,3.168,"absent","half"
"3905","tex",7,34,1,963,3,576,"absent"," right",1,3.186,"absent","half"
"3906","tex",7,34,2,842,-118,529,"absent"," right",1,3.186,"absent","half"
"3907","tex",7,34,3,742,-218,458,"absent"," right",1,3.186,"absent","half"
"3908","tex",7,34,4,598,-362,371,"absent"," right",1,3.186,"absent","half"
"3909","tex",7,34,5,562,-398,853,"absent"," right",1,3.186,"absent","half"
"3910","tex",7,34,6,1368,408,762,"absent"," right",1,3.186,"absent","half"
"3911","tex",7,34,7,1324,364,747,"absent"," right",1,3.186,"absent","half"
